id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,cdi0,cdi1,cdi2,cdi3,region,clans
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.667,0.436,0.042,-0.934,0,0,0,0,0,0,39925,0.000507943966666667,0.446055261290323,0.843997588903226,0.164987220733333,0.196333333333333,0.215,0.254333333333333,0.374333333333333,0.015238319,2.76554262,2.90710280622222,0.9899233244,0.966666666666667,0.838709677419355,0.709677419354839,0.833333333333333,0,0,0,0,37.154646995986,35.9584695218728,32.5733133869875,33.5948044589347,0.41,0.37,0.52,0.68,1.04,1.02,1.06,0.86,1.07,1.25,1.17,0.98,0.57,0.53,0.66,0.73,12,1
2,20,56,7,40,5,7,7,9,0,0,1,0,0,0,-0.684,-0.235,-0.588,0.563,0,0,0,0,0,0,252201,0.094562355,0.327229914516129,0.517167669548387,1.39883560566667,0.277666666666667,0.364666666666667,0.381333333333333,0.369,0.94562355,2.5360318375,2.67203295933333,13.9883560566667,0.9,0.870967741935484,0.806451612903226,0.9,2,2,10,56,37.583170277042,34.5273819831893,31.1075617979995,33.6529956880459,0.48,0.69,0.94,0.8,1.08,1.04,0.87,0.6,1.08,1.02,0.74,0.47,0.63,0.78,0.92,0.75,10,2
3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.523,-0.316,-0.274,0.118,0,0,0,0,0,0,182275,0.414820091866667,0.494203130709677,0.616929951451613,1.1177914308,0.257,0.275,0.336666666666667,0.487666666666667,1.38273363955556,1.9150371315,1.73862077227273,3.3533742924,0.7,0.741935483870968,0.645161290322581,0.666666666666667,0,0,0,0,38.8124504617672,36.8022092107085,33.9916831596561,34.2802107639906,0.44,0.45,0.47,0.47,0.52,0.52,0.51,0.49,0.53,0.77,1.01,0.9,0.46,0.47,0.48,0.48,9,3
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.496,-0.351,-0.048,-0.437,0,0,0,0,0,0,187452,0.201389663833333,0.168180700645161,0.355536667419355,0.287163267333333,0.223,0.25,0.280333333333333,0.457666666666667,0.755211239375,0.744800245714286,1.37770458625,1.722979604,0.733333333333333,0.774193548387097,0.741935483870968,0.833333333333333,0,0,0,0,39.0007945070465,36.8575739026934,33.5159677429449,34.2047225235027,0.5,0.48,0.5,0.51,0.6,0.57,0.81,0.95,1.12,1.28,1.29,1.08,0.53,0.5,0.58,0.62,7,4
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.529,-0.406,-0.439,-0.301,0,0,0,0,0,0,59367,0.678498505333333,0.765684727129032,0.866913183548387,1.44845360833333,0.391,0.441666666666667,0.529333333333333,0.681666666666666,2.544369395,2.63735850455556,3.35928858625,4.345360825,0.733333333333333,0.709677419354839,0.741935483870968,0.666666666666667,0,0,0,0,33.1804366569822,31.9939004942855,28.9829674090542,28.8904149652332,0.54,0.54,0.53,0.72,0.52,0.51,0.53,0.5,0.54,0.83,1.09,1.18,0.54,0.53,0.53,0.67,9,5
6,6,14,6,14,0,0,0,0,0,0,0,0,0,0,-0.589,0.108,-0.653,-0.03,0,0,0,0,0,0,333597,0.208805930133333,0.42606185916129,0.495276337096774,0.5206597634,0.250333333333333,0.285666666666667,0.341666666666667,0.572333333333333,0.894882557714286,1.88684537628571,1.91919580625,2.231398986,0.766666666666667,0.774193548387097,0.741935483870968,0.766666666666667,0,0,4,14,36.1738534173421,35.3315129604468,30.292234073209,30.9503580337502,0.5,0.52,0.56,0.82,1.1,1.04,1.21,1.07,1.16,1.31,1.3,1.11,0.65,0.65,0.72,0.88,5,6
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.571,-0.577,-0.693,-0.863,0,0,0,0,0,0,102384,0.326235419,0.661455098193548,0.41034815116129,0.0951842541,0.147,0.141,0.135,0.188,0.978706257,1.86410073127273,1.41342140955556,0.407932517571429,0.666666666666667,0.645161290322581,0.709677419354839,0.766666666666667,0,0,0,0,46.1786825155628,42.0947094905996,41.2569859082545,41.9060420027566,0.65,0.77,1,1.62,0.64,0.66,0.95,1.15,1.35,1.48,1.41,1.17,0.65,0.74,0.99,1.5,1,7
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.741,0.194,-0.607,0.149,0,0,0,0,0,0,224309,0.021455033,0.455285570967742,0.65706681083871,1.12756433333333,0.294666666666667,0.365,0.398333333333333,0.415,0.321825495,3.528463175,3.39484518933333,16.913465,0.933333333333333,0.870967741935484,0.806451612903226,0.933333333333333,0,0,0,0,34.5183431832011,33.0071419675828,29.9660075037688,31.5767054469831,0.44,0.43,0.67,0.85,1.12,1.1,0.91,0.62,1.16,1.32,1.16,0.92,0.61,0.6,0.73,0.79,12,8
9,42,30,14,7,8,7,17,16,2,0,0,0,1,0,-0.68,0.244,-0.604,0.038,0,0,0,0,0,0,1743895,0.23787091,0.795207419354839,1.09511045387097,1.4725919,0.286166666666667,0.364833333333334,0.389833333333333,0.392,3.56806365,6.1628575,5.65807067833333,22.0888785,0.933333333333333,0.870967741935484,0.806451612903226,0.933333333333333,4,4,17,30,36.0507567301215,33.767261975386,30.5367846508842,32.6148505675145,0.46,0.56,0.805,0.825,1.1,1.07,0.89,0.61,1.12,1.17,0.95,0.695,0.62,0.69,0.825,0.77,3,9
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.849,-0.466,-0.238,-0.207,0,0,0,0,0,0,16360,0.0350406083333333,0.0055078755483871,0,0.0104027965666667,0.125333333333333,0.126666666666667,0.127333333333333,0.133666666666667,0.13140228125,0.0426860355,0,0.104027965666667,0.733333333333333,0.870967741935484,1,0.9,0,0,0,0,40.1049061530423,38.6092634464526,35.1546731023704,38.3740683233468,0.68,0.68,0.92,1.09,1.07,0.99,0.81,0.55,0.53,0.52,0.49,0.48,0.77,0.76,0.89,0.95,4,10
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.712,0.38,-0.911,-0.272,0,0,0,0,0,0,78276,0.277887874,0.896146513741936,0.839141181032258,1.53050018,0.249333333333333,0.319333333333333,0.399666666666667,0.421666666666667,1.38943937,3.96864884657143,4.33556276866667,5.10166726666667,0.8,0.774193548387097,0.806451612903226,0.7,0,0,0,0,38.394164159846,34.4440637691782,32.6441593161585,33.3740796095001,0.43,0.45,0.52,0.54,0.51,0.51,0.49,0.5,0.44,0.46,0.48,0.49,0.45,0.46,0.51,0.53,10,11
12,13,8,1,1,5,6,2,0,4,0,1,1,0,0,-0.638,0.046,-0.155,-0.786,0,0,0,0,0,0,248565,0.0124534607,0.153506142129032,0.185135674258065,0.00667210396666667,0.199666666666667,0.205333333333333,0.220333333333333,0.333333333333333,0.0622673035,0.679812915142857,0.71740073775,0.0333605198333333,0.8,0.774193548387097,0.741935483870968,0.8,0,1,7,8,39.2942035675342,39.0899064106638,34.0834111383983,37.5206763652745,0.31,0.32,0.35,0.34,1.09,1,0.82,0.57,1.44,1.43,1.46,1.29,0.5,0.49,0.47,0.4,8,12
13,2,10,0,0,0,0,2,10,0,0,0,0,0,0,-0.5,0.322,-0.098,-0.635,0,0,0,0,0,0,87834,0.015476209,0.138235077419355,0.151718725806452,0.0174722056666667,0.215666666666667,0.229,0.229,0.380333333333333,0.15476209,0.85705748,0.9406561,0.262083085,0.9,0.838709677419355,0.838709677419355,0.933333333333333,0,0,1,10,39.3473113923996,39.8705622642782,36.2284367757554,36.5520250653846,0.57,0.56,0.58,0.89,0.83,0.54,0.81,1.01,1.41,1.55,1.57,1.29,0.64,0.55,0.64,0.92,7,13
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.615,-0.781,-0.091,-0.586,0,0,0,0,0,0,185998,0.119393505433333,0.0727399108064516,0.0937215051612903,0.0222680505,0.102333333333333,0.099,0.100666666666667,0.119,0.325618651181818,0.2254937235,0.290536666,0.1113402525,0.633333333333333,0.67741935483871,0.67741935483871,0.8,0,0,0,0,46.7629289655692,43.6201699396998,40.0294058396123,41.3373808692426,0.48,0.57,0.58,0.83,0.59,0.86,1.11,1.27,0.92,1.02,1.02,0.83,0.51,0.64,0.72,0.94,18,14
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.375,-0.349,-0.66,-0.842,0,0,0,0,0,0,421234,1.17375067806667,2.01229570354839,1.24183761774194,0.392316331333333,0.253666666666667,0.231666666666667,0.207,0.301666666666667,2.51518002442857,5.1984305675,3.849696615,1.30772110444444,0.533333333333333,0.612903225806452,0.67741935483871,0.7,0,0,0,0,38.0530478477578,33.7091261203673,34.4516891464598,36.3495491454907,0.54,0.61,0.86,1.37,1.17,1.19,1.19,1.35,1.72,1.72,1.7,1.33,0.7,0.75,0.94,1.37,1,15
16,5,1,1,0,2,1,1,0,1,0,0,0,0,0,-1.166,-1.052,-0.707,-0.31,1,0,0,0,0,0,496219,0.237098405266667,0.0954793211935484,0,0.0864923842,0.138333333333333,0.135,0.137666666666667,0.151,1.18549202633333,0.5919717914,0,0.5189543052,0.8,0.838709677419355,1,0.833333333333333,0,0,1,1,40.79118608399,38.6617981191308,35.0622764292386,37.2559413935198,0.41,0.49,0.54,0.75,0.61,0.57,0.84,1.03,0.58,0.57,0.63,0.63,0.46,0.51,0.61,0.82,4,16
