id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,clan,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,cdi0,cdi1,cdi2,cdi3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.292,-0.367,0.456,-0.431,0,0,0,0,0,0,43463,0,0.00182829483870968,0.608037204451613,1.14323496666667,0.214333333333333,0.282666666666667,0.379666666666667,0.332333333333333,0,0.05667714,1.57076277816667,5.71617483333333,1,0.967741935483871,0.612903225806452,0.8,0,0,0,0,0,39.1870013547099,37.3620185888985,33.5510330194947,35.8306901738,0.92,0.93,1.03,0.99,0.83,1.04,0.8,0.57,0.59,0.6,0.61,0.85,0.89,0.96,0.97,0.89
2,16,30,9,20,2,4,4,6,0,0,0,0,1,0,-0.479,-0.286,0.566,-0.748,0,0,0,0,0,0,274549,0,0,0.772957427354839,1.27421780073333,0.232,0.304666666666667,0.417666666666667,0.356666666666667,0,0,1.59744534986667,3.47513945654545,1,1,0.516129032258065,0.633333333333333,0,4,8,6,30,40.8057793579169,40.4804514579612,37.0098939761299,37.8818318850318,0.95,0.96,0.7,0.45,0.51,0.52,0.53,0.6,0.55,0.55,0.65,1.13,0.84,0.85,0.66,0.48
3,9,6,2,3,2,1,4,2,0,0,0,0,1,0,0.18,-0.393,2.494,-0.852,0,0,0,0,0,0,198427,0.169361309928571,0.0127822986129032,5.35775046812903,1.6839198356,0.274,0.359,0.497666666666667,0.483333333333333,0.316141111866667,0.0660418761666667,8.3045132256,2.19641717686957,0.464285714285714,0.806451612903226,0.354838709677419,0.233333333333333,1,0,1,3,6,40.2538278526864,39.6637310222155,35.1672671990578,34.5599861886766,0.88,0.7,0.57,0.53,0.55,0.6,0.65,0.69,0.59,0.63,0.72,1.16,0.8,0.68,0.59,0.57
4,6,15,2,0,0,0,3,15,1,0,0,0,0,0,0.116,-0.445,2.749,-0.584,0,0,0,0,0,0,204063,0.0654821033571429,0,5.00457932864516,1.8234647869,0.252333333333333,0.325,0.479666666666667,0.483,0.22918736175,0,11.0815685134286,3.21787903570588,0.714285714285714,1,0.548387096774194,0.433333333333333,1,15,5,3,15,41.2946466617542,40.3407637037797,34.2466034261151,32.1682516388181,0.87,0.75,0.63,0.53,0.92,1.17,1.16,1.18,1.02,1.23,1.49,1.6,0.89,0.85,0.76,0.69
5,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0.121,0.506,0.904,-0.881,0,0,0,0,0,0,64627,0.0613245413571429,0.213508437290323,3.40578714567742,1.728254111,0.411,0.51,0.618666666666667,0.588666666666667,0.156098832545455,0.472768682571429,4.06074621215384,3.04986019588235,0.607142857142857,0.548387096774194,0.161290322580645,0.433333333333333,1,0,0,2,2,36.2909986130759,35.1963957384208,32.5426247402085,33.200313197817,0.94,0.78,0.6,0.42,0.55,0.59,0.64,0.96,0.64,0.97,1.31,1.38,0.84,0.73,0.61,0.55
6,7,4,3,1,1,3,2,0,0,0,0,0,1,0,-0.407,-0.43,1.21,-0.42,0,0,0,0,0,0,363157,0,0,0.677186699129032,1.30557259,0.263333333333333,0.323333333333333,0.466666666666667,0.562,0,0,1.3120492295625,2.30395162941177,1,1,0.483870967741935,0.433333333333333,2,3,3,2,4,40.757152222658,37.9236197069072,34.2628814936767,32.7056449151325,0.86,0.94,0.76,0.69,0.84,1.07,0.88,0.67,0.67,0.93,1.14,1.41,0.85,0.97,0.79,0.69
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.477,-0.606,-0.338,-0.42,0,0,0,0,0,0,111457,0,0.0879537594516129,0.152143520903226,0.1387295769,0.137333333333333,0.147,0.164666666666667,0.183,0,0.454427757166667,0.673778449714286,0.8323774614,1,0.806451612903226,0.774193548387097,0.833333333333333,3,0,0,0,0,37.0211830629256,35.7126459796494,36.3094375357715,38.9084363052969,1.08,0.86,1.08,1.29,0.91,0.94,1.36,1.68,1.04,1.32,1.6,1.59,1.04,0.88,1.15,1.39
8,14,1,6,0,1,1,7,0,0,0,0,0,0,0,-0.338,-0.331,0.49,-0.676,0,0,0,0,0,0,244185,0,0,0.619461058129032,1.26427436746667,0.244666666666667,0.303,0.420333333333333,0.357666666666667,0,0,1.60027440016667,5.41831871771429,1,1,0.612903225806452,0.766666666666667,0,0,8,1,1,38.6718324537197,37.120671590554,34.7758636797562,35.9150655054222,1.03,1.02,1.01,0.71,0.58,0.59,0.59,0.6,0.52,0.53,0.58,0.95,0.92,0.92,0.91,0.68
9,57,66,17,5,23,48,13,13,0,0,0,0,4,0,-0.499,-0.288,0.176,-0.8,0,0,0,0,0,0,1898422,0,0,0.437605687096774,1.09351954333333,0.238333333333334,0.303833333333334,0.419,0.357166666666667,0,0,2.26096271666667,10.9351954333333,1,1,0.806451612903226,0.9,0,41,19,28,66,39.7388059058183,38.8005615242576,35.8928788279431,36.898448695227,0.99,0.99,0.855,0.58,0.545,0.555,0.56,0.6,0.535,0.54,0.615,1.04,0.88,0.885,0.785,0.58
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14,5.583,-0.295,-0.026,0,0,0,0,0,0,17809,0.000260772035714286,0.0675001280645161,0.433137156,0.3488264451,0.129333333333333,0.134,0.141,0.138,0.007301617,1.046251985,1.49191687066667,1.0464793353,0.964285714285714,0.935483870967742,0.709677419354839,0.666666666666667,1,0,0,0,0,37.1895733543044,33.5869397746807,35.0482578255955,39.1684046575954,1.77,1.34,1.18,1.52,1.04,0.89,0.65,0.64,0.47,0.45,0.45,0.44,1.59,1.23,1.05,1.3
11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.319,-0.295,1.555,-0.904,0,0,0,0,0,0,85212,0.00414073014285714,0,0.479208291322581,0.56089779,0.214666666666667,0.248333333333333,0.302666666666667,0.268333333333333,0.115940444,0,2.47590950516667,1.68269337,0.964285714285714,1,0.806451612903226,0.666666666666667,0,0,1,0,0,40.3517769330248,38.7652712984286,38.0908723272574,38.4814971947195,0.29,0.22,0.2,0.19,0.46,0.5,0.52,0.57,0.34,0.34,0.42,0.52,0.33,0.29,0.28,0.28
12,14,84,2,0,4,3,6,81,1,0,1,0,0,0,-0.338,-0.046,1.158,-0.522,0,0,0,0,0,0,270590,7.60424642857143e-05,0.00424876387096774,0.152864736774194,0.454596892766667,0.189666666666667,0.204666666666667,0.256,0.308,0.002129189,0.13171168,0.39490057,1.94827239757143,0.964285714285714,0.967741935483871,0.612903225806452,0.766666666666667,0,1,4,6,84,41.4910744544718,38.8544233425912,37.9941952577301,37.5716469614251,0.56,0.49,0.43,0.41,0.84,1.1,0.89,0.89,0.69,0.71,1.02,1.36,0.63,0.64,0.54,0.53
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.499,-0.411,2.829,0.279,0,0,0,0,0,0,95617,0,0,2.44895139677419,2.03399870376667,0.240666666666667,0.301,0.456,0.423666666666667,0,0,9.4896866625,5.54726919209091,1,1,0.741935483870968,0.633333333333333,1,0,0,0,0,43.1024058949164,40.3874495181121,34.5423779475919,32.0953294434683,1.12,1.18,1.1,0.74,1.24,1.41,1.19,1.12,1.69,1.69,1.78,1.92,1.15,1.24,1.12,0.83
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28,-0.603,-0.869,-0.611,0,0,0,0,0,0,202480,0,0.0118516626774194,0.173392946677419,0.144153368866667,0.116,0.123,0.13,0.130666666666667,0,0.0612335905,0.413475488230769,0.54057513325,1,0.806451612903226,0.580645161290323,0.733333333333333,3,0,0,0,0,37.3870287266084,35.472671045252,37.4963401942876,40.5134330925174,1.18,1,1.15,1.36,1.06,1.1,1.24,1.28,0.98,1.16,1.19,1,1.15,1.03,1.17,1.34
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.632,-0.684,-0.03,0.585,0,0,0,0,0,0,458560,0.00201286617857143,0.00330781035483871,0.118918971516129,0.4399845908,0.164666666666667,0.182666666666667,0.212333333333333,0.251333333333333,0.0281801265,0.0512710605,0.335135283363636,3.299884431,0.928571428571429,0.935483870967742,0.645161290322581,0.866666666666667,3,0,0,0,0,35.1055130004902,33.3705719584237,33.0651996687417,35.5213503467768,2.26,1.82,2.09,1.99,0.62,0.89,1.24,1.5,1.2,1.49,1.76,1.71,1.85,1.58,1.88,1.87
