id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,cdi0,cdi1,cdi2,cdi3,clans
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.369,-0.969,-0.808,-0.196,0,0,0,0,0,0,41060,1.30868111580645,1.16802745333333,0.235194331612903,0.00159597307142857,0.245666666666667,0.21,0.189666666666667,0.199333333333333,4.056911459,5.00583194285714,1.04157489714286,0.022343623,0.67741935483871,0.766666666666667,0.774193548387097,0.928571428571429,0,0,0,0,35.5028971428144,41.8802833596795,41.2993606077976,37.9997571640626,0.43,0.41,0.33,0.37,0.52,0.5,0.52,0.57,0.41,0.41,0.41,0.43,0.45,0.44,0.38,0.42,Hawiye
2,21,47,13,23,4,14,3,10,0,0,0,0,1,0,-0.169,-1.035,-0.746,-0.243,0,0,0,0,0,0,259365,2.26833734729032,1.0988952297,0,0.00285669442857143,0.260666666666667,0.221333333333333,0.194333333333333,0.234333333333333,6.39258706963636,2.53591206853846,0,0.079987444,0.645161290322581,0.566666666666667,1,0.964285714285714,10,1,16,47,36.5732498353585,43.6782737922552,43.7751037362157,41.0969851303045,0.46,0.61,0.41,0.33,0.51,0.45,0.48,0.53,0.38,0.33,0.46,0.63,0.47,0.57,0.43,0.38,Hawiye
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.091,-0.944,0.402,0,0,0,0,0,0,187453,3.95625562096774,4.53875874173333,0.0733880753548387,0.2094605465,0.404,0.318333333333333,0.258666666666667,0.306666666666667,6.1321962125,7.56459790288889,0.1137515168,0.73311191275,0.354838709677419,0.4,0.354838709677419,0.714285714285714,0,0,0,0,32.124912793352,39.1814479567777,41.4809399831723,39.4080783651734,0.48,0.52,0.4,0.39,0.77,0.72,0.86,0.71,0.46,0.41,0.54,0.66,0.55,0.57,0.51,0.47,Daarood
4,5,10,4,10,0,0,1,0,0,0,0,0,0,0,1.253,-0.47,-0.796,1.024,0,0,0,1,0,0,192777,2.72734959154839,3.67763871213333,0.221366712,0.160386715,0.342,0.269666666666667,0.226333333333333,0.241666666666667,7.0456531115,8.48685856646154,0.762485341333333,0.748471336666667,0.612903225806452,0.566666666666667,0.709677419354839,0.785714285714286,0,0,1,10,32.4761205047667,40.5205071811574,44.0780510631952,41.6392527067533,0.49,0.74,0.69,0.67,0.66,0.44,0.47,0.54,0.48,0.47,0.7,0.85,0.53,0.66,0.64,0.64,Daarood
5,3,21,3,21,0,0,0,0,0,0,0,0,0,0,0.176,0.27,-0.787,-0.183,0,0,0,0,0,0,61053,5.19103123612903,3.97191074033333,0.24173167883871,0.04538761675,0.485333333333333,0.399,0.342333333333333,0.423333333333333,7.66295087238095,9.16594786230769,0.624473503666667,0.211808878166667,0.32258064516129,0.566666666666667,0.612903225806452,0.785714285714286,0,0,3,21,29.3597402464728,36.4278424115592,37.6466720285956,34.8262022655456,0.43,0.5,0.47,0.51,0.72,0.61,0.77,0.67,0.39,0.35,0.46,0.57,0.5,0.53,0.55,0.55,Daarood
6,13,36,6,29,1,1,2,6,0,0,0,0,4,0,-0.189,-0.829,-0.654,-0.364,0,0,0,0,0,0,343074,2.17765306032258,2.95517645566667,0.26325066816129,0.00183553953571429,0.433333333333333,0.313666666666667,0.233333333333333,0.242,5.62560373916667,5.91035291133333,1.6321541426,0.051395107,0.612903225806452,0.5,0.838709677419355,0.964285714285714,1,1,7,36,31.0419428391788,38.6671057757392,42.0425685669568,39.743558504772,0.46,0.46,0.23,0.21,0.54,0.52,0.53,0.55,0.47,0.48,0.51,0.5,0.48,0.47,0.31,0.29,Reewin
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288,-1.368,0.927,-0.263,0,0,0,0,0,0,105293,1.28800535696774,0.292430435166667,0.561126274741935,0.0286461107142857,0.128666666666667,0.126666666666667,0.120666666666667,0.133666666666667,1.66367358608333,1.096614131875,2.48498778814286,0.40104555,0.225806451612903,0.733333333333333,0.774193548387097,0.928571428571429,0,0,0,0,42.4469002837668,44.6346684763555,40.8559929054082,36.4213513401367,0.58,0.37,0.51,0.27,0.82,0.8,0.99,0.79,0.46,0.49,0.51,0.56,0.64,0.48,0.63,0.4,Dir
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.532,-0.949,-1.238,-0.322,0,0,0,0,0,0,230681,1.59362903648387,1.042774692,0.0303476612258065,0.000291285071428571,0.258666666666667,0.229666666666667,0.220666666666667,0.260333333333333,6.175312516375,4.46903439428571,0.2351943745,0.008155982,0.741935483870968,0.766666666666667,0.870967741935484,0.964285714285714,0,0,0,0,35.442448919335,41.794662987548,41.2946588794366,38.0718594362968,0.4,0.38,0.21,0.22,0.5,0.48,0.55,0.62,0.42,0.39,0.56,0.73,0.42,0.41,0.29,0.32,Hawiye
9,48,70,15,25,20,23,9,22,0,0,1,0,3,0,0.284,-0.701,-0.663,0.593,0,0,0,0,0,0,1793435,2.42799535483871,1.03354142333333,0,0.0179552178571429,0.259666666666667,0.2255,0.2075,0.247333333333333,18.816964,6.20124854,0,0.5027461,0.870967741935484,0.833333333333333,1,0.964285714285714,32,12,31,70,36.0078493773468,42.7364683899016,42.5348813078261,39.5844222833007,0.43,0.495,0.31,0.275,0.505,0.465,0.515,0.575,0.4,0.36,0.51,0.68,0.445,0.49,0.36,0.35,Hawiye
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.189,-0.127,-0.37,-0.205,0,0,0,1,1,1,16824,1.65553163835484,0.5997081895,0.00835083874193548,0,0.131,0.134333333333333,0.138666666666667,0.155333333333333,3.4214320526,4.49781142125,0.06471900025,0,0.516129032258065,0.866666666666667,0.870967741935484,1,0,0,0,0,39.9472550073336,45.3627573368416,41.2372893715781,35.5123104201469,1.2,0.8,0.33,0.32,0.88,0.81,1.02,1.06,0.59,0.84,0.98,0.78,1.12,0.8,0.51,0.51,Daarood
