id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,pdi0_p1,pdi0_p2,pdi0_p3,pdi0_p4,tdi0_p1,tdi0_p2,tdi0_p3,tdi0_p4,vdi0_p1,vdi0_p2,vdi0_p3,vdi0_p4,cdi0,cdi1,cdi2,cdi3,region,pop14,popurban14,poprural14,clans
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.865,2.041,0.026,-0.897,0,0,0,0,0,0,42239,0.980425580741936,0.0960391215333333,0.537077448387097,0.849575822258064,0.243,0.201666666666667,0.210666666666667,0.257,2.33793792330769,0.960391215333333,3.32988018,2.39425913545455,0.580645161290323,0.9,0.838709677419355,0.645161290322581,0,0,0,0,38.0373225733495,38.5707737100395,34.5494432250336,34.813662040945,1.18,2.1,2.18,2.3,0.89,1.13,1.16,1.15,1.09,1.18,1.14,1.17,0.6,1,1,1,0.6,0.89,1,0,0.6,1,1,1,1.11,1.86,1.93,2.01,12,37781,7183,30598,Hawiye
2,21,23,11,11,4,9,5,2,0,0,1,1,0,0,-0.406,-1.37,0.467,-1.577,0,0,0,0,0,0,266816,1.35681401709677,0.00914271876666667,0.548325775935484,0.471427098645161,0.271666666666667,0.307333333333333,0.325333333333333,0.509666666666667,4.67347050333333,0.0914271876666667,1.88867767266667,2.08774857971429,0.709677419354839,0.9,0.709677419354839,0.774193548387097,9,8,12,23,41.3888113014753,40.0667210203411,33.1089899242722,31.4631650488526,0.76,1.58,2.02,2.14,0.94,1.27,1.53,1.53,1.6,1.86,1.76,1.73,0.6,0.76,1,0,0.6,0.94,1,0,0.6,1,1,1,0.8,1.5,1.89,1.98,10,238655,61604,152241,Hawiye
3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,-0.272,-0.82,-0.204,-0.199,0,0,0,0,0,0,192838,1.67065516225806,0.406278154166667,0.507761457516129,0.824164433548387,0.333666666666667,0.330333333333333,0.361333333333333,0.475666666666667,3.236894376875,0.937564971153846,1.21081578330769,1.59681859,0.483870967741935,0.566666666666667,0.580645161290323,0.483870967741935,1,2,1,1,40.0178844061183,37.74858833802,32.8905616643868,30.3138874286013,1.43,1.97,2.03,2.05,1.04,1.4,1.67,1.61,1.51,1.66,1.59,1.56,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,1.34,1.82,1.94,1.94,9,172485,34783,124702,Daarood
4,6,7,1,1,2,3,2,3,1,0,0,0,0,0,-0.127,-0.503,0.54,0.157,0,0,0,0,0,0,198315,2.30726401603226,0.195567371866667,0.244210153,0.515724022129032,0.283666666666667,0.264666666666667,0.271,0.342333333333333,7.94724272188889,0.651891239555556,0.688228613,1.45340406236364,0.709677419354839,0.7,0.645161290322581,0.645161290322581,1,2,3,7,40.2461011207157,37.8689372604537,33.6774642010069,33.5977897004295,1.14,2.04,2.05,2.1,1.26,1.35,1.35,1.32,1.64,1.57,1.54,1.55,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,1.17,1.87,1.88,1.91,7,177384,30369,129015,Daarood
5,2,7,1,4,0,0,1,3,0,0,0,0,0,0,-0.269,-0.398,-0.294,-0.042,0,0,0,0,0,0,62807,1.320686469,0.801152972666667,0.773381685870968,1.3146847983871,0.464666666666667,0.519333333333333,0.608,0.642,2.40831061994118,3.0043236475,2.3974832262,2.91108776785714,0.451612903225806,0.733333333333333,0.67741935483871,0.548387096774194,0,0,2,7,36.0816026101586,31.9565680477168,28.2357873177258,27.0766906446126,0.58,0.9,0.99,1.35,1.19,1.41,1.43,1.39,1.36,1.49,1.44,1.3,0.58,0.58,0,0,0.6,1,1,1,0.6,1,1,1,0.74,1.03,1.1,1.36,9,56178,11483,44095,Daarood
6,24,43,6,15,5,3,4,25,1,0,1,0,7,0,-0.549,0.514,0.723,-0.69,0,0,0,0,0,0,352929,2.30419759890323,0.356868847866667,0.571268707322581,0.620265558129032,0.401333333333333,0.312666666666667,0.333333333333333,0.366,5.49462504353846,1.78434423933333,1.60993908427273,1.9228232302,0.580645161290323,0.8,0.645161290322581,0.67741935483871,36,9,8,43,36.0168719284369,37.3381763035211,31.3692957056867,30.0507041629247,1.34,2.21,2.18,2.27,1.02,1.27,1.44,1.38,1.54,1.51,1.43,1.39,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,1.26,1.97,1.99,2.05,5,315679,36576,258433,Reewin
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,-0.783,-0.301,-0.93,0,0,0,0,0,0,108317,1.23924544567742,0.511983282733333,0.853699092903226,0.357103257064516,0.161666666666667,0.157333333333333,0.144666666666667,0.14,4.802076102,1.27995820683333,1.39287746736842,0.851553920692308,0.741935483870968,0.6,0.387096774193548,0.580645161290323,0,0,0,0,42.1370287302186,44.3946832735604,40.8758960433691,36.3465650810743,1.71,1.45,1.1,1.87,1.7,1.66,1.6,1.52,1.47,1.36,1.08,0.8,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,1.71,1.5,1.23,1.79,1,96885,4243,92642,Dir
8,3,1,1,1,1,0,1,0,0,0,0,0,0,0,-0.617,-0.882,0.784,-1.65,0,0,0,0,0,0,237308,1.20996466967742,0.0025404524,0.746501664354839,0.567248428935484,0.273333333333333,0.299666666666667,0.335333333333333,0.387333333333333,3.750890476,0.038106786,2.57128351055556,2.198087662125,0.67741935483871,0.933333333333333,0.709677419354839,0.741935483870968,0,2,1,1,38.298628957383,36.7137202767799,31.9773881240205,30.416276086221,0.78,1.59,2.01,2.18,0.96,1.24,1.47,1.46,1.25,1.38,1.31,1.15,0.6,0.78,1,0,0.6,0.96,1,0,0.6,1,1,1,0.82,1.5,1.88,2,12,212261,25295,164746,Hawiye
9,41,35,15,18,14,16,8,1,1,0,1,0,2,0,-0.368,-1.266,0.239,-1.273,0,0,0,0,0,0,1844955,0.851584651612903,0.0722492766666667,1.0021091516129,1.0649425483871,0.2725,0.3035,0.330333333333333,0.4485,5.27982484,1.08373915,5.17756395,5.50220316666667,0.838709677419355,0.933333333333333,0.806451612903226,0.806451612903226,8,11,25,35,39.8437201294292,38.3902206485605,32.5431890241464,30.9397205675368,0.77,1.585,2.015,2.16,0.95,1.255,1.5,1.495,1.425,1.62,1.535,1.44,0.6,0.77,1,0,0.6,0.95,1,0,0.6,1,1,1,0.81,1.5,1.885,1.99,3,1650228,1280939,0,Hawiye
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.308,0.122,1.514,-0.115,0,0,0,0,0,0,17308,0.540031933032258,0.1153653363,0.0489383310322581,0,0.129666666666667,0.120333333333333,0.114,0.119,1.28776845569231,0.384551121,0.168565362444444,0,0.580645161290323,0.7,0.709677419354839,1,0,0,0,0,42.7391943545794,40.7484211623547,36.6149444121351,35.1040226081511,2.33,1.68,1.16,1.56,0.91,1.17,1.32,1.12,0.43,0.4,0.4,0.41,0.6,1,1,1,0.6,0.91,1,0,0.43,0.43,0,0,1.97,1.55,1.2,1.45,4,15481,4360,11121,Daarood
