id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,clan,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,cdi0,cdi1,cdi2,cdi3
1,6,14,4,11,0,0,2,3,0,0,0,0,0,0,-0.677,-0.628,0.38,0.249,0,0,0,0,0,0,43463,0.449719375483871,0.913994479548387,0.258549722833333,2.0259631936129,0.187666666666667,0.240666666666667,0.258333333333333,0.33,1.54903340444444,3.54172860825,0.705135607727273,2.85476631827273,0.709677419354839,0.741935483870968,0.633333333333333,0.290322580645161,0,7,3,5,14,35.5856158015685,33.8296357520275,33.4616250294012,34.841291130682,2.19,2.11,1.46,1.44,1.03,1,0.8,0.58,0.85,0.75,0.54,0.56,1.9,1.83,1.3,1.23
2,30,107,21,105,3,1,5,1,0,0,0,0,1,0,-1.024,-2.258,-1.166,-0.641,1,0,0,0,0,0,274549,0.193772143096774,0.23080518816129,0.364426323166667,1.77263688303226,0.254,0.334,0.394666666666667,0.324666666666667,0.7508670545,1.78874020825,1.21475441055556,2.497806517,0.741935483870968,0.870967741935484,0.7,0.290322580645161,0,78,19,10,107,37.6113557240661,32.266183660636,31.1380607443592,35.7411797900793,1.31,1.21,1.09,1.22,0.82,1.06,0.83,0.53,0.76,0.98,0.75,0.51,1.18,1.17,1.02,1.05
3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.143,-0.081,-1.279,1.2,0,0,0,0,0,0,198427,0.532760453032258,0.856097874225807,0.5582988444,4.6399092156129,0.305666666666667,0.394666666666667,0.480333333333333,0.461333333333333,1.1010382696,1.76926894006667,1.19635466657143,5.53219944938462,0.516129032258065,0.516129032258065,0.533333333333333,0.161290322580645,1,0,0,0,0,35.5109826998615,32.9000813309223,33.0219528638002,31.8276431453603,1.65,1.62,1.58,1.35,0.57,0.78,0.86,0.71,0.94,0.96,0.74,0.49,1.38,1.41,1.4,1.19
4,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0.194,0.689,-1.032,0.474,0,0,0,0,0,0,204063,0.221050058096774,0.582173379677419,0.179400104166667,2.08438161767742,0.230666666666667,0.254666666666667,0.337,0.407,0.6852551801,1.804737477,0.448500260416667,3.58976834155556,0.67741935483871,0.67741935483871,0.6,0.419354838709677,1,0,1,1,1,36.1717217223063,33.2432988813329,34.0637784093068,33.3297407988943,1.62,1.61,1.56,1.69,0.97,0.78,0.52,0.54,0.58,0.6,0.59,0.6,1.45,1.4,1.3,1.4
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0.545,-0.908,0.165,0,0,0,0,0,0,64627,0.919273620193548,1.68108102741935,0.8711878264,5.15339408545161,0.531333333333333,0.612333333333333,0.671333333333333,0.575,2.3747901855,3.257094490625,1.45197971066667,5.50880057410345,0.612903225806452,0.483870967741935,0.4,0.0645161290322581,1,0,0,0,0,30.2108859344957,27.7911498123793,29.695870466433,29.5291013793588,1.22,1.07,0.98,0.86,0.57,0.79,0.88,0.75,1.21,1.03,0.79,0.52,1.06,1,0.96,0.83
6,7,5,4,4,1,1,1,0,0,0,0,0,1,0,-0.713,-0.604,-0.652,1.329,0,0,0,0,0,0,363157,0.361848156806452,0.633644447741936,0.283578442533333,4.16482728064516,0.275666666666667,0.309,0.448333333333333,0.487,1.01975389645455,1.964297788,0.53170957975,5.61346285652174,0.645161290322581,0.67741935483871,0.466666666666667,0.258064516129032,2,0,1,2,5,33.913350482276,31.5612734634296,31.3855861708084,31.4461844154983,1.92,1.79,1.45,1.2,0.55,0.53,0.53,0.54,0.95,0.95,0.76,0.54,1.58,1.47,1.22,1.04
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281,-0.886,3.532,1.227,0,0,0,0,0,0,111457,1.26081979841935,0.359137689774194,0.464933403366667,1.83631094032258,0.138333333333333,0.141333333333333,0.162333333333333,0.132666666666667,1.62855890629167,0.795233455928571,1.16233350841667,3.16253550833333,0.225806451612903,0.548387096774194,0.6,0.419354838709677,3,0,0,0,0,41.9569592424853,41.4328922089815,41.3305816929274,44.5173622677814,1.64,2.01,1.73,1.21,0.86,1.06,0.86,0.84,1.21,1.02,0.79,0.54,1.45,1.78,1.51,1.12
8,17,42,6,11,3,17,5,13,1,1,0,0,2,0,-0.724,-2.359,-1.231,-0.502,0,0,0,0,0,0,244185,0.377835662709677,0.308937544903226,0.302956474,1.67912326216129,0.298,0.377666666666667,0.453666666666667,0.360333333333333,1.67327222057143,1.59617731533333,0.908869422,2.73962216457895,0.774193548387097,0.806451612903226,0.666666666666667,0.387096774193548,0,32,10,9,42,34.3815144568248,30.8655551518271,30.85611754616,33.5548831217365,1.47,1.36,1.2,1.29,0.9,1.11,1.07,1,1.06,1.09,0.81,0.51,1.32,1.29,1.17,1.22
9,45,34,27,25,7,6,10,3,1,0,0,0,0,0,-1.012,-2.23,-1.04,-0.822,1,0,0,0,0,0,1898422,0.569581919354839,0.478090851612903,0.378082813333333,1.43786930322581,0.276,0.355833333333334,0.424166666666667,0.3425,4.414259875,3.7052041,1.41781055,11.1434871,0.870967741935484,0.870967741935484,0.733333333333333,0.870967741935484,0,14,19,20,34,35.9964350904455,31.5658694062315,30.9970891452596,34.6480314559079,1.39,1.285,1.145,1.255,0.86,1.085,0.95,0.765,0.91,1.035,0.78,0.51,1.25,1.23,1.095,1.135
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167,-0.091,4.11,0.183,0,0,0,0,0,0,17809,0.0130729021290323,0,0.331040879766667,0.966372768193548,0.124666666666667,0.134,0.136666666666667,0.127666666666667,0.0675433276666667,0,0.827602199416667,2.13982541528571,0.806451612903226,1,0.6,0.548387096774194,1,0,0,0,0,38.2343711638917,36.6265449659344,36.6457209857472,42.867688897281,1.35,1.2,0.98,0.67,0.83,1.01,0.87,0.6,0.88,0.68,0.44,0.45,1.22,1.15,0.95,0.65
