id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,clan,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,cdi0,cdi1,cdi2,cdi3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612,2.428,-0.71,0.57,0,0,0,0,0,0,44730,0.500840090129032,1.61096250290323,0.253163757666667,1.74286023854839,0.258,0.209,0.234,0.482666666666667,1.725115866,4.993983759,0.632909394166667,4.15605133807692,0.709677419354839,0.67741935483871,0.6,0.580645161290323,0,0,0,0,0,35.31161236,35.4947893485496,34.2079531393568,35.9752588797075,3.76,3.25,1.89,1.81,0.79,0.56,0.84,1.08,1,1.06,1.45,1.82,3.02,2.58,1.63,1.62
2,23,30,18,29,0,0,4,1,0,0,0,0,1,0,0.357,2.454,-1.123,0.711,0,0,0,0,0,0,282548,0.485028403548387,1.83554871483871,0.448665043933333,2.74977478967742,0.508,0.303666666666667,0.352333333333333,0.432333333333333,2.505980085,4.06442929714286,0.961425094142857,4.73572324888889,0.806451612903226,0.548387096774194,0.533333333333333,0.419354838709677,0,30,21,7,30,32.30992581,34.0329359126201,34.5473545908184,35.5737427882546,3.14,3.15,2.2,1.99,0.88,0.59,0.66,0.99,1.14,0.93,1.2,1.33,2.57,2.51,1.81,1.74
3,15,9,9,5,5,4,1,0,0,0,0,0,0,0,-0.637,2.12,-0.069,-0.578,0,0,0,0,0,0,204208,0.428086802258065,1.58247639880645,1.11085695286667,1.31910563606452,0.268,0.452,0.427666666666667,0.645,1.47452120777778,2.044032015125,1.58693850409524,1.94725117704762,0.709677419354839,0.225806451612903,0.3,0.32258064516129,1,6,11,6,9,34.9854025,33.1286617569342,34.4815109644414,33.7908793999622,2.77,2.57,2.1,1.89,0.58,0.57,0.56,0.65,1.32,1.47,1.48,1.76,2.22,2.07,1.71,1.58
4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.029,1.834,-0.489,-0.373,0,0,0,0,0,0,210008,0.237583503096774,0.690712317580645,0.275962675933333,0.649344619612903,0.232333333,0.305666666666667,0.322666666666667,0.612,0.669553508727273,1.019622945,0.636836944461538,1.43783451485714,0.645161290322581,0.32258064516129,0.566666666666667,0.548387096774194,1,0,1,0,0,34.75164056,34.0506092885631,35.6414230408517,35.1760964752355,2.01,2.07,1.76,1.74,0.83,0.57,0.81,1.15,1.34,1.43,1.46,1.8,1.72,1.69,1.52,1.6
5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.188,2.647,-0.478,0.109,0,0,0,0,0,0,66510,0.839672385677419,2.62730894345161,1.36784498176667,3.92302209009677,0.577666667,0.627333333333333,0.706,0.721333333333333,2.00229568892308,3.39360738529167,2.15975523436842,5.79112784728571,0.580645161290323,0.225806451612903,0.366666666666667,0.32258064516129,1,0,1,0,0,29.05853002,28.9807503823554,27.4295809319679,28.8506680712844,3.15,2.63,2,1.92,1.13,1.13,1.31,1.19,1.7,1.76,1.8,1.74,2.65,2.26,1.83,1.74
6,17,59,9,54,1,1,2,4,1,0,0,0,4,0,0.752,1.294,-0.382,0.362,0,0,0,0,0,0,373739,0.589363716096774,0.972364025870968,0.390197405033333,2.07134896867742,0.357,0.350666666666667,0.442333333333333,0.711666666666667,1.660934109,1.67462693344444,0.7316201344375,3.37956936994737,0.645161290322581,0.419354838709677,0.466666666666667,0.387096774193548,2,40,8,7,59,33.18604707,32.4742831471716,31.5723394603976,32.2161129444271,2.97,2.4,1.99,1.87,0.83,0.56,0.59,0.65,1.56,1.54,1.62,1.76,2.43,1.94,1.64,1.57
7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.517,0.85,0.053,-0.443,0,0,0,0,0,0,114704,1.18380303548387,0.910936984354839,0.289710996133333,0.424980163774194,0.186,0.127666666666667,0.158,0.236,2.03877189444444,2.01707475107143,0.54320811775,0.774963828058823,0.419354838709677,0.548387096774194,0.466666666666667,0.451612903225806,3,0,0,0,0,43.68364336,42.8696047400612,44.6467531536699,45.7147660686981,3.41,4.04,3.87,3.62,0.52,0.58,0.87,1.15,2.22,2.17,2.32,2.37,2.69,3.17,3.12,3
8,8,10,5,6,2,2,1,2,0,0,0,0,0,0,0.771,2.56,-1.163,0.159,0,0,0,0,0,0,251300,0.636874782580645,1.97293977254839,0.454452780466667,1.88881409716129,0.489333333,0.339,0.379666666666667,0.510666666666667,2.82044546571429,4.3686523535,1.13613195116667,3.44430805952941,0.774193548387097,0.548387096774194,0.6,0.451612903225806,0,8,5,6,10,30.55633512,30.4506196777905,31.7075368956743,33.6869105263158,3.78,3.76,2.4,2.29,1.2,1.14,1.14,1.14,1.66,1.52,1.55,1.56,3.13,3.1,2.08,2
9,40,83,13,27,6,4,15,52,3,0,1,0,2,0,1.003,2.98,-0.858,0.896,0,0,0,1,0,0,1953738,1.19689564193548,3.42808978612903,0.823784290233333,2.55509955903226,0.4986666665,0.321333333333333,0.366,0.4715,6.18396081666667,11.8078648188889,2.05946072558333,6.60067386083333,0.806451612903226,0.709677419354839,0.6,0.612903225806452,0,79,23,14,83,31.433130465,32.2417777952053,33.1274457432463,34.6303266572852,3.46,3.455,2.3,2.14,1.04,0.865,0.9,1.065,1.4,1.225,1.375,1.445,2.85,2.805,1.945,1.87
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,-0.229,0.24,0.911,0,0,0,0,0,0,18328,0.0597266143548387,0.000107700870967742,0.0345929697,0.940939322806452,0.140333333,0.140666666666667,0.170333333333333,0.187,0.3085875075,0.0016693635,0.129723636375,2.0835085005,0.806451612903226,0.935483870967742,0.733333333333333,0.548387096774194,1,0,0,0,0,38.83623805,39.4403962950038,40.7547411695791,41.8689592255154,1.84,1.25,1.13,3.86,0.47,0.5,0.8,1.1,2.17,2.24,2.43,2.54,1.5,1.06,1.05,3.17
11,6,2,4,0,0,0,2,2,0,0,0,0,0,0,0.247,2.82,0.496,-0.451,0,0,0,0,0,0,87695,0.864824235806452,2.63744634612903,2.34529051173333,1.92082426483871,0.553,0.558333333333333,0.565666666666667,0.534666666666667,2.97883903444444,4.80946098411765,4.3974197095,3.96970348066667,0.709677419354839,0.451612903225806,0.466666666666667,0.516129032258065,0,0,3,2,2,29.83849203,29.0349240452767,30.5165715372907,32.5491402470674,4.11,4.46,3.31,2.56,1.18,1.11,1.12,1.22,1.86,1.8,1.81,1.59,3.38,3.63,2.76,2.23
12,7,4,1,0,3,1,2,3,0,0,0,0,1,0,-0.188,4.887,-0.393,0.861,0,0,0,0,0,0,278475,0.121564856580645,0.638314876580645,0.066663534,2.32351625448387,0.218,0.222333333333333,0.288666666666667,0.494,0.3768510554,1.09932006522222,0.2499882525,4.23700022876471,0.67741935483871,0.419354838709677,0.733333333333333,0.451612903225806,0,4,3,2,4,37.77709083,38.7896724495948,36.2733585025236,36.8177655926458,3.74,3.8,3.31,3.39,0.88,0.61,0.95,1.26,1.95,1.99,2.14,2.34,3.03,3,2.72,2.86
13,2,11,0,0,1,3,1,8,0,0,0,0,0,0,0.571,1.553,0.662,-0.028,0,0,0,0,0,0,98403,0.163477378064516,0.228762582419355,0.106844278433333,0.760466563322581,0.271666667,0.287,0.275333333333333,0.611,1.013559744,0.886455006875,0.356147594777778,2.3574463463,0.838709677419355,0.741935483870968,0.7,0.67741935483871,1,8,1,2,11,37.86401517,34.8086212278876,36.4087380330723,37.266566822673,2.68,2.31,2.37,2.43,1.01,0.83,0.6,0.68,2.15,2.26,2.28,2.4,2.26,1.94,1.93,2
14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.364,1.523,0.553,0.059,0,0,0,0,0,0,208379,0.169129814967742,0.244423302419355,0.139727065933333,0.980748855290323,0.125,0.113333333333333,0.122333333333333,0.193333333333333,0.5243024264,0.420951243055556,0.279454131866667,1.38196429609091,0.67741935483871,0.419354838709677,0.5,0.290322580645161,3,0,0,0,0,45.16348346,42.9123854328938,44.514524646346,47.5703533896992,3.34,2.76,2.6,2.65,0.49,0.57,0.87,1.16,2.39,2.47,2.6,2.65,2.63,2.21,2.17,2.28
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.137,0.488,-0.37,-0.297,0,0,0,1,0,0,471921,3.41663585354839,2.3587092816129,0.615155425833333,0.972750492806452,0.260333333,0.175,0.25,0.329,4.81435052090909,5.22285626642857,1.23031085166667,1.50776326385,0.290322580645161,0.548387096774194,0.5,0.354838709677419,3,0,0,0,0,35.58052823,37.3718212514509,37.3023622454363,38.5943215001734,3.31,4.62,4.45,4.1,0.45,0.69,0.93,0.81,1.75,1.85,2.34,2.38,2.6,3.64,3.57,3.28
16,4,19,3,19,0,0,1,0,0,0,0,0,0,0,0.287,-0.64,2.747,1.642,0,0,0,0,0,0,555929,0.309986986903226,0.00976656419354839,0.442277191833333,0.953872457064516,0.153333333,0.156,0.186666666666667,0.191666666666667,0.9609596594,0.0275239536363636,0.884554383666667,1.8481278855625,0.67741935483871,0.645161290322581,0.5,0.483870967741935,1,12,2,2,19,38.76909601,37.625325803649,38.3974810587262,42.4099167907359,2.85,2.18,2.02,2.65,0.49,0.51,0.82,1.05,2.35,2.53,2.55,2.36,2.26,1.76,1.72,2.25
17,1,1,0,0,0,0,1,1,0,0,0,0,0,0,-0.564,0.631,1.355,-0.686,0,0,0,0,0,0,129031,0.414631661290323,1.19743678887097,2.369092331,1.64612451974194,0.333,0.569333333333333,0.498666666666667,0.718,2.5707163,2.3200337784375,3.5536384965,2.5514930056,0.838709677419355,0.483870967741935,0.333333333333333,0.354838709677419,0,0,0,1,1,33.17281657,31.8887402475115,31.8168344290788,32.4488076846901,2.14,2.22,1.8,1.52,0.51,0.51,0.53,0.62,1.14,1.23,1.26,1.58,1.73,1.79,1.48,1.29
18,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0.228,2.638,-0.73,0.503,0,0,0,0,0,0,163716,0.233286026193548,0.932993291064516,0.0906706892,1.90391640409677,0.293333333,0.258333333333333,0.287333333333333,0.58,0.803540756888889,1.70134070723529,0.247283697818182,3.6888380329375,0.709677419354839,0.451612903225806,0.633333333333333,0.483870967741935,0,0,3,0,0,34.22450487,35.821406636949,35.0716236056585,35.9211813623423,3.33,3.21,2.16,2.11,0.94,0.63,0.96,1.3,1.63,1.65,1.81,2.3,2.73,2.57,1.86,1.91
19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.383,0.198,0.085,-0.017,0,0,0,0,0,0,545022,0.300827792741935,0.16593201783871,0.3212701719,1.43532828048387,0.166333333,0.182,0.242333333333333,0.381666666666667,0.777138464583333,0.302581914882353,0.507268692473684,1.7798070678,0.612903225806452,0.451612903225806,0.366666666666667,0.193548387096774,3,0,0,0,0,37.22371326,36.2505765814993,38.1456413278504,37.5235558475422,3.9,3.51,3.17,3.11,0.56,0.78,1.01,1.01,2.47,2.62,2.92,3.21,3.06,2.82,2.63,2.58
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.479,-0.216,1.01,0.332,0,0,0,0,0,0,76911,0.0015837365483871,3.46439032258065e-05,0.0441101613,1.59819579709677,0.172333333,0.166,0.210666666666667,0.302333333333333,0.01227395825,0.001073961,0.2205508065,2.91435704176471,0.870967741935484,0.967741935483871,0.8,0.451612903225806,1,0,0,0,0,35.23434344,37.4419145125178,36.329861199151,37.1453196669671,2.39,2.17,2.04,2.11,0.7,0.49,0.56,0.62,1.75,1.83,2.11,2.29,1.97,1.75,1.67,1.73
21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.721,1.117,0.034,0.026,0,0,0,0,0,0,99150,0.00104403709677419,0.0595151596129032,0.0556403592666667,1.17534770993548,0.175,0.171666666666667,0.205333333333333,0.404333333333333,0.0107883833333333,0.204996660888889,0.1669210778,2.42905193386667,0.903225806451613,0.709677419354839,0.666666666666667,0.516129032258065,1,0,0,0,0,37.11040202,35.40203937367,39.6689800915882,37.2348257480288,2.92,2.27,2.18,2.49,0.48,0.48,0.53,0.66,1.28,1.32,1.71,2.11,2.31,1.82,1.77,2.03
