id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,cdi0,cdi1,cdi2,cdi3,clans
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.447,-0.529,-0.667,0.436,0,0,0,0,0,0,39925,0.697609228,1.28811672870968,0.000507943966666667,0.446055261290323,0.262333333333333,0.198666666666667,0.196333333333333,0.215,2.32536409333333,3.63014714454545,0.015238319,2.76554262,0.7,0.645161290322581,0.966666666666667,0.838709677419355,0,0,0,0,35.5289435839988,39.9739382715646,37.154646995986,35.9584695218728,0.22,0.41,0.41,0.37,0.82,1.03,1.04,1.02,0.55,0.87,1.07,1.25,0.37,0.57,0.57,0.53,Hawiye
2,21,41,11,34,5,7,4,0,0,0,0,0,1,0,-0.031,-0.839,-0.684,-0.235,0,0,0,0,0,0,252201,1.65317010656667,0.826234097290322,0.094562355,0.327229914516129,0.207,0.223,0.277666666666667,0.364666666666667,4.9595103197,2.84591744622222,0.94562355,2.5360318375,0.666666666666667,0.709677419354839,0.9,0.870967741935484,4,3,10,41,39.8601650778301,41.1372429374787,37.583170277042,34.5273819831893,0.22,0.27,0.48,0.69,0.77,1.04,1.08,1.04,0.49,0.85,1.08,1.02,0.35,0.47,0.63,0.78,Hawiye
3,1,7,1,7,0,0,0,0,0,0,0,0,0,0,0.208,-0.906,-0.523,-0.316,0,0,0,0,0,0,182275,3.38545724216667,0.541502134967742,0.414820091866667,0.494203130709677,0.273333333333333,0.244333333333333,0.257,0.275,4.83636748880952,1.6786566184,1.38273363955556,1.9150371315,0.3,0.67741935483871,0.7,0.741935483870968,0,0,1,7,35.9419289863264,42.0475992588756,38.8124504617672,36.8022092107085,0.29,0.17,0.44,0.45,0.48,0.49,0.52,0.52,0.38,0.51,0.53,0.77,0.34,0.25,0.46,0.47,Daarood
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,-0.85,-0.496,-0.351,0,0,0,0,0,0,187452,2.9812074917,0.595740925290323,0.201389663833333,0.168180700645161,0.233666666666667,0.221333333333333,0.223,0.25,6.38830176792857,2.3084960855,0.755211239375,0.744800245714286,0.533333333333333,0.741935483870968,0.733333333333333,0.774193548387097,0,0,0,0,35.155837419272,40.4913904683154,39.0007945070465,36.8575739026934,0.3,0.19,0.5,0.48,0.56,0.59,0.6,0.57,0.57,0.94,1.12,1.28,0.36,0.29,0.53,0.5,Daarood
5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.108,-1.011,-0.529,-0.406,0,0,0,0,0,0,59367,3.14821614183333,0.379874170645161,0.678498505333333,0.765684727129032,0.364333333333333,0.340666666666667,0.391,0.441666666666667,5.24702690305555,1.68229989857143,2.544369395,2.63735850455556,0.4,0.774193548387097,0.733333333333333,0.709677419354839,0,0,0,0,35.8962190426875,36.4195397939326,33.1804366569822,31.9939004942855,0.42,0.25,0.54,0.54,0.52,0.54,0.52,0.51,0.4,0.52,0.54,0.83,0.44,0.32,0.54,0.53,Daarood
6,8,5,2,4,2,1,0,0,0,0,0,0,4,0,-0.244,-0.709,-0.589,0.108,0,0,0,0,0,0,333597,0.862382943333333,1.10799682051613,0.208805930133333,0.42606185916129,0.418,0.291,0.250333333333333,0.285666666666667,2.58714883,3.4347901436,0.894882557714286,1.88684537628571,0.666666666666667,0.67741935483871,0.766666666666667,0.774193548387097,1,1,2,5,35.1944705517604,36.8102537818875,36.1738534173421,35.3315129604468,0.16,0.15,0.5,0.52,0.85,1.13,1.1,1.04,0.57,0.92,1.16,1.31,0.33,0.39,0.65,0.65,Reewin
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937,-0.267,-0.571,-0.577,0,0,0,0,0,0,102384,0.475252700266667,0.412821866290323,0.326235419,0.661455098193548,0.141666666666667,0.139,0.147,0.141,1.782197626,1.06645648791667,0.978706257,1.86410073127273,0.733333333333333,0.612903225806452,0.666666666666667,0.645161290322581,0,0,0,0,40.3453085491781,44.9670730967769,46.1786825155628,42.0947094905996,0.15,0.18,0.65,0.77,0.58,0.58,0.64,0.66,0.71,1.11,1.35,1.48,0.26,0.28,0.65,0.74,Dir
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039,-0.721,-0.741,0.194,0,0,0,0,0,0,224309,1.50076396533333,1.10778594606452,0.021455033,0.455285570967742,0.239,0.249333333333333,0.294666666666667,0.365,4.09299263272727,2.86178036066667,0.321825495,3.528463175,0.633333333333333,0.612903225806452,0.933333333333333,0.870967741935484,0,0,0,0,36.7099877986444,37.0440457591155,34.5183431832011,33.0071419675828,0.18,0.28,0.44,0.43,0.85,1.13,1.12,1.1,0.56,0.93,1.16,1.32,0.35,0.49,0.61,0.6,Hawiye
9,35,66,15,34,11,9,7,23,0,0,0,0,2,0,0.464,-0.729,-0.68,0.244,0,0,0,0,0,0,1743895,2.10183923,0.710587441935484,0.23787091,0.795207419354839,0.223,0.236166666666666,0.286166666666667,0.364833333333334,15.763794225,5.507052675,3.56806365,6.1628575,0.866666666666667,0.870967741935484,0.933333333333333,0.870967741935484,3,4,22,66,38.2850764382373,39.0906443482971,36.0507567301215,33.767261975386,0.2,0.275,0.46,0.56,0.81,1.085,1.1,1.07,0.525,0.89,1.12,1.17,0.35,0.48,0.62,0.69,Hawiye
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.519,-0.747,-0.849,-0.466,0,0,0,0,0,0,16360,0.169766069,0.248790605806452,0.0350406083333333,0.0055078755483871,0.135,0.128333333333333,0.125333333333333,0.126666666666667,0.727568867142857,0.85694542,0.13140228125,0.0426860355,0.766666666666667,0.709677419354839,0.733333333333333,0.870967741935484,0,0,0,0,40.3356231397021,42.5111745030497,40.1049061530423,38.6092634464526,0.15,0.44,0.68,0.68,0.85,1.04,1.07,0.99,0.52,0.54,0.53,0.52,0.32,0.59,0.77,0.76,Daarood
