id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,cdi0,cdi1,cdi2,cdi3,clans
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593,-0.292,-0.404,-1.218,0,0,0,0,0,0,42239,0.686330369129032,0,0,0.0762325748387097,0.189,0.198333333333333,0.228,0.320333333333333,3.03946306328571,0,0,0.393868303333333,0.774193548387097,1,1,0.806451612903226,0,0,0,0,39.4171851886438,37.5824842334709,36.0487482317853,36.4456978837052,1.08,0.67,0.88,0.95,1.18,1.03,0.82,0.8,0.41,0.41,0.4,0.38,1.11,0.76,0.87,0.91,Hawiye
2,18,43,9,13,3,6,5,23,0,0,0,0,1,1,0.69,-0.475,-0.286,-1.234,0,0,0,0,0,0,266816,0.294844663612903,0,0,0.0278332986451613,0.213666666666667,0.222,0.289333333333333,0.381,1.01557606355556,0,0,0.2157080645,0.709677419354839,1,1,0.870967741935484,7,5,12,43,41.5991933890415,40.6507951380034,38.4129619014441,37.4971257724445,0.85,0.55,0.72,0.72,0.93,0.92,0.73,0.48,0.37,0.38,0.35,0.34,0.87,0.64,0.73,0.66,Hawiye
3,3,0,2,0,1,0,0,0,0,0,0,0,0,0,2.383,-0.265,-0.47,-1.106,0,0,0,1,1,1,192838,2.74097746609677,0.117215714892857,0.000590160064516129,0.0608103801935484,0.269333333333333,0.262,0.322666666666667,0.456666666666667,4.04620483090476,0.6564080034,0.018294962,0.23564022325,0.32258064516129,0.821428571428571,0.967741935483871,0.741935483870968,0,0,0,0,40.5806458258125,40.3340446776537,38.038499643464,38.1185867384538,0.79,0.43,0.44,0.41,0.43,0.43,0.43,0.44,0.35,0.37,0.38,0.46,0.7,0.43,0.44,0.42,Daarood
4,3,4,2,4,0,0,1,0,0,0,0,0,0,0,0.809,0.21,-0.445,-1.078,0,0,0,0,0,0,198315,1.83894933954839,0.0862050126428571,0,0.0365821192580645,0.247666666666667,0.243333333333333,0.293666666666667,0.476666666666667,3.562964345375,0.402290059,0,0.162006528142857,0.483870967741935,0.785714285714286,1,0.774193548387097,0,0,1,4,40.6922330290112,40.951077303617,38.8508237877522,37.6147754188886,0.84,0.52,0.71,0.82,0.96,0.99,0.81,0.56,0.59,0.83,0.95,0.79,0.87,0.64,0.74,0.75,Daarood
5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2.08,-0.171,-0.302,-1.141,0,0,0,1,1,1,62807,2.44614341854839,0.04483992625,0.0444282284193548,0.328566427290323,0.358666666666667,0.370333333333333,0.441666666666667,0.565333333333333,3.99107610394737,0.156939741875,0.153030564555556,0.925959931454545,0.387096774193548,0.714285714285714,0.709677419354839,0.645161290322581,0,0,0,0,36.8425854285358,36.4787022497551,34.5050348886422,35.5721129183338,0.94,0.48,0.43,0.4,0.47,0.48,0.5,0.54,0.4,0.47,0.53,0.64,0.82,0.48,0.45,0.44,Daarood
6,7,19,3,8,0,0,3,11,0,0,0,0,1,0,0.981,-0.163,-0.43,-0.741,0,0,0,0,0,0,352929,1.6450337956129,0.00703204160714286,0,0.000386454677419355,0.276,0.264,0.320333333333333,0.548,4.63600433309091,0.0656323883333333,0,0.0059900475,0.645161290322581,0.892857142857143,1,0.935483870967742,0,0,5,19,38.6622447238022,39.5681686464759,36.9934412425248,35.8556568936018,0.91,0.61,0.83,0.9,1.08,1.04,0.85,0.59,0.63,0.86,1,0.84,0.95,0.72,0.84,0.82,Reewin
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.689,-0.257,0.016,-0.953,0,0,0,0,0,0,108317,0.13359172,0.0363723964285714,0.161118362967742,0.0580544101290323,0.118333333333333,0.124333333333333,0.132666666666667,0.142333333333333,0.414134332,1.0184271,0.9989338504,0.22496083925,0.67741935483871,0.964285714285714,0.838709677419355,0.741935483870968,0,0,0,0,41.6782884973269,37.663729369458,36.0067465380062,36.500364998065,0.19,0.48,0.61,0.49,0.57,0.6,0.62,0.7,0.51,0.54,0.52,0.52,0.28,0.51,0.62,0.55,Dir
8,9,14,7,14,1,0,0,0,0,0,0,0,1,0,0.613,-0.338,-0.331,-1.372,0,0,0,0,0,0,237308,0.462799985032258,0,0,0.0203648386774194,0.228333333333333,0.258666666666667,0.317666666666667,0.377,1.59408883733333,0,0,0.0901871427142857,0.709677419354839,1,1,0.774193548387097,3,2,4,14,39.8635935035412,38.0196507410774,35.4478398700405,35.1929227607436,0.71,0.65,0.83,0.82,1.05,1.09,0.86,0.81,0.42,0.42,0.39,0.39,0.8,0.76,0.83,0.82,Hawiye
9,64,93,27,31,14,15,20,47,1,0,0,0,2,0,0.33,-0.499,-0.288,-1.131,0,0,0,0,0,0,1844955,0.12842156,0,0,0.0210316058064516,0.221,0.240333333333334,0.3035,0.379,1.32702278666667,0,0,0.32598989,0.903225806451613,1,1,0.935483870967742,28,11,40,93,40.7313934462913,39.3352229395404,36.9304008857423,36.3450242665941,0.78,0.6,0.775,0.77,0.99,1.005,0.795,0.645,0.395,0.4,0.37,0.365,0.835,0.7,0.78,0.74,Hawiye
10,2,6,0,0,2,6,0,0,0,0,0,0,0,0,-0.437,-0.205,-0.203,-0.704,0,0,0,0,0,0,17308,0,0,0,0.174606113612903,0.124333333333333,0.128333333333333,0.133333333333333,0.151666666666667,0,0,0,1.0825579044,1,1,1,0.838709677419355,0,0,2,6,40.3069061083381,36.5276140649179,34.3821415031156,35.2760137051442,0.26,0.24,0.22,0.21,0.87,0.62,0.62,0.65,0.51,0.53,0.54,0.59,0.41,0.33,0.32,0.32,Daarood
