id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,pdi0_p1,pdi0_p2,pdi0_p3,pdi0_p4,tdi0_p1,tdi0_p2,tdi0_p3,tdi0_p4,vdi0_p1,vdi0_p2,vdi0_p3,vdi0_p4,cdi0,cdi1,cdi2,cdi3,region,pop14,popurban14,poprural14,clans
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.404,-0.903,-0.447,-0.529,0,0,0,0,0,0,41060,0,0.181375333645161,0.697609228,1.28811672870968,0.258333333333333,0.304666666666667,0.262333333333333,0.198666666666667,0,0.702829417875,2.32536409333333,3.63014714454545,1,0.741935483870968,0.7,0.645161290322581,0,0,0,0,38.0619835053279,35.4155237928962,35.5289435839988,39.9739382715646,0.23,0.2,0.22,0.41,0.55,0.55,0.82,1.03,0.45,0.47,0.55,0.87,0.23,0.23,0,0,0.55,0.55,0,0,0.45,0.45,0,0,0.31,0.29,0.37,0.57,12,37781,7183,30598,Hawiye
2,22,57,10,27,6,18,6,12,0,0,0,0,0,0,-0.286,-0.808,-0.031,-0.839,0,0,0,0,0,0,259365,0,0.210814707193548,1.65317010656667,0.826234097290322,0.352333333333333,0.316,0.207,0.223,0,0.726139547,4.9595103197,2.84591744622222,1,0.709677419354839,0.666666666666667,0.709677419354839,4,4,13,57,39.8552635287582,36.4850661081236,39.8601650778301,41.1372429374787,0.19,0.15,0.22,0.27,0.53,0.53,0.77,1.04,0.57,0.41,0.49,0.85,0.19,0.19,0,0,0.53,0.53,0,0,0.57,0.57,0,0,0.27,0.25,0.35,0.47,10,238655,61604,152241,Hawiye
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.474,-0.055,0.208,-0.906,0,0,0,0,0,0,187453,0,1.15983538132258,3.38545724216667,0.541502134967742,0.415333333333333,0.421666666666667,0.273333333333333,0.244333333333333,0,2.56820691578571,4.83636748880952,1.6786566184,1,0.548387096774194,0.3,0.67741935483871,0,0,0,0,39.3304976567202,35.1170103069779,35.9419289863264,42.0475992588756,0.35,0.32,0.29,0.17,0.49,0.5,0.48,0.49,0.5,0.32,0.38,0.51,0.35,0.35,0,0,0.49,0.49,0,0,0.5,0.5,0,0,0.38,0.36,0.34,0.25,9,172485,34783,124702,Daarood
4,4,2,2,0,1,2,1,0,0,0,0,0,0,0,-0.445,0.64,0.249,-0.85,0,0,0,0,0,0,192777,0,1.56814861406452,2.9812074917,0.595740925290323,0.345666666666667,0.329333333333333,0.233666666666667,0.221333333333333,0,5.40140078177778,6.38830176792857,2.3084960855,1,0.709677419354839,0.533333333333333,0.741935483870968,0,0,1,2,41.1044408638516,36.6797541431067,35.155837419272,40.4913904683154,0.6,0.46,0.3,0.19,0.53,0.55,0.56,0.59,0.67,0.47,0.57,0.94,0.6,0.6,0,0,0.53,0.53,0,0,0.6,0.67,1,0,0.58,0.48,0.36,0.29,7,177384,30369,129015,Daarood
5,4,52,3,52,0,0,1,0,0,0,0,0,0,0,-0.062,-0.452,0.108,-1.011,0,0,0,0,0,0,61053,0.108384063870968,0.910660747354839,3.14821614183333,0.379874170645161,0.543,0.500333333333333,0.364333333333333,0.340666666666667,0.4199882475,2.17157562830769,5.24702690305555,1.68229989857143,0.741935483870968,0.580645161290323,0.4,0.774193548387097,0,0,3,52,35.8548164361163,33.2166220614432,35.8962190426875,36.4195397939326,0.45,0.42,0.42,0.25,0.45,0.5,0.52,0.54,0.43,0.3,0.4,0.52,0.45,0.45,0,0,0.45,0.45,0,0,0.43,0.43,0,0,0.45,0.44,0.44,0.32,9,56178,11483,44095,Daarood
6,9,54,5,20,1,32,2,2,0,0,0,0,1,0,-0.43,-0.506,-0.244,-0.709,0,0,0,0,0,0,343074,0,0.0870345355806452,0.862382943333333,1.10799682051613,0.323,0.372666666666667,0.418,0.291,0,0.449678433833333,2.58714883,3.4347901436,1,0.806451612903226,0.666666666666667,0.67741935483871,32,2,7,54,39.0640423684944,36.9070002455929,35.1944705517604,36.8102537818875,0.18,0.16,0.16,0.15,0.54,0.55,0.85,1.13,0.48,0.48,0.57,0.92,0.18,0.18,0,0,0.54,0.54,0,0,0.48,0.48,0,0,0.27,0.26,0.33,0.39,5,315679,36576,258433,Reewin
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178,-0.067,0.937,-0.267,0,0,0,0,0,0,105293,0.13983446883871,0.206260438064516,0.475252700266667,0.412821866290323,0.141666666666667,0.140666666666667,0.141666666666667,0.139,0.722478089,1.598518395,1.782197626,1.06645648791667,0.806451612903226,0.870967741935484,0.733333333333333,0.612903225806452,0,0,0,0,37.7790673307687,36.0450926603527,40.3453085491781,44.9670730967769,0.16,0.14,0.15,0.18,0.55,0.6,0.58,0.58,0.58,0.6,0.71,1.11,0.16,0.16,0,0,0.55,0.55,0,0,0.58,0.58,0,0,0.26,0.26,0.26,0.28,1,96885,4243,92642,Dir
8,2,4,2,4,0,0,0,0,0,0,0,0,0,0,-0.331,-0.717,-0.039,-0.721,0,0,0,0,0,0,230681,0,0.234179136935484,1.50076396533333,1.10778594606452,0.364333333333333,0.332666666666667,0.239,0.249333333333333,0,0.7259553245,4.09299263272727,2.86178036066667,1,0.67741935483871,0.633333333333333,0.612903225806452,0,0,1,4,37.7122137619737,34.4859745090673,36.7099877986444,37.0440457591155,0.17,0.14,0.18,0.28,0.6,0.61,0.85,1.13,0.64,0.47,0.56,0.93,0.17,0.17,0,0,0.6,0.6,0,0,0.6,0.64,1,0,0.28,0.26,0.35,0.49,12,212261,25295,164746,Hawiye
9,41,76,9,11,14,14,16,51,0,0,0,0,2,0,-0.288,-0.715,0.464,-0.729,0,0,0,0,0,0,1793435,0,0.163885058064516,2.10183923,0.710587441935484,0.358333333333333,0.324333333333333,0.223,0.236166666666666,0,1.69347893333333,15.763794225,5.507052675,1,0.903225806451613,0.866666666666667,0.870967741935484,41,6,28,76,38.783738645366,35.4855203085954,38.2850764382373,39.0906443482971,0.18,0.145,0.2,0.275,0.565,0.57,0.81,1.085,0.605,0.44,0.525,0.89,0.18,0.18,0,0,0.565,0.565,0,0,0.6,0.605,1,0,0.275,0.255,0.35,0.48,3,1650228,1280939,0,Hawiye
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.203,1.291,-0.519,-0.747,0,0,0,0,0,0,16824,0,1.71107294954839,0.169766069,0.248790605806452,0.148666666666667,0.136333333333333,0.135,0.128333333333333,0,5.89369571511111,0.727568867142857,0.85694542,1,0.709677419354839,0.766666666666667,0.709677419354839,0,0,0,0,34.0007202416573,34.9482645042829,40.3356231397021,42.5111745030497,0.3,0.27,0.15,0.44,0.85,0.63,0.85,1.04,0.51,0.49,0.52,0.54,0.3,0.3,0,0,0.6,0.85,1,0,0.51,0.51,0,0,0.44,0.36,0.32,0.59,4,15481,4360,11121,Daarood
