id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,cdi0,cdi1,cdi2,cdi3,clans
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.845,0.689,0.672,0.593,0,0,0,0,0,0,42239,0.134197798366667,2.55069535219355,2.6706301448,0.686330369129032,0.319666666666667,0.376333333333333,0.213666666666667,0.189,0.575133421571429,4.941972244875,2.86138944085714,3.03946306328571,0.766666666666667,0.483870967741935,0.0666666666666667,0.774193548387097,0,0,0,0,33.354545352701,32.6136887954655,36.9685999724963,39.4171851886438,2.17,2.38,2.31,1.08,1.38,1.34,1.18,1.18,0.94,0.69,0.4,0.41,1.97,2.12,2.03,1.11,Hawiye
2,18,32,13,30,2,2,3,0,0,0,0,0,0,0,-0.683,0.123,0.1,0.69,0,0,0,0,0,0,266816,0.740932228666667,2.67110678951613,2.83254866516667,0.294844663612903,0.529666666666667,0.411666666666667,0.219666666666667,0.213666666666667,2.7784958575,4.60023947083333,2.93022275706897,1.01557606355556,0.733333333333333,0.419354838709677,0.0333333333333333,0.709677419354839,0,2,10,32,28.7597010709173,32.7362462655463,39.1076236015502,41.5991933890415,2.15,2.57,1.88,0.85,1.58,1.39,1.01,0.93,1.16,0.71,0.37,0.37,2.01,2.28,1.66,0.87,Hawiye
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,2.033,1.123,2.383,0,0,0,0,0,0,192838,1.0981978785,5.71051827445161,6.680593061,2.74097746609677,0.596666666666667,0.607,0.353,0.269333333333333,1.8303297975,7.3760861045,6.680593061,4.04620483090476,0.4,0.225806451612903,0,0.32258064516129,0,0,0,0,28.8103516934166,28.2120465771184,32.9945778232594,40.5806458258125,2.02,2.15,1.49,0.79,1.51,1.16,0.8,0.43,1.17,0.76,0.39,0.35,1.89,1.9,1.32,0.7,Daarood
4,4,10,2,9,1,1,1,0,0,0,0,0,0,0,-0.729,2.374,1.355,0.809,0,0,0,0,0,0,198315,0.198086247433333,3.81397092367742,7.38668301523333,1.83894933954839,0.456666666666667,0.590666666666667,0.313333333333333,0.247666666666667,0.990431237166667,6.95488815494118,7.64139622265517,3.562964345375,0.8,0.451612903225806,0.0333333333333333,0.483870967741935,0,0,2,10,30.3281105626328,28.2955923712401,32.628712327854,40.6922330290112,2.05,2.26,1.73,0.84,1.56,1.42,1.09,0.96,1.21,0.92,0.58,0.59,1.93,2.05,1.57,0.87,Daarood
5,4,7,3,6,1,1,0,0,0,0,0,0,0,0,1.088,1.979,1.008,2.08,0,0,0,1,0,0,62807,2.73530219233333,9.94257295322581,5.107381624,2.44614341854839,0.704666666666667,0.642,0.481,0.358666666666667,4.55883698722222,16.2220927131579,5.89313264307692,3.99107610394737,0.4,0.387096774193548,0.133333333333333,0.387096774193548,1,1,2,7,26.8125934818831,27.567031541693,32.1048079816154,36.8425854285358,1.6,1.66,1.39,0.94,1.32,1.02,0.76,0.47,0.98,0.68,0.4,0.4,1.53,1.5,1.23,0.82,Daarood
6,13,19,7,15,3,4,3,0,0,0,0,0,0,0,-0.193,1.676,1.199,0.981,0,0,0,0,0,0,352929,0.370710894666667,4.65359378370968,7.24619281133333,1.6450337956129,0.549333333333333,0.642666666666667,0.365666666666667,0.276,1.390165855,9.0163379559375,7.24619281133333,4.63600433309091,0.733333333333333,0.483870967741935,0,0.645161290322581,2,2,8,19,28.3840503682807,27.8111695558845,31.8829629751948,38.6622447238022,2.24,2.51,1.97,0.91,1.41,1.38,1.15,1.08,1.15,0.93,0.61,0.63,2.03,2.23,1.77,0.95,Reewin
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.579,1.6,0.799,-0.689,0,0,0,0,0,0,108317,0.1017627053,1.99863009051613,3.039802174,0.13359172,0.151,0.157,0.126,0.118333333333333,0.436125879857143,4.13050218706667,3.14462293862069,0.414134332,0.766666666666667,0.516129032258065,0.0333333333333333,0.67741935483871,0,0,0,0,38.7712960932233,42.4404014104732,40.7845674996099,41.6782884973269,2.46,2.38,1.37,0.19,1.34,1.07,0.84,0.57,0.52,0.48,0.47,0.51,2.18,2.05,1.24,0.28,Dir
8,10,18,5,8,2,6,3,4,0,0,0,0,0,0,-0.991,0.045,0.294,0.613,0,0,0,0,0,0,237308,0.4372541891,2.39442300096774,2.56973494813333,0.462799985032258,0.477333333333333,0.377,0.216333333333333,0.228333333333333,2.1862709455,4.36630076647059,3.35182819321739,1.59408883733333,0.8,0.451612903225806,0.233333333333333,0.709677419354839,8,3,7,18,29.2697540231003,31.2660180768257,38.1271728377466,39.8635935035412,2.07,2.23,1.7,0.71,1.46,1.33,1.02,1.05,0.86,0.49,0.41,0.42,1.92,2,1.53,0.8,Hawiye
9,78,78,27,29,33,38,15,11,2,0,0,0,1,0,-0.735,-0.174,0.149,0.33,0,0,0,0,0,0,1844955,0.567307612,2.00014158709677,2.04081855233333,0.12842156,0.5035,0.394333333333334,0.218,0.221,3.403845672,20.6681297333333,5.56586877909091,1.32702278666667,0.833333333333333,0.903225806451613,0.633333333333333,0.903225806451613,10,13,52,78,29.0147275470088,32.001132171186,38.6173982196484,40.7313934462913,2.11,2.4,1.79,0.78,1.52,1.36,1.015,0.99,1.01,0.6,0.39,0.395,1.965,2.14,1.595,0.835,Hawiye
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.446,1.7,-1.121,-0.437,0,0,0,0,0,0,17308,0.0101127015,1.47951565416129,0.3052307185,0,0.128,0.127,0.125666666666667,0.124333333333333,0.1516905225,2.54805473772222,0.704378581153846,0,0.933333333333333,0.419354838709677,0.566666666666667,1,0,0,0,0,37.2799132203133,41.3397315368183,42.5475101619186,40.3069061083381,1.84,1.39,0.42,0.26,1.11,1.1,1.07,0.87,0.41,0.46,0.51,0.51,1.66,1.32,0.59,0.41,Daarood
