id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,pdi0_p1,pdi0_p2,pdi0_p3,pdi0_p4,tdi0_p1,tdi0_p2,tdi0_p3,tdi0_p4,vdi0_p1,vdi0_p2,vdi0_p3,vdi0_p4,cdi0,cdi1,cdi2,cdi3,region,pop14,popurban14,poprural14,clans
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124,-0.491,-0.253,-0.19,0,0,0,0,0,0,44730,1.04892450793548,0.0596475667586207,0.00747634674193548,0.397730104580645,0.242666666666667,0.275333333333333,0.378666666666667,0.48,2.95605997690909,0.576593145333333,0.077255583,1.36995924911111,0.645161290322581,0.896551724137931,0.903225806451613,0.709677419354839,0,0,0,0,41.7030132850242,37.6775352000066,34.7232343166667,33.7409924149791,6.43,4.74,4.11,3.98,1.22,1.49,1.44,1.31,1.72,1.71,1.62,1.51,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,5.13,3.93,3.44,3.31,12,37781,7183,30598,Hawiye
2,27,26,19,17,1,1,6,8,0,0,0,0,1,0,-0.607,-0.331,0.134,-0.388,0,0,0,0,0,0,282548,0.309820835064516,0.0251686998965517,0.00866788387096774,0.384711153870968,0.246,0.253,0.361333333333333,0.5197,1.37206369814286,0.1459784594,0.1343522,1.32511619666667,0.774193548387097,0.827586206896552,0.935483870967742,0.709677419354839,18,22,8,26,41.9685977850492,40.5075081862698,36.8395101233333,34.1705867274455,3.87,3.36,2.94,2.97,1.29,1.3,1.33,1.21,1.35,1.27,1.31,1.23,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,3.23,2.85,2.54,2.53,10,238655,61604,152241,Hawiye
3,7,5,5,5,1,0,1,0,0,0,0,0,0,0,-0.123,-0.366,1.515,0.593,0,0,0,0,0,0,204208,2.20910480341935,0.233385193241379,0.254003741806452,1.86353897903226,0.312333333333333,0.343333333333333,0.488666666666667,0.6157,3.80456938366667,0.615288236727273,0.49213224975,3.610606771875,0.419354838709677,0.620689655172414,0.483870967741935,0.483870967741935,5,7,2,5,41.9493239982121,39.2067000649648,36.59581404,31.0548145588705,4.35,3.77,3.3,3.05,1.37,1.54,1.47,1.41,1.73,1.71,1.63,1.58,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,3.61,3.21,2.84,2.64,9,172485,34783,124702,Daarood
4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.042,-0.526,0.368,0.448,0,0,0,0,0,0,210008,2.48925661377419,0.0493151237931035,0.0822937382903226,1.34297393774194,0.28,0.315666666666667,0.476333333333333,0.6303,5.14446366846667,0.476712863333333,0.5102211774,2.973728005,0.516129032258065,0.896551724137931,0.838709677419355,0.548387096774194,0,2,0,0,41.2659163574822,41.1037876672357,38.5678991066667,30.2465556859474,4.83,3.79,3.5,3.34,1.47,1.48,1.63,1.55,1.34,1.18,0.92,0.63,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,3.99,3.21,3.03,2.9,7,177384,30369,129015,Daarood
5,4,5,1,0,2,1,1,4,0,0,0,0,0,0,-0.431,-0.489,2.629,0.954,0,0,0,0,0,0,66510,1.46377657758064,0.108766997586207,0.699905497903225,2.12210794645161,0.452,0.497666666666667,0.598333333333333,0.681,2.52094855027778,0.315424293,1.03319383023809,3.65474146333333,0.419354838709677,0.655172413793103,0.32258064516129,0.419354838709677,5,4,2,5,36.942691499621,35.2001592014677,33.9907212933333,30.6943119399949,3.23,2.83,2.53,2.35,1.31,1.47,1.41,1.43,1.8,1.69,1.57,1.59,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,2.75,2.49,2.25,2.12,9,56178,11483,44095,Daarood
6,15,17,6,13,5,3,3,1,1,0,0,0,0,0,-0.193,-0.539,-0.406,1.524,0,0,0,0,0,0,373739,1.98456606280645,6.06173793103448e-05,0.000260913290322581,0.570890724354839,0.305666666666667,0.323333333333333,0.496333333333333,0.6527,5.12679566225,0.001757904,0.008088312,1.17984083033333,0.612903225806452,0.96551724137931,0.967741935483871,0.516129032258065,4,9,6,17,40.7214080636088,39.5800029049318,36.7263800066667,30.4075132325875,3.19,1.89,2.52,2.84,1.05,1.27,1.42,1.38,1.89,1.8,1.65,1.49,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,2.66,1.73,2.24,2.47,5,315679,36576,258433,Reewin
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.411,-0.201,1.277,2.692,0,0,0,0,0,0,114704,0.539622218064516,0.0927974745862069,0.299399605806452,0.663124078419355,0.176333333333333,0.188,0.211666666666667,0.202,2.091036095,0.448521127166667,1.54689796333333,1.58129587930769,0.741935483870968,0.793103448275862,0.806451612903226,0.580645161290323,0,0,0,0,40.979530394699,35.8516879461834,34.37065469,33.5823460922518,6.43,4.16,3.85,3.98,1.24,1.45,1.45,1.52,2.17,2.06,1.92,1.79,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,5.13,3.48,3.25,3.37,1,96885,4243,92642,Dir
8,5,1,2,0,2,1,1,0,0,0,0,0,0,0,-0.582,-0.522,-0.262,-0.482,0,0,0,0,0,0,251300,0.440790954967742,0.022953635862069,0.00144730577419355,0.302607266451613,0.261333333333333,0.288,0.366333333333333,0.4683,1.95207422914286,0.221885146666667,0.0224332395,1.34011789428571,0.774193548387097,0.896551724137931,0.935483870967742,0.774193548387097,0,2,1,1,39.1247939279534,38.5695736898674,35.1459753566667,32.9046648510849,5.11,3.15,2.75,2.94,1.22,1.25,1.37,1.28,1.39,1.29,1.2,1.06,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,4.13,2.68,2.41,2.52,12,212261,25295,164746,Hawiye
9,53,35,29,25,4,4,16,6,2,0,0,0,2,0,-0.595,-0.313,-0.288,-0.469,0,0,0,0,0,0,1953738,0.200815932387097,0.0100649534482759,0,0.217006496774194,0.253666666666666,0.2705,0.363833333333333,0.494,2.075097968,0.29188365,0,2.24240046666667,0.903225806451613,0.96551724137931,1,0.903225806451613,24,31,25,35,40.5466958565013,39.5385409380686,35.99274274,33.5376257892652,4.49,3.255,2.845,2.955,1.255,1.275,1.35,1.245,1.37,1.28,1.255,1.145,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,3.68,2.765,2.475,2.525,3,1650228,1280939,0,Hawiye
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,-0.303,-0.203,4.689,0,0,0,0,0,0,18328,0.285834256548387,0,0,4.20025841532258,0.168666666666667,0.186333333333333,0.211666666666667,0.203,0.984540217,0,0,10.8506675729167,0.709677419354839,1,1,0.612903225806452,0,0,0,0,45.7707415808758,35.9803969346574,33.1216868133333,32.3401788150472,4.68,4.15,4.76,5,1.1,1.39,1.4,1.41,2.17,2.03,1.81,1.34,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,3.79,3.46,3.92,4.1,4,15481,4360,11121,Daarood
