id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,cdi0,cdi1,cdi2,cdi3,region,pop14,popurban14,poprural14,clans
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.897,-0.845,0.689,0.672,0,0,0,0,0,0,42239,0.849575822258064,0.134197798366667,2.55069535219355,2.6706301448,0.257,0.319666666666667,0.376333333333333,0.213666666666667,2.39425913545455,0.575133421571429,4.941972244875,2.86138944085714,0.645161290322581,0.766666666666667,0.483870967741935,0.0666666666666667,0,0,0,0,34.813662040945,33.354545352701,32.6136887954655,36.9685999724963,2.3,2.17,2.38,2.31,1.15,1.38,1.34,1.18,1.17,0.94,0.69,0.4,2.01,1.97,2.12,2.03,12,37781,7183,30598,Hawiye
2,17,22,8,2,3,5,6,15,0,0,0,0,0,0,-1.577,-0.683,0.123,0.1,1,1,0,0,0,0,266816,0.471427098645161,0.740932228666667,2.67110678951613,2.83254866516667,0.509666666666667,0.529666666666667,0.411666666666667,0.219666666666667,2.08774857971429,2.7784958575,4.60023947083333,2.93022275706897,0.774193548387097,0.733333333333333,0.419354838709677,0.0333333333333333,1,5,6,22,31.4631650488526,28.7597010709173,32.7362462655463,39.1076236015502,2.14,2.15,2.57,1.88,1.53,1.58,1.39,1.01,1.73,1.16,0.71,0.37,1.98,2.01,2.28,1.66,10,238655,61604,152241,Hawiye
3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,-0.199,0.067,2.033,1.123,0,0,0,0,0,0,192838,0.824164433548387,1.0981978785,5.71051827445161,6.680593061,0.475666666666667,0.596666666666667,0.607,0.353,1.59681859,1.8303297975,7.3760861045,6.680593061,0.483870967741935,0.4,0.225806451612903,0,0,0,1,3,30.3138874286013,28.8103516934166,28.2120465771184,32.9945778232594,2.05,2.02,2.15,1.49,1.61,1.51,1.16,0.8,1.56,1.17,0.76,0.39,1.94,1.89,1.9,1.32,9,172485,34783,124702,Daarood
4,5,13,1,0,1,0,2,13,0,0,0,0,1,0,0.157,-0.729,2.374,1.355,0,0,0,0,0,0,198315,0.515724022129032,0.198086247433333,3.81397092367742,7.38668301523333,0.342333333333333,0.456666666666667,0.590666666666667,0.313333333333333,1.45340406236364,0.990431237166667,6.95488815494118,7.64139622265517,0.645161290322581,0.8,0.451612903225806,0.0333333333333333,0,0,2,13,33.5977897004295,30.3281105626328,28.2955923712401,32.628712327854,2.1,2.05,2.26,1.73,1.32,1.56,1.42,1.09,1.55,1.21,0.92,0.58,1.91,1.93,2.05,1.57,7,177384,30369,129015,Daarood
5,2,6,2,6,0,0,0,0,0,0,0,0,0,0,-0.042,1.088,1.979,1.008,0,0,0,0,0,0,62807,1.3146847983871,2.73530219233333,9.94257295322581,5.107381624,0.642,0.704666666666667,0.642,0.481,2.91108776785714,4.55883698722222,16.2220927131579,5.89313264307692,0.548387096774194,0.4,0.387096774193548,0.133333333333333,0,1,1,6,27.0766906446126,26.8125934818831,27.567031541693,32.1048079816154,1.35,1.6,1.66,1.39,1.39,1.32,1.02,0.76,1.3,0.98,0.68,0.4,1.36,1.53,1.5,1.23,9,56178,11483,44095,Daarood
6,7,7,0,0,1,2,6,5,0,0,0,0,0,0,-0.69,-0.193,1.676,1.199,0,0,0,0,0,0,352929,0.620265558129032,0.370710894666667,4.65359378370968,7.24619281133333,0.366,0.549333333333333,0.642666666666667,0.365666666666667,1.9228232302,1.390165855,9.0163379559375,7.24619281133333,0.67741935483871,0.733333333333333,0.483870967741935,0,2,2,4,7,30.0507041629247,28.3840503682807,27.8111695558845,31.8829629751948,2.27,2.24,2.51,1.97,1.38,1.41,1.38,1.15,1.39,1.15,0.93,0.61,2.05,2.03,2.23,1.77,5,315679,36576,258433,Reewin
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.93,-0.579,1.6,0.799,0,0,0,0,0,0,108317,0.357103257064516,0.1017627053,1.99863009051613,3.039802174,0.14,0.151,0.157,0.126,0.851553920692308,0.436125879857143,4.13050218706667,3.14462293862069,0.580645161290323,0.766666666666667,0.516129032258065,0.0333333333333333,0,0,0,0,36.3465650810743,38.7712960932233,42.4404014104732,40.7845674996099,1.87,2.46,2.38,1.37,1.52,1.34,1.07,0.84,0.8,0.52,0.48,0.47,1.79,2.18,2.05,1.24,1,96885,4243,92642,Dir
8,9,13,6,13,1,0,1,0,0,0,0,0,1,0,-1.65,-0.991,0.045,0.294,1,1,0,0,0,0,237308,0.567248428935484,0.4372541891,2.39442300096774,2.56973494813333,0.387333333333333,0.477333333333333,0.377,0.216333333333333,2.198087662125,2.1862709455,4.36630076647059,3.35182819321739,0.741935483870968,0.8,0.451612903225806,0.233333333333333,0,2,3,13,30.416276086221,29.2697540231003,31.2660180768257,38.1271728377466,2.18,2.07,2.23,1.7,1.46,1.46,1.33,1.02,1.15,0.86,0.49,0.41,2,1.92,2,1.53,12,212261,25295,164746,Hawiye
9,84,119,35,43,26,24,20,49,2,3,0,0,1,0,-1.273,-0.735,-0.174,0.149,1,0,0,0,0,0,1844955,1.0649425483871,0.567307612,2.00014158709677,2.04081855233333,0.4485,0.5035,0.394333333333334,0.218,5.50220316666667,3.403845672,20.6681297333333,5.56586877909091,0.806451612903226,0.833333333333333,0.903225806451613,0.633333333333333,23,21,62,119,30.9397205675368,29.0147275470088,32.001132171186,38.6173982196484,2.16,2.11,2.4,1.79,1.495,1.52,1.36,1.015,1.44,1.01,0.6,0.39,1.99,1.965,2.14,1.595,3,1650228,1280939,0,Hawiye
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115,-0.446,1.7,-1.121,0,0,0,0,0,0,17308,0,0.0101127015,1.47951565416129,0.3052307185,0.119,0.128,0.127,0.125666666666667,0,0.1516905225,2.54805473772222,0.704378581153846,1,0.933333333333333,0.419354838709677,0.566666666666667,0,0,0,0,35.1040226081511,37.2799132203133,41.3397315368183,42.5475101619186,1.56,1.84,1.39,0.42,1.12,1.11,1.1,1.07,0.41,0.41,0.46,0.51,1.45,1.66,1.32,0.59,4,15481,4360,11121,Daarood
