id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,cdi0,cdi1,cdi2,cdi3,region,pop14,popurban14,poprural14,clans
1,6,27,3,23,1,4,0,0,0,0,0,0,2,0,0.92,-0.705,-0.948,-0.656,0,0,0,0,0,0,39925,2.14331220935484,1.19758712683333,0.227556897451613,0,0.345333333333333,0.230666666666667,0.23,0.238333333333333,8.30533481125,3.5927613805,1.00775197442857,0,0.741935483870968,0.666666666666667,0.774193548387097,1,4,1,3,27,35.4023370223817,40.7303933705493,40.4634583205859,36.291327586113,0.55,0.4,0.84,0.84,0.62,0.92,1.24,1.45,0.98,1.33,1.68,1.72,0.57,0.53,0.94,0.99,12,37781,7183,30598,Hawiye
2,23,33,10,22,1,1,9,10,1,0,0,0,2,0,0.5,-0.776,-0.792,-0.252,0,0,0,0,0,0,252201,2.49789277290323,1.544083989,0.0152523025806452,0.0379145103448276,0.292333333333333,0.214666666666667,0.215333333333333,0.227666666666667,8.60385288444444,4.632251967,0.47282138,1.0995208,0.709677419354839,0.666666666666667,0.967741935483871,0.96551724137931,0,0,9,33,35.6503183156659,42.6325180891095,43.2348700655425,39.159744447118,0.55,0.89,1.56,1.28,0.61,0.88,1.19,1.22,0.55,0.67,0.73,1.02,0.56,0.89,1.47,1.27,10,238655,61604,152241,Hawiye
3,3,37,2,35,0,0,1,2,0,0,0,0,0,0,-0.231,-0.805,-0.913,-0.227,0,0,0,0,0,0,182275,1.84638217077419,2.554501231,0.331340038387097,0.328750312517241,0.510666666666667,0.333333333333333,0.272666666666667,0.292666666666667,3.01251827863158,3.3319581273913,1.14128235444444,1.36196558042857,0.387096774193548,0.233333333333333,0.709677419354839,0.758620689655172,0,0,3,37,33.8953542349393,38.061433909114,42.3943899318787,40.6667053239057,0.57,1.1,1.57,1.55,0.53,0.55,0.59,0.88,0.62,0.63,0.96,1.25,0.56,0.96,1.33,1.39,9,172485,34783,124702,Daarood
4,5,12,4,12,0,0,1,0,0,0,0,0,0,0,0.131,0.089,-1.008,-0.342,0,0,0,0,0,0,187452,1.16483734370968,3.6308718527,0.225027216129032,0.227152712137931,0.462666666666667,0.266333333333333,0.22,0.230666666666667,2.77768905038462,4.95118889004546,0.69758437,1.3174857304,0.580645161290323,0.266666666666667,0.67741935483871,0.827586206896552,0,0,2,12,32.793245969689,37.5046335293539,43.3403196571762,41.2182435912622,0.52,0.92,1.27,1.07,0.77,0.54,0.59,0.65,0.81,0.62,0.7,0.71,0.58,0.83,1.1,0.97,7,177384,30369,129015,Daarood
5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.119,-0.692,-0.953,-0.433,0,0,0,0,0,0,59367,3.41842753864516,2.7630223055,0.391712833322581,0.137822895034483,0.650666666666667,0.457666666666667,0.400333333333333,0.436666666666667,9.63375033618182,3.6039421376087,1.73472826185714,0.999215989,0.645161290322581,0.233333333333333,0.774193548387097,0.862068965517241,0,0,0,0,30.4430349552212,36.3119823944639,37.9060036754016,35.9886660707915,1.13,1.15,0.91,1.32,0.52,0.53,0.6,0.87,0.95,0.97,1.22,1.39,0.98,0.99,0.83,1.2,9,56178,11483,44095,Daarood
6,4,10,3,8,1,2,0,0,0,0,0,0,0,0,0.172,0.731,-0.942,-0.446,0,0,0,0,0,0,333597,1.80406542903226,5.37212750666667,0.168223877193548,0.075440516137931,0.563,0.342333333333333,0.263666666666667,0.264333333333333,6.21400314444444,7.32562841818182,0.401149245615385,1.093887484,0.709677419354839,0.266666666666667,0.580645161290323,0.931034482758621,0,0,4,10,30.3398308194324,36.7403430672374,40.9455710210798,38.0312958122186,0.97,1.28,1.68,1.37,0.91,0.96,1.25,1.42,0.91,0.68,0.75,1.05,0.96,1.2,1.57,1.38,5,315679,36576,258433,Reewin
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362,2.606,-0.823,-0.54,0,0,0,0,0,0,102384,0.850399990967742,4.65578782813333,0.0757071851612903,0.0645410504827586,0.189333333333333,0.127666666666667,0.115333333333333,0.134333333333333,2.19686664333333,6.6511254687619,0.39115379,0.207965607111111,0.612903225806452,0.3,0.806451612903226,0.689655172413793,0,0,0,0,43.0462550622972,39.8827416632518,41.7075206106955,36.178623106496,1.93,1.87,0.51,0.6,1.11,1.08,1.02,0.83,0.82,0.49,0.51,0.54,1.72,1.67,0.64,0.66,1,96885,4243,92642,Dir
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543,-0.645,-0.834,-0.559,0,0,0,0,0,0,224309,2.38332171193548,1.45617222766667,0.127282891612903,0.00580863206896552,0.333,0.259333333333333,0.256666666666667,0.290666666666667,8.20921923,4.85390742555556,0.98644241,0.16845033,0.709677419354839,0.7,0.870967741935484,0.96551724137931,0,0,0,0,34.1925662776312,40.3323114492974,40.3488307760168,37.3785984738967,0.72,0.62,0.96,1.4,0.62,0.91,1.17,1.4,0.98,1.31,1.56,1.48,0.7,0.69,1.01,1.4,12,212261,25295,164746,Hawiye
9,65,72,27,46,14,14,19,12,2,0,0,0,3,0,0.607,-0.541,-0.744,0.056,0,0,0,0,0,0,1743895,2.3359444516129,1.3998567,0.0214779522580645,0.0546949172413793,0.312666666666667,0.237,0.236,0.259166666666667,12.0690463333333,10.49892525,0.33290826,1.5861526,0.806451612903226,0.866666666666667,0.935483870967742,0.96551724137931,2,3,28,72,34.9214422966486,41.4824147692035,41.7918504207797,38.2691714605074,0.635,0.755,1.26,1.34,0.615,0.895,1.18,1.31,0.765,0.99,1.145,1.25,0.63,0.79,1.24,1.335,3,1650228,1280939,0,Hawiye
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.102,-0.677,-0.839,-0.303,0,0,0,1,0,0,16360,1.08700578419355,0.501897344,0,0,0.133,0.131333333333333,0.127333333333333,0.133666666666667,3.369717931,3.011384064,0,0,0.67741935483871,0.833333333333333,1,1,0,0,0,0,42.4541573984588,43.311827097422,42.3420822416683,37.1138960587975,0.7,0.36,0.37,0.36,0.54,0.54,0.53,0.55,0.52,0.55,0.56,0.59,0.66,0.41,0.41,0.41,4,15481,4360,11121,Daarood
