id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,cdi0,cdi1,cdi2,cdi3,region,clans
1,1,6,1,6,0,0,0,0,0,0,0,0,0,0,-0.332,-0.429,0.869,0.561,0,0,0,0,0,0,39925,0.00407834387096774,0.32944355783871,2.6035530355,3.01188052903226,0.317666666666667,0.493333333333333,0.497333333333333,0.310666666666667,0.12642866,2.0425500586,4.8816619415625,4.44610935238095,0.967741935483871,0.838709677419355,0.466666666666667,0.32258064516129,0,0,1,6,35.7030528363431,33.6167785135198,31.9863756283379,35.5704100990042,1.04,1.1,1.15,0.77,1.35,1.28,1.12,0.89,1.73,1.72,1.62,1.47,1.12,1.15,1.14,0.8,12,1
2,16,14,10,8,3,4,3,2,0,0,0,0,0,0,-0.28,-0.216,0.494,0.384,0,0,0,0,0,0,252201,0.000103199870967742,0.475908005387097,3.22138784833333,2.62958831883871,0.331,0.521333333333333,0.476,0.309333333333333,0.003199196,1.844143520875,5.08640186578947,6.27055676030769,0.967741935483871,0.741935483870968,0.366666666666667,0.580645161290323,2,1,6,14,39.3098232740167,35.0131652028527,34.7256374513429,37.642176023621,1.1,1.1,1.07,0.76,1.12,1.19,1.02,0.84,1.15,1.2,0.97,0.79,1.11,1.12,1.06,0.78,10,2
3,2,11,0,0,0,0,2,11,0,0,0,0,0,0,-0.372,0.273,0.668,0.031,0,0,0,0,0,0,182275,0.0135022065806452,1.51725973387097,5.68975862086667,2.369401399,0.44,0.563333333333333,0.502333333333333,0.364333333333333,0.0837136808,3.35964655357143,6.09616995092857,3.67257216845,0.838709677419355,0.548387096774194,0.0666666666666667,0.354838709677419,0,0,1,11,38.3641439468903,33.9526104686518,34.6535126541818,37.9078806895454,1.38,1.46,1.17,0.74,1.13,1.13,1.05,1.05,1.45,1.38,1.29,1.32,1.32,1.38,1.14,0.82,9,3
4,8,12,3,11,2,1,2,0,0,0,0,0,1,0,-0.436,-0.362,0.057,0.249,0,0,0,0,0,0,187452,0.000354215129032258,0.733396615032258,3.5456860102,3.34396866106452,0.331666666666667,0.452666666666667,0.486,0.322666666666667,0.010980669,1.89460792216667,5.59845159505263,5.45594886805263,0.967741935483871,0.612903225806452,0.366666666666667,0.387096774193548,1,2,3,12,40.0381540092659,36.0350197779127,33.8037759990603,36.9784838813194,0.98,1.13,1.19,0.9,0.61,0.85,1,0.83,0.96,1.15,1.12,0.86,0.89,1.06,1.14,0.88,7,4
5,6,21,2,19,1,1,2,1,0,0,0,0,1,0,-0.184,0.304,0.83,-0.356,0,0,0,0,0,0,59367,0.0851592481935484,1.59361050064516,5.47450342043333,1.2253015683871,0.571333333333333,0.693333333333333,0.586333333333333,0.454,0.377133813428571,3.52870896571429,5.86553937903571,2.532289908,0.774193548387097,0.548387096774194,0.0666666666666667,0.516129032258065,0,0,3,21,34.4169350614946,31.7806300535333,32.4163033986966,34.1003757040402,1.45,1.35,1.05,0.64,1.09,1.12,1.11,1.04,1.36,1.15,1.08,1.07,1.36,1.29,1.06,0.74,9,5
6,11,24,6,21,2,1,2,2,1,0,0,0,0,0,-0.43,-0.655,0.433,0.624,0,0,0,0,0,0,333597,0,0.0350509224516129,2.3557105818,6.14362056677419,0.348333333333333,0.593333333333333,0.606,0.398,0,0.2173157192,5.04795124671428,7.05378657666667,1,0.838709677419355,0.533333333333333,0.129032258064516,0,1,7,24,36.8098124740447,33.0725469409673,29.2470734486755,31.6610983732943,1.21,1.3,1.32,0.97,1.36,1.31,1.14,1.16,1.21,1.31,1.21,1.05,1.25,1.31,1.27,1.01,5,6
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314,-0.367,0.599,-0.61,0,0,0,0,0,0,102384,0.19370464516129,0.155732266193548,0.489172621333333,0.359356731483871,0.144333333333333,0.148666666666667,0.135666666666667,0.137666666666667,1.501211,0.536411139111111,3.66879466,0.856927590461538,0.870967741935484,0.709677419354839,0.866666666666667,0.580645161290323,0,0,0,0,35.1325847185266,36.9345063594502,40.4364753208758,44.4386445380496,0.62,0.61,0.54,0.31,0.57,0.57,0.53,0.49,0.51,0.49,0.47,0.45,0.61,0.6,0.54,0.36,1,7
8,1,1,0,0,1,1,0,0,0,0,0,0,0,0,-0.31,0.249,1.194,0.838,0,0,0,0,0,0,224309,0.00104317080645161,0.548881299354839,4.12675395166667,3.0169661216129,0.383,0.539333333333333,0.465666666666667,0.309333333333333,0.032338295,3.403064056,6.87792325277778,7.19430382846154,0.967741935483871,0.838709677419355,0.4,0.580645161290323,0,0,1,1,36.166628748993,32.7360567441979,32.4677575873307,37.5074823304791,1.52,1.42,1.32,0.94,1.3,1.05,0.8,0.58,1.35,1.24,0.97,0.77,1.46,1.33,1.19,0.85,12,8
9,36,64,15,41,8,5,10,18,2,0,1,0,0,0,-0.288,0.398,0.897,0.425,0,0,0,0,0,0,1743895,0,0.477597112903226,3.61615491666667,1.47967632258065,0.357,0.530333333333333,0.470833333333333,0.309333333333333,0,14.8055105,21.6969295,22.934983,1,0.967741935483871,0.833333333333333,0.935483870967742,17,5,17,64,37.7382260115048,33.8746109735253,33.5966975193368,37.57482917705,1.31,1.26,1.195,0.85,1.21,1.12,0.91,0.71,1.25,1.22,0.97,0.78,1.285,1.225,1.125,0.815,3,9
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.203,-0.551,-0.17,-0.716,0,0,0,0,0,0,16360,0,0.274365123096774,0.307815936066667,0.420644059483871,0.137333333333333,0.153666666666667,0.147666666666667,0.14,0,1.063164852,0.659605577285714,1.44888509377778,1,0.741935483870968,0.533333333333333,0.709677419354839,0,0,0,0,36.0014966650657,36.6913177089972,39.0285763491079,42.8459273708682,0.33,0.3,0.34,0.57,0.55,0.57,0.56,0.55,0.62,0.67,0.99,1.28,0.39,0.37,0.4,0.56,4,10
