id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,cdi0,cdi1,cdi2,cdi3,clans
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456,-0.431,-0.865,2.041,0,0,0,0,0,0,42239,0.608037204451613,1.14323496666667,0.980425580741936,0.0960391215333333,0.379666666666667,0.332333333333333,0.243,0.201666666666667,1.57076277816667,5.71617483333333,2.33793792330769,0.960391215333333,0.612903225806452,0.8,0.580645161290323,0.9,0,0,0,0,33.5510330194947,35.8306901738,38.0373225733495,38.5707737100395,1.03,0.99,1.18,2.1,0.8,0.57,0.89,1.13,0.61,0.85,1.09,1.18,0.97,0.89,1.11,1.86,Hawiye
2,15,25,6,12,2,2,4,11,0,0,0,0,3,0,0.566,-0.748,-0.406,-1.37,0,0,0,0,0,0,266816,0.772957427354839,1.27421780073333,1.35681401709677,0.00914271876666667,0.417666666666667,0.356666666666667,0.271666666666667,0.307333333333333,1.59744534986667,3.47513945654545,4.67347050333333,0.0914271876666667,0.516129032258065,0.633333333333333,0.709677419354839,0.9,8,7,7,25,37.0098939761299,37.8818318850318,41.3888113014753,40.0667210203411,0.7,0.45,0.76,1.58,0.53,0.6,0.94,1.27,0.65,1.13,1.6,1.86,0.66,0.48,0.8,1.5,Hawiye
3,5,1,0,0,1,1,1,0,0,0,0,0,3,0,2.494,-0.852,-0.272,-0.82,0,0,0,1,1,1,192838,5.35775046812903,1.6839198356,1.67065516225806,0.406278154166667,0.497666666666667,0.483333333333333,0.333666666666667,0.330333333333333,8.3045132256,2.19641717686957,3.236894376875,0.937564971153846,0.354838709677419,0.233333333333333,0.483870967741935,0.566666666666667,0,1,1,1,35.1672671990578,34.5599861886766,40.0178844061183,37.74858833802,0.57,0.53,1.43,1.97,0.65,0.69,1.04,1.4,0.72,1.16,1.51,1.66,0.59,0.57,1.34,1.82,Daarood
4,1,10,0,0,0,0,1,10,0,0,0,0,0,0,2.749,-0.584,-0.127,-0.503,0,0,0,1,1,1,198315,5.00457932864516,1.8234647869,2.30726401603226,0.195567371866667,0.479666666666667,0.483,0.283666666666667,0.264666666666667,11.0815685134286,3.21787903570588,7.94724272188889,0.651891239555556,0.548387096774194,0.433333333333333,0.709677419354839,0.7,0,0,1,10,34.2466034261151,32.1682516388181,40.2461011207157,37.8689372604537,0.63,0.53,1.14,2.04,1.16,1.18,1.26,1.35,1.49,1.6,1.64,1.57,0.76,0.69,1.17,1.87,Daarood
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904,-0.881,-0.269,-0.398,0,0,0,0,0,0,62807,3.40578714567742,1.728254111,1.320686469,0.801152972666667,0.618666666666667,0.588666666666667,0.464666666666667,0.519333333333333,4.06074621215384,3.04986019588235,2.40831061994118,3.0043236475,0.161290322580645,0.433333333333333,0.451612903225806,0.733333333333333,0,0,0,0,32.5426247402085,33.200313197817,36.0816026101586,31.9565680477168,0.6,0.42,0.58,0.9,0.64,0.96,1.19,1.41,1.31,1.38,1.36,1.49,0.61,0.55,0.74,1.03,Daarood
6,15,44,4,34,3,4,3,6,1,0,2,0,2,0,1.21,-0.42,-0.549,0.514,0,0,0,1,0,0,352929,0.677186699129032,1.30557259,2.30419759890323,0.356868847866667,0.466666666666667,0.562,0.401333333333333,0.312666666666667,1.3120492295625,2.30395162941177,5.49462504353846,1.78434423933333,0.483870967741935,0.433333333333333,0.580645161290323,0.8,26,3,8,44,34.2628814936767,32.7056449151325,36.0168719284369,37.3381763035211,0.76,0.69,1.34,2.21,0.88,0.67,1.02,1.27,1.14,1.41,1.54,1.51,0.79,0.69,1.26,1.97,Reewin
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.338,-0.42,0.09,-0.783,0,0,0,0,0,0,108317,0.152143520903226,0.1387295769,1.23924544567742,0.511983282733333,0.164666666666667,0.183,0.161666666666667,0.157333333333333,0.673778449714286,0.8323774614,4.802076102,1.27995820683333,0.774193548387097,0.833333333333333,0.741935483870968,0.6,0,0,0,0,36.3094375357715,38.9084363052969,42.1370287302186,44.3946832735604,1.08,1.29,1.71,1.45,1.36,1.68,1.7,1.66,1.6,1.59,1.47,1.36,1.15,1.39,1.71,1.5,Dir
8,6,10,4,6,0,0,2,4,0,0,0,0,0,0,0.49,-0.676,-0.617,-0.882,0,0,0,0,0,0,237308,0.619461058129032,1.26427436746667,1.20996466967742,0.0025404524,0.420333333333333,0.357666666666667,0.273333333333333,0.299666666666667,1.60027440016667,5.41831871771429,3.750890476,0.038106786,0.612903225806452,0.766666666666667,0.67741935483871,0.933333333333333,4,2,3,10,34.7758636797562,35.9150655054222,38.298628957383,36.7137202767799,1.01,0.71,0.78,1.59,0.59,0.6,0.96,1.24,0.58,0.95,1.25,1.38,0.91,0.68,0.82,1.5,Hawiye
9,58,74,19,27,17,15,14,32,2,0,1,0,5,0,0.176,-0.8,-0.368,-1.266,0,0,0,0,0,0,1844955,0.437605687096774,1.09351954333333,0.851584651612903,0.0722492766666667,0.419,0.357166666666667,0.2725,0.3035,2.26096271666667,10.9351954333333,5.27982484,1.08373915,0.806451612903226,0.9,0.838709677419355,0.933333333333333,37,24,30,74,35.8928788279431,36.898448695227,39.8437201294292,38.3902206485605,0.855,0.58,0.77,1.585,0.56,0.6,0.95,1.255,0.615,1.04,1.425,1.62,0.785,0.58,0.81,1.5,Hawiye
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.295,-0.026,-0.308,0.122,0,0,0,0,0,0,17308,0.433137156,0.3488264451,0.540031933032258,0.1153653363,0.141,0.138,0.129666666666667,0.120333333333333,1.49191687066667,1.0464793353,1.28776845569231,0.384551121,0.709677419354839,0.666666666666667,0.580645161290323,0.7,0,0,0,0,35.0482578255955,39.1684046575954,42.7391943545794,40.7484211623547,1.18,1.52,2.33,1.68,0.65,0.64,0.91,1.17,0.45,0.44,0.43,0.4,1.05,1.3,1.97,1.55,Daarood
