id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,cdi0,cdi1,cdi2,cdi3,region,clans
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.584,-0.369,-0.969,-0.808,0,0,0,0,0,0,41060,0.1634468299,1.30868111580645,1.16802745333333,0.235194331612903,0.277,0.245666666666667,0.21,0.189666666666667,0.9806809794,4.056911459,5.00583194285714,1.04157489714286,0.833333333333333,0.67741935483871,0.766666666666667,0.774193548387097,0,0,0,0,35.0216412935579,35.5028971428144,41.8802833596795,41.2993606077976,0.47,0.43,0.41,0.33,0.5,0.52,0.5,0.52,0.44,0.41,0.41,0.41,0.48,0.45,0.44,0.38,12,1
2,25,62,8,28,4,3,12,31,0,0,0,0,1,0,-1.072,-0.169,-1.035,-0.746,1,0,0,0,0,0,259365,0.4289298742,2.26833734729032,1.0988952297,0,0.348666666666667,0.260666666666667,0.221333333333333,0.194333333333333,1.2867896226,6.39258706963636,2.53591206853846,0,0.666666666666667,0.645161290322581,0.566666666666667,1,1,2,12,62,35.1686187127232,36.5732498353585,43.6782737922552,43.7751037362157,0.46,0.46,0.61,0.41,0.5,0.51,0.45,0.48,0.44,0.38,0.33,0.46,0.47,0.47,0.57,0.43,10,2
3,10,11,3,0,2,1,4,10,1,0,0,0,0,0,0.652,0.66,0.091,-0.944,0,0,0,0,0,0,187453,1.25293515233333,3.95625562096774,4.53875874173333,0.0733880753548387,0.473333333333333,0.404,0.318333333333333,0.258666666666667,2.50587030466667,6.1321962125,7.56459790288889,0.1137515168,0.5,0.354838709677419,0.4,0.354838709677419,0,0,2,11,32.435431906711,32.124912793352,39.1814479567777,41.4809399831723,0.46,0.48,0.52,0.4,0.94,0.77,0.72,0.86,0.76,0.46,0.41,0.54,0.58,0.55,0.57,0.51,9,3
4,15,24,9,20,0,0,6,4,0,0,0,0,0,0,0.287,1.253,-0.47,-0.796,0,0,0,0,0,0,192777,0.269516094433333,2.72734959154839,3.67763871213333,0.221366712,0.384666666666667,0.342,0.269666666666667,0.226333333333333,1.15506897614286,7.0456531115,8.48685856646154,0.762485341333333,0.766666666666667,0.612903225806452,0.566666666666667,0.709677419354839,0,0,5,24,32.9947768851369,32.4761205047667,40.5205071811574,44.0780510631952,0.45,0.49,0.74,0.69,0.86,0.66,0.44,0.47,0.78,0.48,0.47,0.7,0.55,0.53,0.66,0.64,7,4
5,3,24,3,24,0,0,0,0,0,0,0,0,0,0,0.239,0.176,0.27,-0.787,0,0,0,0,0,0,61053,2.1176388001,5.19103123612903,3.97191074033333,0.24173167883871,0.626,0.485333333333333,0.399,0.342333333333333,3.52939800016667,7.66295087238095,9.16594786230769,0.624473503666667,0.4,0.32258064516129,0.566666666666667,0.612903225806452,0,0,2,24,28.7835974043253,29.3597402464728,36.4278424115592,37.6466720285956,0.41,0.43,0.5,0.47,0.9,0.72,0.61,0.77,0.66,0.39,0.35,0.46,0.53,0.5,0.53,0.55,9,5
6,7,27,2,12,1,1,0,0,0,0,1,14,3,0,-0.37,-0.189,-0.829,-0.654,0,0,0,0,0,0,343074,0.327511742133333,2.17765306032258,2.95517645566667,0.26325066816129,0.514333333333333,0.433333333333333,0.313666666666667,0.233333333333333,0.893213842181818,5.62560373916667,5.91035291133333,1.6321541426,0.633333333333333,0.612903225806452,0.5,0.838709677419355,1,1,4,27,30.9077087749001,31.0419428391788,38.6671057757392,42.0425685669568,0.47,0.46,0.46,0.23,0.78,0.54,0.52,0.53,0.75,0.47,0.48,0.51,0.55,0.48,0.47,0.31,5,6
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.753,0.288,-1.368,0.927,0,0,0,0,0,0,105293,0.0656854146666667,1.28800535696774,0.292430435166667,0.561126274741935,0.138,0.128666666666667,0.126666666666667,0.120666666666667,0.328427073333333,1.66367358608333,1.096614131875,2.48498778814286,0.8,0.225806451612903,0.733333333333333,0.774193548387097,0,0,0,0,43.505170130037,42.4469002837668,44.6346684763555,40.8559929054082,0.61,0.58,0.37,0.51,0.98,0.82,0.8,0.99,0.48,0.46,0.49,0.51,0.7,0.64,0.48,0.63,1,7
8,8,19,3,4,2,5,3,10,0,0,0,0,0,0,-0.836,-0.532,-0.949,-1.238,0,0,0,0,0,0,230681,0.546316652833333,1.59362903648387,1.042774692,0.0303476612258065,0.346,0.258666666666667,0.229666666666667,0.220666666666667,2.048687448125,6.175312516375,4.46903439428571,0.2351943745,0.733333333333333,0.741935483870968,0.766666666666667,0.870967741935484,0,0,6,19,33.9009200086028,35.442448919335,41.794662987548,41.2946588794366,0.43,0.4,0.38,0.21,0.5,0.5,0.48,0.55,0.46,0.42,0.39,0.56,0.45,0.42,0.41,0.29,12,8
9,56,88,15,39,18,34,16,15,0,0,0,0,7,0,-0.67,0.284,-0.701,-0.663,0,0,0,0,0,0,1793435,0.76388779,2.42799535483871,1.03354142333333,0,0.347333333333333,0.259666666666667,0.2255,0.2075,4.58332674,18.816964,6.20124854,0,0.833333333333333,0.870967741935484,0.833333333333333,1,23,10,33,88,34.534769360663,36.0078493773468,42.7364683899016,42.5348813078261,0.445,0.43,0.495,0.31,0.5,0.505,0.465,0.515,0.45,0.4,0.36,0.51,0.46,0.445,0.49,0.36,3,9
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.557,2.189,-0.127,-0.37,0,0,0,0,0,0,16824,0.00195932586666667,1.65553163835484,0.5997081895,0.00835083874193548,0.142,0.131,0.134333333333333,0.138666666666667,0.029389888,3.4214320526,4.49781142125,0.06471900025,0.933333333333333,0.516129032258065,0.866666666666667,0.870967741935484,0,0,0,0,38.5269396041468,39.9472550073336,45.3627573368416,41.2372893715781,0.94,1.2,0.8,0.33,1.07,0.88,0.81,1.02,0.62,0.59,0.84,0.98,0.97,1.12,0.8,0.51,4,10
