id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,cdi0,cdi1,cdi2,cdi3,region,pop14,popurban14,poprural14,clans
1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,-0.314,-0.124,-0.491,-0.253,0,0,0,0,0,0,44730,1.620722812,1.04892450793548,0.0596475667586207,0.00747634674193548,0.332333333333333,0.242666666666667,0.275333333333333,0.378666666666667,2.70120468666667,2.95605997690909,0.576593145333333,0.077255583,0.4,0.645161290322581,0.896551724137931,0.903225806451613,1,1,1,1,38.5004205395873,41.7030132850242,37.6775352000066,34.7232343166667,3.61,6.43,4.74,4.11,1.15,1.22,1.49,1.44,1.74,1.72,1.71,1.62,2.99,5.13,3.93,3.44,12,37781,7183,30598,Hawiye
2,17,22,8,6,2,2,6,14,1,0,0,0,0,0,-0.678,-0.607,-0.331,0.134,0,0,0,0,0,0,282548,1.67487935766667,0.309820835064516,0.0251686998965517,0.00866788387096774,0.273333333333333,0.246,0.253,0.361333333333333,2.5123190365,1.37206369814286,0.1459784594,0.1343522,0.333333333333333,0.774193548387097,0.827586206896552,0.935483870967742,9,11,8,22,40.6073251803073,41.9685977850492,40.5075081862698,36.8395101233333,2.76,3.87,3.36,2.94,1.22,1.29,1.3,1.33,1.34,1.35,1.27,1.31,2.38,3.23,2.85,2.54,10,238655,61604,152241,Hawiye
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.079,-0.123,-0.366,1.515,0,0,0,1,1,1,204208,7.96683876046667,2.20910480341935,0.233385193241379,0.254003741806452,0.499333333333333,0.312333333333333,0.343333333333333,0.488666666666667,8.85204306718519,3.80456938366667,0.615288236727273,0.49213224975,0.1,0.419354838709677,0.620689655172414,0.483870967741935,0,1,0,0,36.7328267028447,41.9493239982121,39.2067000649648,36.59581404,2.83,4.35,3.77,3.3,1.01,1.37,1.54,1.47,1.76,1.73,1.71,1.63,2.38,3.61,3.21,2.84,9,172485,34783,124702,Daarood
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.445,-0.042,-0.526,0.368,0,0,0,1,0,0,210008,6.72687215783333,2.48925661377419,0.0493151237931035,0.0822937382903226,0.465666666666667,0.28,0.315666666666667,0.476333333333333,8.0722465894,5.14446366846667,0.476712863333333,0.5102211774,0.166666666666667,0.516129032258065,0.896551724137931,0.838709677419355,0,0,0,0,35.6569462107044,41.2659163574822,41.1037876672357,38.5678991066667,2.93,4.83,3.79,3.5,1.28,1.47,1.48,1.63,1.53,1.34,1.18,0.92,2.52,3.99,3.21,3.03,7,177384,30369,129015,Daarood
5,6,15,6,15,0,0,0,0,0,0,0,0,0,0,1.602,-0.431,-0.489,2.629,0,0,0,1,1,0,66510,7.25424155103333,1.46377657758064,0.108766997586207,0.699905497903225,0.618333333333333,0.452,0.497666666666667,0.598333333333333,7.77240166182143,2.52094855027778,0.315424293,1.03319383023809,0.0666666666666667,0.419354838709677,0.655172413793103,0.32258064516129,15,5,5,15,32.1806164372631,36.942691499621,35.2001592014677,33.9907212933333,2.5,3.23,2.83,2.53,1.26,1.31,1.47,1.41,1.83,1.8,1.69,1.57,2.19,2.75,2.49,2.25,9,56178,11483,44095,Daarood
6,13,49,6,39,3,1,3,8,0,0,0,0,1,1,0.925,-0.193,-0.539,-0.406,0,0,0,0,0,0,373739,5.81098355586667,1.98456606280645,6.06173793103448e-05,0.000260913290322581,0.524,0.305666666666667,0.323333333333333,0.496333333333333,7.57954376852174,5.12679566225,0.001757904,0.008088312,0.233333333333333,0.612903225806452,0.96551724137931,0.967741935483871,4,3,7,49,35.9849843388193,40.7214080636088,39.5800029049318,36.7263800066667,2.31,3.19,1.89,2.52,0.69,1.05,1.27,1.42,1.81,1.89,1.8,1.65,1.91,2.66,1.73,2.24,5,315679,36576,258433,Reewin
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905,-0.411,-0.201,1.277,0,0,0,0,0,0,114704,2.66303772893333,0.539622218064516,0.0927974745862069,0.299399605806452,0.205,0.176333333333333,0.188,0.211666666666667,3.9945565934,2.091036095,0.448521127166667,1.54689796333333,0.333333333333333,0.741935483870968,0.793103448275862,0.806451612903226,0,0,0,0,40.2361772608126,40.979530394699,35.8516879461834,34.37065469,5.12,6.43,4.16,3.85,1.18,1.24,1.45,1.45,2.23,2.17,2.06,1.92,4.13,5.13,3.48,3.25,1,96885,4243,92642,Dir
8,5,0,2,0,0,0,3,0,0,0,0,0,0,0,-0.768,-0.582,-0.522,-0.262,0,0,0,0,0,0,251300,1.29375318243333,0.440790954967742,0.022953635862069,0.00144730577419355,0.296666666666667,0.261333333333333,0.288,0.366333333333333,2.28309385135294,1.95207422914286,0.221885146666667,0.0224332395,0.433333333333333,0.774193548387097,0.896551724137931,0.935483870967742,0,3,0,0,38.9908272038148,39.1247939279534,38.5695736898674,35.1459753566667,3.52,5.11,3.15,2.75,1.15,1.22,1.25,1.37,1.43,1.39,1.29,1.2,2.93,4.13,2.68,2.41,12,212261,25295,164746,Hawiye
9,59,41,25,18,13,11,15,12,4,0,1,0,1,0,-1.001,-0.595,-0.313,-0.288,1,0,0,0,0,0,1953738,0.869712906666667,0.200815932387097,0.0100649534482759,0,0.285,0.253666666666666,0.2705,0.363833333333333,3.72734102857143,2.075097968,0.29188365,0,0.766666666666667,0.903225806451613,0.96551724137931,1,30,32,30,41,39.7990761920611,40.5466958565013,39.5385409380686,35.99274274,3.14,4.49,3.255,2.845,1.185,1.255,1.275,1.35,1.385,1.37,1.28,1.255,2.655,3.68,2.765,2.475,3,1650228,1280939,0,Hawiye
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.583,0.117,-0.303,-0.203,0,0,0,1,1,0,18328,1.29320780876667,0.285834256548387,0,0,0.173,0.168666666666667,0.186333333333333,0.211666666666667,3.8796234263,0.984540217,0,0,0.666666666666667,0.709677419354839,1,1,0,0,0,0,41.2565651137092,45.7707415808758,35.9803969346574,33.1216868133333,5.45,4.68,4.15,4.76,1.12,1.1,1.39,1.4,2.39,2.17,2.03,1.81,4.37,3.79,3.46,3.92,4,15481,4360,11121,Daarood
