id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,cdi0,cdi1,cdi2,cdi3,region,clans
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,-0.897,-0.845,0.689,0,0,0,0,0,0,42239,0.537077448387097,0.849575822258064,0.134197798366667,2.55069535219355,0.210666666666667,0.257,0.319666666666667,0.376333333333333,3.32988018,2.39425913545455,0.575133421571429,4.941972244875,0.838709677419355,0.645161290322581,0.766666666666667,0.483870967741935,0,0,0,0,34.5494432250336,34.813662040945,33.354545352701,32.6136887954655,2.18,2.3,2.17,2.38,1.16,1.15,1.38,1.34,1.14,1.17,0.94,0.69,1.93,2.01,1.97,2.12,12,1
2,21,47,11,21,1,2,9,24,0,0,0,0,0,0,0.467,-1.577,-0.683,0.123,0,0,0,0,0,0,266816,0.548325775935484,0.471427098645161,0.740932228666667,2.67110678951613,0.325333333333333,0.509666666666667,0.529666666666667,0.411666666666667,1.88867767266667,2.08774857971429,2.7784958575,4.60023947083333,0.709677419354839,0.774193548387097,0.733333333333333,0.419354838709677,17,10,11,47,33.1089899242722,31.4631650488526,28.7597010709173,32.7362462655463,2.02,2.14,2.15,2.57,1.53,1.53,1.58,1.39,1.76,1.73,1.16,0.71,1.89,1.98,2.01,2.28,10,2
3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,-0.204,-0.199,0.067,2.033,0,0,0,0,0,0,192838,0.507761457516129,0.824164433548387,1.0981978785,5.71051827445161,0.361333333333333,0.475666666666667,0.596666666666667,0.607,1.21081578330769,1.59681859,1.8303297975,7.3760861045,0.580645161290323,0.483870967741935,0.4,0.225806451612903,0,0,0,0,32.8905616643868,30.3138874286013,28.8103516934166,28.2120465771184,2.03,2.05,2.02,2.15,1.67,1.61,1.51,1.16,1.59,1.56,1.17,0.76,1.94,1.94,1.89,1.9,9,3
4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0.54,0.157,-0.729,2.374,0,0,0,0,0,0,198315,0.244210153,0.515724022129032,0.198086247433333,3.81397092367742,0.271,0.342333333333333,0.456666666666667,0.590666666666667,0.688228613,1.45340406236364,0.990431237166667,6.95488815494118,0.645161290322581,0.645161290322581,0.8,0.451612903225806,0,1,1,1,33.6774642010069,33.5977897004295,30.3281105626328,28.2955923712401,2.05,2.1,2.05,2.26,1.35,1.32,1.56,1.42,1.54,1.55,1.21,0.92,1.88,1.91,1.93,2.05,7,4
5,1,2,1,2,0,0,0,0,0,0,0,0,0,0,-0.294,-0.042,1.088,1.979,0,0,0,0,0,0,62807,0.773381685870968,1.3146847983871,2.73530219233333,9.94257295322581,0.608,0.642,0.704666666666667,0.642,2.3974832262,2.91108776785714,4.55883698722222,16.2220927131579,0.67741935483871,0.548387096774194,0.4,0.387096774193548,0,0,1,2,28.2357873177258,27.0766906446126,26.8125934818831,27.567031541693,0.99,1.35,1.6,1.66,1.43,1.39,1.32,1.02,1.44,1.3,0.98,0.68,1.1,1.36,1.53,1.5,9,5
6,8,43,3,19,2,1,3,23,0,0,0,0,0,0,0.723,-0.69,-0.193,1.676,0,0,0,0,0,0,352929,0.571268707322581,0.620265558129032,0.370710894666667,4.65359378370968,0.333333333333333,0.366,0.549333333333333,0.642666666666667,1.60993908427273,1.9228232302,1.390165855,9.0163379559375,0.645161290322581,0.67741935483871,0.733333333333333,0.483870967741935,39,6,7,43,31.3692957056867,30.0507041629247,28.3840503682807,27.8111695558845,2.18,2.27,2.24,2.51,1.44,1.38,1.41,1.38,1.43,1.39,1.15,0.93,1.99,2.05,2.03,2.23,5,6
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.301,-0.93,-0.579,1.6,0,0,0,0,0,0,108317,0.853699092903226,0.357103257064516,0.1017627053,1.99863009051613,0.144666666666667,0.14,0.151,0.157,1.39287746736842,0.851553920692308,0.436125879857143,4.13050218706667,0.387096774193548,0.580645161290323,0.766666666666667,0.516129032258065,0,0,0,0,40.8758960433691,36.3465650810743,38.7712960932233,42.4404014104732,1.1,1.87,2.46,2.38,1.6,1.52,1.34,1.07,1.08,0.8,0.52,0.48,1.23,1.79,2.18,2.05,1,7
8,12,2,7,2,0,0,5,0,0,0,0,0,0,0,0.784,-1.65,-0.991,0.045,0,0,0,0,0,0,237308,0.746501664354839,0.567248428935484,0.4372541891,2.39442300096774,0.335333333333333,0.387333333333333,0.477333333333333,0.377,2.57128351055556,2.198087662125,2.1862709455,4.36630076647059,0.709677419354839,0.741935483870968,0.8,0.451612903225806,2,8,1,2,31.9773881240205,30.416276086221,29.2697540231003,31.2660180768257,2.01,2.18,2.07,2.23,1.47,1.46,1.46,1.33,1.31,1.15,0.86,0.49,1.88,2,1.92,2,12,8
9,63,79,27,33,17,16,16,30,2,0,1,0,0,0,0.239,-1.273,-0.735,-0.174,0,0,0,0,0,0,1844955,1.0021091516129,1.0649425483871,0.567307612,2.00014158709677,0.330333333333333,0.4485,0.5035,0.394333333333334,5.17756395,5.50220316666667,3.403845672,20.6681297333333,0.806451612903226,0.806451612903226,0.833333333333333,0.903225806451613,51,24,39,79,32.5431890241464,30.9397205675368,29.0147275470088,32.001132171186,2.015,2.16,2.11,2.4,1.5,1.495,1.52,1.36,1.535,1.44,1.01,0.6,1.885,1.99,1.965,2.14,3,9
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.514,-0.115,-0.446,1.7,0,0,0,1,1,0,17308,0.0489383310322581,0,0.0101127015,1.47951565416129,0.114,0.119,0.128,0.127,0.168565362444444,0,0.1516905225,2.54805473772222,0.709677419354839,1,0.933333333333333,0.419354838709677,0,0,0,0,36.6149444121351,35.1040226081511,37.2799132203133,41.3397315368183,1.16,1.56,1.84,1.39,1.32,1.12,1.11,1.1,0.4,0.41,0.41,0.46,1.2,1.45,1.66,1.32,4,10
