id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689,0.672,0.593,-0.292,0,0,0,0,0,0,42239,2.55069535219355,2.6706301448,0.686330369129032,0,0.237750336806452,0.1459796575,0.163784205806452,0.166236480888889,4.941972244875,2.86138944085714,3.03946306328571,0,0.483870967741935,0.0666666666666667,0.774193548387097,1
2,17,82,4,3,1,1,12,78,0,0,0,0,0,0,0.123,0.1,0.69,-0.475,0,0,0,0,0,0,266816,2.67110678951613,2.83254866516667,0.294844663612903,0,0.24849922016129,0.124834668266667,0.165462210032258,0.202765397037037,4.60023947083333,2.93022275706897,1.01557606355556,0,0.419354838709677,0.0333333333333333,0.709677419354839,1
3,12,30,5,21,1,1,4,8,0,0,0,0,2,0,2.033,1.123,2.383,-0.265,0,0,0,1,1,1,192838,5.71051827445161,6.680593061,2.74097746609677,0.117215714892857,0.313701425290323,0.231758623266667,0.179905412580645,0.220611574074074,7.3760861045,6.680593061,4.04620483090476,0.6564080034,0.225806451612903,0,0.32258064516129,0.821428571428571
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.374,1.355,0.809,0.21,0,0,0,1,1,1,198315,3.81397092367742,7.38668301523333,1.83894933954839,0.0862050126428571,0.286764298709677,0.2075662312,0.155458916354839,0.203714633925926,6.95488815494118,7.64139622265517,3.562964345375,0.402290059,0.451612903225806,0.0333333333333333,0.483870967741935,0.785714285714286
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.979,1.008,2.08,-0.171,0,0,0,1,1,0,62807,9.94257295322581,5.107381624,2.44614341854839,0.04483992625,0.280912263,0.2380091645,0.197568716741935,0.25286403037037,16.2220927131579,5.89313264307692,3.99107610394737,0.156939741875,0.387096774193548,0.133333333333333,0.387096774193548,0.714285714285714
6,7,16,5,16,0,0,2,0,0,0,0,0,0,0,1.676,1.199,0.981,-0.163,0,0,0,1,1,0,352929,4.65359378370968,7.24619281133333,1.6450337956129,0.00703204160714286,0.314694121290323,0.200499716333333,0.210387065129032,0.235376042222222,9.0163379559375,7.24619281133333,4.63600433309091,0.0656323883333333,0.483870967741935,0,0.645161290322581,0.892857142857143
7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6,0.799,-0.689,-0.257,0,0,0,1,1,0,108317,1.99863009051613,3.039802174,0.13359172,0.0363723964285714,0.120691774516129,0.095338283,0.11095248883871,0.109012378481482,4.13050218706667,3.14462293862069,0.414134332,1.0184271,0.516129032258065,0.0333333333333333,0.67741935483871,0.964285714285714
8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.045,0.294,0.613,-0.338,0,0,0,0,0,0,237308,2.39442300096774,2.56973494813333,0.462799985032258,0,0.257340702612903,0.145089739133333,0.187555850677419,0.232320650740741,4.36630076647059,3.35182819321739,1.59408883733333,0,0.451612903225806,0.233333333333333,0.709677419354839,1
9,85,103,44,44,23,22,16,37,0,0,0,0,2,0,-0.174,0.149,0.33,-0.499,0,0,0,0,0,0,1844955,2.00014158709677,2.04081855233333,0.12842156,0,0.17012269483871,0.133761368733333,0.157308353741935,0.169006241296296,20.6681297333333,5.56586877909091,1.32702278666667,0,0.903225806451613,0.633333333333333,0.903225806451613,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,-1.121,-0.437,-0.205,0,0,0,1,1,0,17308,1.47951565416129,0.3052307185,0,0,0.0947560814516129,0.1200843647,0.140197360677419,0.136420155037037,2.54805473772222,0.704378581153846,0,0,0.419354838709677,0.566666666666667,1,1
11,5,1,3,0,0,0,1,0,0,0,0,0,1,1,1.919,1.237,1.198,-0.34,0,0,0,1,1,0,82812,6.15491334032258,5.04236092033333,0.274327843,0.000221622142857143,0.240614767612903,0.143919787633333,0.191334999354839,0.218342550740741,8.67283243409091,6.0508331044,1.21488044757143,0.00620542,0.290322580645161,0.166666666666667,0.774193548387097,0.964285714285714
12,5,14,2,3,1,1,1,10,1,0,0,0,0,0,0.458,1.727,-0.264,-0.346,0,0,0,0,0,0,262969,2.56514824512903,3.76382694566667,0.155296442580645,0,0.209633763032258,0.148462925466667,0.180065736774194,0.195974295925926,4.18524187363158,4.0326717275,0.534909968888889,0,0.387096774193548,0.0666666666666667,0.709677419354839,1
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701,1.759,0.386,0.284,0,0,0,0,0,0,92924,1.94705270451613,6.10099546833333,1.16338960806452,0.0379784930357143,0.262267924387097,0.165880832633333,0.182833064193548,0.201135305925926,8.62266197714286,7.03961015576923,4.00723087222222,0.26584945125,0.774193548387097,0.133333333333333,0.709677419354839,0.857142857142857
14,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1.989,0.574,-0.42,-0.28,0,0,0,1,1,0,196777,3.04375180029032,2.81788263666667,0.00810384567741936,0,0.104369882516129,0.0819709093,0.107251321612903,0.103568543888889,4.10244807865217,2.81788263666667,0.125609608,0,0.258064516129032,0,0.935483870967742,1
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0.715,-0.647,-0.103,0,0,0,1,0,0,445645,3.12311214693548,3.435311236,0.431102068064516,0.133728998928571,0.177431693903226,0.108550226833333,0.13304635216129,0.152719812592593,5.37869314194444,3.81701248444444,1.02801262384615,1.24813732333333,0.419354838709677,0.1,0.580645161290323,0.892857142857143
16,6,2,2,1,2,0,0,0,0,0,1,0,1,1,2.017,-0.742,-0.54,-0.293,0,0,0,1,1,1,524975,1.11177622816129,0.5722524623,0.01120324,0,0.120621678612903,0.136290114533333,0.155118824193548,0.159415634444444,1.72325315365,1.0729733668125,0.17365022,0,0.354838709677419,0.466666666666667,0.935483870967742,1
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,0.77,0.781,-0.108,0,0,0,1,1,1,121846,9.91404992483871,6.29665669496667,1.01273364735484,0.0212884422857143,0.332349897935484,0.221345704566667,0.19966039483871,0.258855681851852,12.8056478195833,6.74641788746429,2.414980236,0.198692128,0.225806451612903,0.0666666666666667,0.580645161290323,0.892857142857143
18,7,41,5,40,1,1,0,0,0,0,0,0,1,0,0.523,1.192,-0.172,-0.358,0,0,0,0,0,0,154600,2.74021942716129,3.31998718766667,0.323275114032258,4.545175e-05,0.300763085806452,0.1744406835,0.19150181916129,0.211431758888889,4.47088432852632,3.31998718766667,0.770886810384615,0.001272649,0.387096774193548,0,0.580645161290323,0.964285714285714
19,3,0,1,0,0,0,0,0,0,0,2,0,0,0,1.152,0.974,-0.525,-0.352,0,0,0,1,0,0,514676,3.45660810941935,2.289184551,0.154656043354839,0,0.192240739225806,0.1316723161,0.170853411612903,0.184553187037037,4.65890658226087,2.7470214612,0.532704149333333,0,0.258064516129032,0.166666666666667,0.709677419354839,1
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.318,0.908,-0.345,-0.277,0,0,0,0,0,0,72629,1.94020680764516,1.01616829846667,0.0447073576774194,0,0.17328558116129,0.1366046111,0.169138187258065,0.180244651481481,3.00732055185,1.45166899780952,0.197989726857143,0,0.354838709677419,0.3,0.774193548387097,1
21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.066,2.433,-0.455,-0.306,0,0,0,0,0,0,93629,2.00645735658064,2.57455468753333,0.131373664548387,0,0.220711364806452,0.1713722405,0.186226863032258,0.203091027407407,3.887511128375,3.51075639209091,0.509072950125,0,0.483870967741935,0.266666666666667,0.741935483870968,1
22,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1.023,0.663,0.872,-0.443,0,0,0,1,0,0,220467,4.69388942058064,5.80147852,0.872973846516129,0.00194128210714286,0.344636051612903,0.242497603633333,0.220425766935484,0.251514175555556,7.2755286019,6.21586984285714,1.80414594946667,0.018118633,0.354838709677419,0.0666666666666667,0.516129032258065,0.892857142857143
