id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,cdi0,cdi1,cdi2,cdi3,region,clans
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.218,1.219,-0.793,-0.294,1,0,0,0,0,0,41060,0.0762325748387097,3.01123493983333,1.09211460148387,0.0021312505,0.320333333333333,0.264,0.206666666666667,0.173666666666667,0.393868303333333,6.02246987966667,4.23194408075,0.063937515,0.806451612903226,0.5,0.741935483870968,0.966666666666667,0,0,0,0,36.4456978837052,37.1448074854994,36.8380606820699,37.6129773022571,0.95,0.83,0.56,0.82,0.8,1.01,1.24,1.15,0.38,0.37,0.35,0.34,0.91,0.88,0.73,0.9,12,1
2,18,52,10,32,4,7,3,13,0,0,1,0,0,0,-1.234,0.229,-0.607,-1.377,1,0,0,0,0,0,259365,0.0278332986451613,2.75808846853333,1.07172037096774,0.00539478266666667,0.381,0.253333333333333,0.234,0.249666666666667,0.2157080645,6.36481954276923,16.61166575,0.08092174,0.870967741935484,0.566666666666667,0.935483870967742,0.933333333333333,0,0,13,52,37.4971257724445,39.4024253997731,41.1702605537393,39.0365976364194,0.72,0.6,0.34,0.45,0.48,0.49,0.53,0.54,0.34,0.35,0.4,0.41,0.66,0.58,0.39,0.48,10,2
3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,-1.106,0.365,-0.423,0.298,1,0,0,0,0,0,187453,0.0608103801935484,4.78973224356667,1.32435164429032,0.626022125,0.456666666666667,0.299666666666667,0.262666666666667,0.296333333333333,0.23564022325,7.98288707261111,4.1054900973,3.130110625,0.741935483870968,0.4,0.67741935483871,0.8,0,0,0,0,38.1185867384538,37.0353358184717,42.7151494671615,38.9239869861516,0.41,0.5,0.61,0.9,0.44,0.48,0.52,0.55,0.46,0.49,0.54,0.76,0.42,0.49,0.58,0.82,9,3
4,3,1,0,0,1,1,1,0,0,0,0,0,1,0,-1.078,0.89,-0.426,0.114,1,0,0,0,0,0,192777,0.0365821192580645,5.47968197546667,1.46281404593548,0.290425049,0.476666666666667,0.307333333333333,0.235,0.250333333333333,0.162006528142857,10.274403704,3.48824887876923,2.1781878675,0.774193548387097,0.466666666666667,0.580645161290323,0.866666666666667,0,1,1,1,37.6147754188886,34.8681802216887,40.7110485680954,38.6325310757973,0.82,0.74,0.57,0.8,0.56,0.58,0.61,0.59,0.79,0.79,0.96,0.93,0.75,0.7,0.58,0.75,7,4
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.141,0.106,-0.396,-0.302,1,0,0,0,0,0,61053,0.328566427290323,3.75909192526667,1.16415013035484,0.8059049095,0.565333333333333,0.451666666666667,0.457333333333333,0.535,0.925959931454545,6.63369163282353,2.57776100292857,3.022143410625,0.645161290322581,0.433333333333333,0.548387096774194,0.733333333333333,0,0,0,0,35.5721129183338,32.9600407973239,36.4528770160847,33.0640955887155,0.4,0.51,0.47,0.49,0.54,0.6,0.59,0.56,0.64,0.96,1.14,1.19,0.44,0.53,0.5,0.51,9,5
6,8,22,1,1,4,21,1,0,0,0,0,0,2,0,-0.741,1.064,-0.737,0.001,0,0,0,0,0,0,343074,0.000386454677419355,3.12438097693333,1.73495287174194,0.267721541533333,0.548,0.446333333333333,0.314,0.286,0.0059900475,7.21010994676923,4.13719530953846,1.33860770766667,0.935483870967742,0.566666666666667,0.580645161290323,0.8,21,4,5,22,35.8556568936018,33.4027760910007,35.5319125120428,36.7859428876857,0.9,0.74,0.41,0.5,0.59,0.63,0.94,1.08,0.84,0.84,1.06,1.23,0.82,0.71,0.54,0.65,5,6
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.953,-0.858,-0.661,1.439,0,0,0,0,0,0,105293,0.0580544101290323,0.0146531906666667,0.259856211290323,1.30821110583333,0.142333333333333,0.148,0.152333333333333,0.132,0.22496083925,0.146531906666667,0.6712952125,1.78392423522727,0.741935483870968,0.9,0.612903225806452,0.266666666666667,0,0,0,0,36.500364998065,40.3310085742845,44.318207495074,43.5900736234239,0.49,0.68,0.95,0.65,0.7,0.94,1.19,1.3,0.52,0.52,0.48,0.44,0.55,0.74,1.01,0.81,1,7
8,3,4,2,4,0,0,0,0,0,0,0,0,1,0,-1.372,0.392,-0.438,-0.893,1,0,0,0,0,0,230681,0.0203648386774194,2.8737091405,1.42262559354839,0,0.377,0.284333333333333,0.236333333333333,0.266333333333333,0.0901871427142857,6.15794815821429,22.0506967,0,0.774193548387097,0.533333333333333,0.935483870967742,1,0,0,2,4,35.1929227607436,36.3257431036177,36.5312843454506,36.3459223748035,0.82,0.69,0.34,0.42,0.81,0.95,0.82,0.55,0.39,0.4,0.4,0.4,0.82,0.75,0.46,0.45,12,8
9,42,64,13,15,11,13,14,36,1,0,0,0,3,0,-1.131,-0.073,-0.382,-1.582,1,0,0,0,0,0,1793435,0.0210316058064516,2.10786257333333,0.898412451612903,0,0.379,0.268833333333333,0.235166666666667,0.258,0.32598989,12.64717544,27.850786,0,0.935483870967742,0.833333333333333,0.967741935483871,1,1,3,23,64,36.3450242665941,37.8640842516954,38.8507724495949,37.6912600056115,0.77,0.645,0.34,0.435,0.645,0.72,0.675,0.545,0.365,0.375,0.4,0.405,0.74,0.665,0.425,0.465,3,9
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.704,-0.802,0.123,1.046,0,0,0,0,0,0,16824,0.174606113612903,0.168354495666667,0.708076988387097,0.216972160433333,0.151666666666667,0.149,0.132333333333333,0.122333333333333,1.0825579044,1.010126974,1.82919888666667,0.6509164813,0.838709677419355,0.833333333333333,0.612903225806452,0.666666666666667,0,0,0,0,35.2760137051442,37.8916765243631,41.5603474502905,40.6311785702318,0.21,0.26,0.5,1.02,0.65,0.62,0.62,0.85,0.59,0.6,0.57,0.8,0.32,0.35,0.53,0.98,4,10
11,2,2,0,0,2,2,0,0,0,0,0,0,0,0,-0.804,0.52,-0.416,-0.634,0,0,0,0,0,0,80500,0,1.75234870756667,0.657426623225806,0.3243909912,0.336666666666667,0.227,0.224333333333333,0.272,0,4.04388163284615,4.076045064,2.432932434,1,0.566666666666667,0.838709677419355,0.866666666666667,1,1,2,2,38.157098127105,37.9890897723457,40.7715848074576,38.8330789671989,0.91,0.75,0.62,0.97,0.46,0.47,0.48,0.47,0.29,0.32,0.34,0.34,0.8,0.68,0.59,0.84,10,11
