id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,pdi0_p1,pdi0_p2,pdi0_p3,pdi0_p4,tdi0_p1,tdi0_p2,tdi0_p3,tdi0_p4,vdi0_p1,vdi0_p2,vdi0_p3,vdi0_p4,cdi0,cdi1,cdi2,cdi3,region,pop14,popurban14,poprural14,clans
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.428,-0.71,0.57,-0.314,0,0,0,1,1,1,44730,1.61096250290323,0.253163757666667,1.74286023854839,1.620722812,0.209,0.234,0.482666666666667,0.332333333333333,4.993983759,0.632909394166667,4.15605133807692,2.70120468666667,0.67741935483871,0.6,0.580645161290323,0.4,0,0,0,0,35.4947893485496,34.2079531393568,35.9752588797075,38.5004205395873,3.25,1.89,1.81,3.61,0.56,0.84,1.08,1.15,1.06,1.45,1.82,1.74,0.6,1,1,1,0.56,0.56,0,0,0.6,1,1,1,2.58,1.63,1.62,2.99,12,37781,7183,30598,Hawiye
2,9,8,6,3,0,0,2,5,1,0,0,0,0,0,2.454,-1.123,0.711,-0.678,0,0,0,1,1,1,282548,1.83554871483871,0.448665043933333,2.74977478967742,1.67487935766667,0.303666666666667,0.352333333333333,0.432333333333333,0.273333333333333,4.06442929714286,0.961425094142857,4.73572324888889,2.5123190365,0.548387096774194,0.533333333333333,0.419354838709677,0.333333333333333,8,8,3,8,34.0329359126201,34.5473545908184,35.5737427882546,40.6073251803073,3.15,2.2,1.99,2.76,0.59,0.66,0.99,1.22,0.93,1.2,1.33,1.34,0.6,1,1,1,0.59,0.59,0,0,0.6,0.93,1,0,2.51,1.81,1.74,2.38,10,238655,61604,152241,Hawiye
3,4,0,3,0,0,0,1,0,0,0,0,0,0,0,2.12,-0.069,-0.578,2.079,0,0,0,1,1,1,204208,1.58247639880645,1.11085695286667,1.31910563606452,7.96683876046667,0.452,0.427666666666667,0.645,0.499333333333333,2.044032015125,1.58693850409524,1.94725117704762,8.85204306718519,0.225806451612903,0.3,0.32258064516129,0.1,0,4,0,0,33.1286617569342,34.4815109644414,33.7908793999622,36.7328267028447,2.57,2.1,1.89,2.83,0.57,0.56,0.65,1.01,1.47,1.48,1.76,1.76,0.6,1,1,1,0.57,0.57,0,0,0.6,1,1,1,2.07,1.71,1.58,2.38,9,172485,34783,124702,Daarood
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.834,-0.489,-0.373,1.445,0,0,0,1,1,0,210008,0.690712317580645,0.275962675933333,0.649344619612903,6.72687215783333,0.305666666666667,0.322666666666667,0.612,0.465666666666667,1.019622945,0.636836944461538,1.43783451485714,8.0722465894,0.32258064516129,0.566666666666667,0.548387096774194,0.166666666666667,0,0,0,0,34.0506092885631,35.6414230408517,35.1760964752355,35.6569462107044,2.07,1.76,1.74,2.93,0.57,0.81,1.15,1.28,1.43,1.46,1.8,1.53,0.6,1,1,1,0.57,0.57,0,0,0.6,1,1,1,1.69,1.52,1.6,2.52,7,177384,30369,129015,Daarood
5,5,1,5,1,0,0,0,0,0,0,0,0,0,0,2.647,-0.478,0.109,1.602,0,0,0,1,1,1,66510,2.62730894345161,1.36784498176667,3.92302209009677,7.25424155103333,0.627333333333333,0.706,0.721333333333333,0.618333333333333,3.39360738529167,2.15975523436842,5.79112784728571,7.77240166182143,0.225806451612903,0.366666666666667,0.32258064516129,0.0666666666666667,1,5,1,1,28.9807503823554,27.4295809319679,28.8506680712844,32.1806164372631,2.63,2,1.92,2.5,1.13,1.31,1.19,1.26,1.76,1.8,1.74,1.83,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,2.26,1.83,1.74,2.19,9,56178,11483,44095,Daarood
6,13,25,9,14,1,1,2,10,0,0,0,0,1,0,1.294,-0.382,0.362,0.925,0,0,0,1,0,0,373739,0.972364025870968,0.390197405033333,2.07134896867742,5.81098355586667,0.350666666666667,0.442333333333333,0.711666666666667,0.524,1.67462693344444,0.7316201344375,3.37956936994737,7.57954376852174,0.419354838709677,0.466666666666667,0.387096774193548,0.233333333333333,14,6,9,25,32.4742831471716,31.5723394603976,32.2161129444271,35.9849843388193,2.4,1.99,1.87,2.31,0.56,0.59,0.65,0.69,1.54,1.62,1.76,1.81,0.6,1,1,1,0.56,0.56,0,0,0.6,1,1,1,1.94,1.64,1.57,1.91,5,315679,36576,258433,Reewin
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.053,-0.443,0.905,0,0,0,0,0,0,114704,0.910936984354839,0.289710996133333,0.424980163774194,2.66303772893333,0.127666666666667,0.158,0.236,0.205,2.01707475107143,0.54320811775,0.774963828058823,3.9945565934,0.548387096774194,0.466666666666667,0.451612903225806,0.333333333333333,0,0,0,0,42.8696047400612,44.6467531536699,45.7147660686981,40.2361772608126,4.04,3.87,3.62,5.12,0.58,0.87,1.15,1.18,2.17,2.32,2.37,2.23,0.6,1,1,1,0.58,0.58,0,0,0.6,1,1,1,3.17,3.12,3,4.13,1,96885,4243,92642,Dir
8,6,14,4,11,1,3,1,0,0,0,0,0,0,0,2.56,-1.163,0.159,-0.768,0,0,0,1,1,1,251300,1.97293977254839,0.454452780466667,1.88881409716129,1.29375318243333,0.339,0.379666666666667,0.510666666666667,0.296666666666667,4.3686523535,1.13613195116667,3.44430805952941,2.28309385135294,0.548387096774194,0.6,0.451612903225806,0.433333333333333,6,4,4,14,30.4506196777905,31.7075368956743,33.6869105263158,38.9908272038148,3.76,2.4,2.29,3.52,1.14,1.14,1.14,1.15,1.52,1.55,1.56,1.43,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,3.1,2.08,2,2.93,12,212261,25295,164746,Hawiye
9,34,25,11,5,11,9,10,11,2,0,0,0,0,0,2.98,-0.858,0.896,-1.001,0,0,0,1,1,1,1953738,3.42808978612903,0.823784290233333,2.55509955903226,0.869712906666667,0.321333333333333,0.366,0.4715,0.285,11.8078648188889,2.05946072558333,6.60067386083333,3.72734102857143,0.709677419354839,0.6,0.612903225806452,0.766666666666667,19,19,16,25,32.2417777952053,33.1274457432463,34.6303266572852,39.7990761920611,3.455,2.3,2.14,3.14,0.865,0.9,1.065,1.185,1.225,1.375,1.445,1.385,0.6,1,1,1,0.6,0.865,1,0,0.6,1,1,1,2.805,1.945,1.87,2.655,3,1650228,1280939,0,Hawiye
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.229,0.24,0.911,1.583,0,0,0,0,0,0,18328,0.000107700870967742,0.0345929697,0.940939322806452,1.29320780876667,0.140666666666667,0.170333333333333,0.187,0.173,0.0016693635,0.129723636375,2.0835085005,3.8796234263,0.935483870967742,0.733333333333333,0.548387096774194,0.666666666666667,0,0,0,0,39.4403962950038,40.7547411695791,41.8689592255154,41.2565651137092,1.25,1.13,3.86,5.45,0.5,0.8,1.1,1.12,2.24,2.43,2.54,2.39,0.6,1,1,1,0.5,0.5,0,0,0.6,1,1,1,1.06,1.05,3.17,4.37,4,15481,4360,11121,Daarood
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0.496,-0.451,-0.609,0,0,0,1,1,1,87695,2.63744634612903,2.34529051173333,1.92082426483871,1.9595250579,0.558333333333333,0.565666666666667,0.534666666666667,0.303666666666667,4.80946098411765,4.3974197095,3.96970348066667,3.9190501158,0.451612903225806,0.466666666666667,0.516129032258065,0.5,0,0,0,0,29.0349240452767,30.5165715372907,32.5491402470674,40.6907659220673,4.46,3.31,2.56,2.59,1.11,1.12,1.22,1.17,1.8,1.81,1.59,1.25,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,3.63,2.76,2.23,2.24,10,74072,12296,48136,Hawiye
12,9,7,4,4,4,3,0,0,1,0,0,0,0,0,4.887,-0.393,0.861,0.416,0,0,0,1,1,1,278475,0.638314876580645,0.066663534,2.32351625448387,2.53399739676667,0.222333333333333,0.288666666666667,0.494,0.387,1.09932006522222,0.2499882525,4.23700022876471,4.22332899461111,0.419354838709677,0.733333333333333,0.451612903225806,0.4,1,1,6,7,38.7896724495948,36.2733585025236,36.8177655926458,39.9973972989341,3.8,3.31,3.39,5.27,0.61,0.95,1.26,1.53,1.99,2.14,2.34,2.4,0.6,1,1,1,0.6,0.61,1,0,0.6,1,1,1,3,2.72,2.86,4.34,8,235214,31874,170930,Hawiye
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.553,0.662,-0.028,1.515,0,0,0,1,1,0,98403,0.228762582419355,0.106844278433333,0.760466563322581,5.143025749,0.287,0.275333333333333,0.611,0.353666666666667,0.886455006875,0.356147594777778,2.3574463463,9.07592779235294,0.741935483870968,0.7,0.67741935483871,0.433333333333333,0,0,0,0,34.8086212278876,36.4087380330723,37.266566822673,38.4006919000571,2.31,2.37,2.43,3.14,0.83,0.6,0.68,1.06,2.26,2.28,2.4,2.38,0.6,1,1,1,0.6,0.83,1,0,0.6,1,1,1,1.94,1.93,2,2.62,7,83116,26920,43636,Daarood
14,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1.523,0.553,0.059,1.926,0,0,0,1,1,0,208379,0.244423302419355,0.139727065933333,0.980748855290323,3.96205081,0.113333333333333,0.122333333333333,0.193333333333333,0.161666666666667,0.420951243055556,0.279454131866667,1.38196429609091,6.2558697,0.419354838709677,0.5,0.290322580645161,0.366666666666667,0,0,1,2,42.9123854328938,44.514524646346,47.5703533896992,42.4869343600177,2.76,2.6,2.65,5.37,0.57,0.87,1.16,1.4,2.47,2.6,2.65,2.41,0.6,1,1,1,0.57,0.57,0,0,0.6,1,1,1,2.21,2.17,2.28,4.38,18,176008,73971,101447,Dir
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488,-0.37,-0.297,0.508,0,0,0,0,0,0,471921,2.3587092816129,0.615155425833333,0.972750492806452,2.9247493895,0.175,0.25,0.329,0.221333333333333,5.22285626642857,1.23031085166667,1.50776326385,4.61802535184211,0.548387096774194,0.5,0.354838709677419,0.366666666666667,0,0,0,0,37.3718212514509,37.3023622454363,38.5943215001734,39.3206349583202,4.62,4.45,4.1,4.37,0.69,0.93,0.81,0.88,1.85,2.34,2.38,2.4,0.6,1,1,1,0.6,0.69,1,0,0.6,1,1,1,3.64,3.57,3.28,3.5,1,398609,271045,127504,Dir
16,4,2,0,0,0,0,4,2,0,0,0,0,0,0,-0.64,2.747,1.642,2.683,0,0,0,0,0,0,555929,0.00976656419354839,0.442277191833333,0.953872457064516,1.693573969,0.156,0.186666666666667,0.191666666666667,0.185333333333333,0.0275239536363636,0.884554383666667,1.8481278855625,3.387147938,0.645161290322581,0.5,0.483870967741935,0.5,2,4,1,2,37.625325803649,38.3974810587262,42.4099167907359,39.3059802030406,2.18,2.02,2.65,4.92,0.51,0.82,1.05,0.94,2.53,2.55,2.36,2.17,0.6,1,1,1,0.51,0.51,0,0,0.6,1,1,1,1.76,1.72,2.25,3.93,4,469566,394831,25735,Daarood
