id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,pdi0_p1,pdi0_p2,pdi0_p3,pdi0_p4,tdi0_p1,tdi0_p2,tdi0_p3,tdi0_p4,vdi0_p1,vdi0_p2,vdi0_p3,vdi0_p4,cdi0,cdi1,cdi2,cdi3,region,pop14,popurban14,poprural14,clans
1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0.249,-1.29,0.216,-0.292,0,0,0,0,0,0,43463,2.0259631936129,0.878638281,0.583545948225807,0,0.33,0.233666666666667,0.206333333333333,0.214333333333333,2.85476631827273,2.39628622090909,3.01498739916667,0,0.290322580645161,0.633333333333333,0.806451612903226,1,1,2,1,1,34.841291130682,39.9281276368035,40.4397033429519,39.1870013547099,1.44,1.09,1.13,0.92,0.58,0.55,0.58,0.83,0.56,0.55,0.57,0.59,0.6,1,1,1,0.58,0.58,0,0,0.56,0.56,0,0,1.23,0.96,0.99,0.89,12,37781,7183,30598,Hawiye
2,27,45,15,30,3,2,9,13,0,0,0,0,0,0,-0.641,-1.087,0.307,-0.479,0,0,0,0,0,0,274549,1.77263688303226,1.015185074,0.210469268064516,0,0.324666666666667,0.243,0.222666666666667,0.232,2.497806517,4.35079317428571,2.17484910333333,0,0.290322580645161,0.766666666666667,0.903225806451613,1,22,15,10,45,35.7411797900793,43.455011028026,42.6768855853401,40.8057793579169,1.22,0.92,1.16,0.95,0.53,0.49,0.51,0.51,0.51,0.51,0.53,0.55,0.6,1,1,1,0.53,0.53,0,0,0.51,0.51,0,0,1.05,0.81,1,0.84,10,238655,61604,152241,Hawiye
3,6,0,5,0,0,0,1,0,0,0,0,0,0,0,1.2,-0.9,-0.724,0.18,0,0,0,1,0,0,198427,4.6399092156129,2.7045093104,0.250429348129032,0.169361309928571,0.461333333333333,0.301333333333333,0.277666666666667,0.274,5.53219944938462,5.070954957,0.646942482666667,0.316141111866667,0.161290322580645,0.466666666666667,0.612903225806452,0.464285714285714,0,4,0,0,31.8276431453603,40.3485732211064,41.9180250706723,40.2538278526864,1.35,0.85,0.92,0.88,0.71,0.49,0.52,0.55,0.49,0.52,0.56,0.59,0.6,1,1,1,0.6,0.71,1,0,0.49,0.49,0,0,1.19,0.76,0.82,0.8,9,172485,34783,124702,Daarood
4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.474,-1.026,-0.614,0.116,0,0,0,0,0,0,204063,2.08438161767742,2.57539014493333,0.40417055883871,0.0654821033571429,0.407,0.328,0.254666666666667,0.252333333333333,3.58976834155556,7.02379130436364,3.132321831,0.22918736175,0.419354838709677,0.633333333333333,0.870967741935484,0.714285714285714,0,0,1,1,33.3297407988943,38.7292644596053,43.4017984819453,41.2946466617542,1.69,1.22,1.09,0.87,0.54,0.57,0.59,0.92,0.6,0.68,0.72,1.02,0.6,1,1,1,0.54,0.54,0,0,0.6,0.6,0,0,1.4,1.06,0.96,0.89,7,177384,30369,129015,Daarood
5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.165,-1.061,-0.902,0.121,0,0,0,0,0,0,64627,5.15339408545161,2.16094489033333,0.156279587806452,0.0613245413571429,0.575,0.414666666666667,0.404,0.411,5.50880057410345,3.08706412904762,0.538296358,0.156098832545455,0.0645161290322581,0.3,0.709677419354839,0.607142857142857,0,0,0,0,29.5291013793588,35.7564704661385,36.9715378664235,36.2909986130759,0.86,0.77,0.86,0.94,0.75,0.51,0.52,0.55,0.52,0.57,0.62,0.64,0.6,0.86,1,0,0.6,0.75,1,0,0.52,0.52,0,0,0.83,0.71,0.78,0.84,9,56178,11483,44095,Daarood
6,12,8,9,8,1,0,2,0,0,0,0,0,0,0,1.329,-1.332,-0.789,-0.407,0,0,0,1,0,0,363157,4.16482728064516,1.84762077413333,0.157763482032258,0,0.487,0.308333333333333,0.261666666666667,0.263333333333333,5.61346285652174,4.263740248,1.22266698575,0,0.258064516129032,0.566666666666667,0.870967741935484,1,3,7,5,8,31.4461844154983,40.00696967061,42.4653330813304,40.757152222658,1.2,0.45,0.54,0.86,0.54,0.55,0.58,0.84,0.54,0.59,0.67,0.67,0.6,1,1,1,0.54,0.54,0,0,0.54,0.54,0,0,1.04,0.48,0.55,0.85,5,315679,36576,258433,Reewin
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227,-1.221,-0.965,-0.477,0,0,0,1,0,0,111457,1.83631094032258,0.481676971866667,0.0012313365483871,0,0.132666666666667,0.126,0.128,0.137333333333333,3.16253550833333,1.11156224276923,0.038171433,0,0.419354838709677,0.566666666666667,0.967741935483871,1,0,0,0,0,44.5173622677814,43.7600416021609,39.7624579147775,37.0211830629256,1.21,0.5,1,1.08,0.84,1.06,1.11,0.91,0.54,0.63,0.69,1.04,0.6,1,1,1,0.6,0.84,1,0,0.54,0.54,0,0,1.12,0.64,1.03,1.04,1,96885,4243,92642,Dir
8,7,48,3,36,0,0,3,12,0,0,0,0,1,0,-0.502,-1.194,-0.684,-0.338,0,0,0,0,0,0,244185,1.67912326216129,0.746535904266667,0.167368144387097,0,0.360333333333333,0.237333333333333,0.229,0.244666666666667,2.73962216457895,2.48845301422222,1.72947082533333,0,0.387096774193548,0.7,0.903225806451613,1,20,3,5,48,33.5548831217365,40.1105094344216,39.7112665056138,38.6718324537197,1.29,0.88,1.25,1.03,1,0.94,0.79,0.58,0.51,0.49,0.51,0.52,0.6,1,1,1,0.6,1,1,0,0.51,0.51,0,0,1.22,0.9,1.14,0.92,12,212261,25295,164746,Hawiye
9,82,62,33,15,29,30,17,17,3,0,0,0,0,0,-0.822,-1.07,-0.358,-0.499,0,0,0,0,0,0,1898422,1.43786930322581,0.579526816666667,0.0153177380645161,0,0.3425,0.240166666666667,0.225833333333333,0.238333333333334,11.1434871,2.89763408333333,0.47484988,0,0.870967741935484,0.8,0.967741935483871,1,48,33,38,62,34.6480314559079,41.7827602312238,41.1940760454769,39.7388059058183,1.255,0.9,1.205,0.99,0.765,0.715,0.65,0.545,0.51,0.5,0.52,0.535,0.6,1,1,1,0.6,0.765,1,0,0.51,0.51,0,0,1.135,0.855,1.07,0.88,3,1650228,1280939,0,Hawiye
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,-1.723,-0.437,-0.14,0,0,0,0,0,0,17809,0.966372768193548,0.128433427,0,0.000260772035714286,0.127666666666667,0.126333333333333,0.125666666666667,0.129333333333333,2.13982541528571,0.350272982727273,0,0.007301617,0.548387096774194,0.633333333333333,1,0.964285714285714,0,0,0,0,42.867688897281,43.5477015202924,41.0870297697141,37.1895733543044,0.67,0.33,1.47,1.77,0.6,0.59,0.83,1.04,0.45,0.47,0.46,0.47,0.6,0.67,1,0,0.6,0.6,0,0,0.45,0.45,0,0,0.65,0.39,1.31,1.59,4,15481,4360,11121,Daarood
11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.072,-1.229,-0.423,0.319,0,0,0,0,0,0,85212,3.10515418516129,0.56286607,0.0179422064516129,0.00414073014285714,0.228666666666667,0.210666666666667,0.207666666666667,0.214666666666667,6.41731864933333,2.1107477625,0.5562084,0.115940444,0.516129032258065,0.733333333333333,0.967741935483871,0.964285714285714,0,1,0,0,36.5390876289532,42.4319126863186,41.5083342914042,40.3517769330248,1.34,0.53,0.64,0.29,0.39,0.37,0.42,0.46,0.22,0.27,0.31,0.34,0.6,1,1,1,0.39,0.39,0,0,0.22,0.22,0,0,1.1,0.49,0.59,0.33,10,74072,12296,48136,Hawiye
12,5,0,3,0,1,0,0,0,1,0,0,0,0,0,1.107,-1.379,-0.605,-0.338,0,0,0,1,0,0,270590,3.42115116564516,0.589949875333333,0.0312385993870968,7.60424642857143e-05,0.263333333333333,0.200666666666667,0.184666666666667,0.189666666666667,5.30278430675,2.52835660857143,0.138342368714286,0.002129189,0.354838709677419,0.766666666666667,0.774193548387097,0.964285714285714,0,2,0,0,35.9506798158726,43.1601924686448,43.6450466501395,41.4910744544718,1.03,0.34,0.54,0.56,0.78,0.52,0.55,0.84,0.56,0.62,0.7,0.69,0.6,1,1,1,0.6,0.78,1,0,0.56,0.56,0,0,0.97,0.39,0.54,0.63,8,235214,31874,170930,Hawiye
13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.091,-0.915,-0.528,-0.499,0,0,0,1,0,0,95617,2.3510829333871,2.26046741766667,0.311632612903226,0,0.368666666666667,0.278,0.243666666666667,0.240666666666667,8.09817454833333,5.65116854416667,9.660611,0,0.709677419354839,0.6,0.967741935483871,1,0,1,0,0,34.0933936652983,39.8350342287526,45.5868246842554,43.1024058949164,2.11,1.62,1.37,1.12,0.88,0.65,0.97,1.24,1.01,1.34,1.68,1.69,0.6,1,1,1,0.6,0.88,1,0,0.6,1,1,1,1.8,1.38,1.27,1.15,7,83116,26920,43636,Daarood
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979,-1.429,-0.472,-0.28,0,0,0,0,0,0,202480,2.2334184713871,0.6361535617,0,0,0.103333333333333,0.103333333333333,0.106666666666667,0.116,4.07270427135294,1.46804668084615,0,0,0.451612903225806,0.566666666666667,1,1,0,0,0,0,45.9115626690054,44.4033251578328,40.5459680538936,37.3870287266084,0.93,0.56,1.26,1.18,0.88,1.1,1.27,1.06,0.57,0.62,0.67,0.98,0.6,0.93,1,0,0.6,0.88,1,0,0.57,0.57,0,0,0.91,0.69,1.27,1.15,18,176008,73971,101447,Dir
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.136,-1.151,-1.072,-0.632,0,0,0,1,0,0,458560,2.94593179225806,0.922625464266667,0.167614576903226,0.00201286617857143,0.214,0.173,0.157,0.164666666666667,5.07354919777778,1.84525092853333,0.742293126285714,0.0281801265,0.419354838709677,0.5,0.774193548387097,0.928571428571429,0,0,0,0,38.6799315768253,38.8340257026984,38.6028472076831,35.1055130004902,2.68,1.72,2.4,2.26,0.8,0.6,0.62,0.62,0.61,0.74,0.81,1.2,0.6,1,1,1,0.6,0.8,1,0,0.6,0.61,1,0,2.21,1.44,1.96,1.85,1,398609,271045,127504,Dir
