id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,clan,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,cdi0,cdi1,cdi2,cdi3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19,0.931,0.339,-0.355,0,0,0,0,0,0,43463,0.397730104580645,2.677342596,2.75739977122581,0,0.48,0.462333333333333,0.277333333333333,0.183333333333333,1.36995924911111,3.346678245,3.287668958,0,0.709677419354839,0.2,0.161290322580645,1,0,0,0,0,0,33.7409924149791,31.7184410510356,34.9726688094937,37.3739838020688,3.98,3.56,2.68,1.44,1.31,1.33,1.3,1.05,1.51,1.1,0.75,0.69,3.31,3,2.34,1.34
2,25,34,19,30,4,3,2,1,0,0,0,0,0,0,-0.388,0.122,0.262,-1.371,0,0,0,0,0,0,274549,0.384711153870968,2.58550915946667,2.49916177106452,0.00865521966666667,0.5197,0.480333333333333,0.297666666666667,0.239,1.32511619666667,3.37240325147826,3.52154613195454,0.129828295,0.709677419354839,0.233333333333333,0.290322580645161,0.933333333333333,0,15,17,9,34,34.1705867274455,35.0643667261673,37.1252150295414,37.5719780820646,2.97,2.36,2.15,1.13,1.21,1.23,1.08,0.84,1.23,1.04,0.78,0.54,2.53,2.08,1.88,1.06
3,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0.593,2.903,1.571,-0.231,0,0,0,0,0,0,198427,1.86353897903226,11.8681700504667,6.02386671387097,0.525167098833333,0.6157,0.588333333333333,0.405,0.292,3.610606771875,15.4802218049565,6.66928100464286,1.5755012965,0.483870967741935,0.233333333333333,0.0967741935483871,0.666666666666667,1,0,4,0,0,31.0548145588705,32.3163217219068,34.9591736397279,39.8467674548381,3.05,3.25,3.78,1.99,1.41,1.11,0.88,0.55,1.58,1.29,0.92,0.78,2.64,2.71,3.05,1.63
4,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0.448,1.963,1.754,0.695,0,0,0,0,0,0,204063,1.34297393774194,8.299969442,7.57218290158065,0.383721899666667,0.6303,0.149666666666667,0.125666666666667,0.104,2.973728005,12.449954163,8.09440241203448,1.27907299888889,0.548387096774194,0.333333333333333,0.0645161290322581,0.7,1,0,1,1,5,30.2465556859474,31.1220496110624,32.0804461454059,39.4195707203795,3.34,4.02,4.16,1.69,1.55,1.21,0.96,0.83,0.63,0.33,0.45,0.51,2.9,3.31,3.36,1.48
5,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0.954,2.778,0.948,0.177,0,0,0,0,0,0,64627,2.12210794645161,9.001053214,3.5572352096129,0.9704960675,0.681,0.681,0.549666666666667,0.466,3.65474146333333,12.2741634736364,4.24131890376923,2.64680745681818,0.419354838709677,0.266666666666667,0.161290322580645,0.633333333333333,1,0,2,0,0,30.6943119399949,30.0691462763347,32.0018272101223,33.2154995413963,2.35,2.13,2.36,1.37,1.43,1.19,0.9,0.56,1.59,1.37,1.21,1.03,2.12,1.9,1.99,1.17
6,9,11,5,10,0,0,3,1,0,0,0,0,1,0,1.524,2.437,1.963,-0.235,0,0,0,1,1,0,363157,0.570890724354839,4.76074477426667,10.5985700326452,0.220743436,0.6527,0.684666666666667,0.480666666666667,0.267,1.17984083033333,6.20966709686956,10.9518557004,0.509407929230769,0.516129032258065,0.233333333333333,0.032258064516129,0.566666666666667,2,0,3,2,11,30.4075132325875,29.7143487592828,30.332131286403,36.7089390500072,2.84,2.83,3.33,1.61,1.38,1.36,1.19,0.85,1.49,1.19,0.9,0.8,2.47,2.46,2.8,1.42
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.692,1.928,1.36,1.743,0,0,0,1,1,1,111457,0.663124078419355,0.933655344,3.03834355912903,1.36965714233333,0.202,0.192333333333333,0.183666666666667,0.144666666666667,1.58129587930769,1.867310688,6.27924335553333,1.95665306047619,0.580645161290323,0.5,0.516129032258065,0.3,3,0,0,0,0,33.5823460922518,39.4487351850527,38.7496704907801,45.4796742651076,3.98,4.53,2.92,1.81,1.52,1.25,0.98,0.57,1.79,1.46,1.25,1.08,3.37,3.71,2.43,1.5
8,9,29,6,28,1,1,1,0,0,0,0,0,1,0,-0.482,0.045,0.029,-0.869,0,0,0,0,0,0,244185,0.302607266451613,2.33642106726667,2.16839753387097,0.005191251,0.4683,0.449333333333333,0.281333333333333,0.243666666666667,1.34011789428571,3.04750573991304,3.73446241944444,0.077868765,0.774193548387097,0.233333333333333,0.419354838709677,0.933333333333333,0,29,8,6,29,32.9046648510849,33.0963471585923,35.7491788519855,35.8091803133487,2.94,2.67,2.45,1.27,1.28,1.25,1.11,0.89,1.06,0.92,0.63,0.86,2.52,2.31,2.12,1.18
9,34,104,20,17,9,6,4,81,0,0,0,0,1,0,-0.469,-0.315,-0.305,-1.286,0,0,0,0,0,0,1898422,0.217006496774194,1.73245647266667,0.887307903225806,0.0667362966666667,0.494,0.464833333333333,0.2895,0.241333333333334,2.24240046666667,4.72488128909091,9.16884833333333,1.00104445,0.903225806451613,0.633333333333333,0.903225806451613,0.933333333333333,0,93,15,17,104,33.5376257892652,34.0803569423798,36.4371969407634,36.6905791977066,2.955,2.515,2.3,1.2,1.245,1.24,1.095,0.865,1.145,0.98,0.705,0.7,2.525,2.195,2,1.12
10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.689,2.647,0.148,-0.538,0,0,0,1,1,1,17809,4.20025841532258,0.964649222666667,0.768780744612903,0.0474735743666667,0.203,0.161333333333333,0.135333333333333,0.124,10.8506675729167,1.52313035157895,2.64802256477778,0.203458175857143,0.612903225806452,0.366666666666667,0.709677419354839,0.766666666666667,1,0,0,0,0,32.3401788150472,36.1365910307485,41.0779556192764,40.6864949716002,5,2.37,1.95,1.16,1.41,1.16,0.87,0.61,1.34,0.9,0.56,0.74,4.1,2.07,1.68,1.02
