id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.903,-0.447,-0.529,-0.667,0,0,0,0,0,0,39925,0.181375333645161,0.697609228,1.28811672870968,0.000507943966666667,0.244603022580645,0.209219334333333,0.148940394,0.136141494966667,0.702829417875,2.32536409333333,3.63014714454545,0.015238319,0.741935483870968,0.7,0.645161290322581,0.966666666666667
2,24,33,11,27,3,2,9,4,0,0,0,0,1,0,-0.808,-0.031,-0.839,-0.684,0,0,0,0,0,0,252201,0.210814707193548,1.65317010656667,0.826234097290322,0.094562355,0.251884304193548,0.1547725538,0.164994666096774,0.181861203233333,0.726139547,4.9595103197,2.84591744622222,0.94562355,0.709677419354839,0.666666666666667,0.709677419354839,0.9
3,4,14,2,0,0,0,2,14,0,0,0,0,0,0,-0.055,0.208,-0.906,-0.523,0,0,0,0,0,0,182275,1.15983538132258,3.38545724216667,0.541502134967742,0.414820091866667,0.308058666129032,0.206291915,0.137146786096774,0.1096994158,2.56820691578571,4.83636748880952,1.6786566184,1.38273363955556,0.548387096774194,0.3,0.67741935483871,0.7
4,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0.64,0.249,-0.85,-0.496,0,0,0,0,0,0,187452,1.56814861406452,2.9812074917,0.595740925290323,0.201389663833333,0.259181985935484,0.190814083,0.135562359483871,0.1238465783,5.40140078177778,6.38830176792857,2.3084960855,0.755211239375,0.709677419354839,0.533333333333333,0.741935483870968,0.733333333333333
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.452,0.108,-1.011,-0.529,0,0,0,0,0,0,59367,0.910660747354839,3.14821614183333,0.379874170645161,0.678498505333333,0.308879607741936,0.219674699166667,0.224564607741936,0.165968377533333,2.17157562830769,5.24702690305555,1.68229989857143,2.544369395,0.580645161290323,0.4,0.774193548387097,0.733333333333333
6,13,40,4,18,3,7,5,15,0,0,0,0,1,0,-0.506,-0.244,-0.709,-0.589,0,0,0,0,0,0,333597,0.0870345355806452,0.862382943333333,1.10799682051613,0.208805930133333,0.273459389677419,0.229647406,0.151315940193548,0.143635897366667,0.449678433833333,2.58714883,3.4347901436,0.894882557714286,0.806451612903226,0.666666666666667,0.67741935483871,0.766666666666667
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.067,0.937,-0.267,-0.571,0,0,0,0,0,0,102384,0.206260438064516,0.475252700266667,0.412821866290323,0.326235419,0.133778110096774,0.1235799125,0.146240728225806,0.122879491366667,1.598518395,1.782197626,1.06645648791667,0.978706257,0.870967741935484,0.733333333333333,0.612903225806452,0.666666666666667
8,7,11,3,10,1,1,0,0,0,0,0,0,3,0,-0.717,-0.039,-0.721,-0.741,0,0,0,0,0,0,224309,0.234179136935484,1.50076396533333,1.10778594606452,0.021455033,0.286141185483871,0.181292299633333,0.179761031129032,0.1973860476,0.7259553245,4.09299263272727,2.86178036066667,0.321825495,0.67741935483871,0.633333333333333,0.612903225806452,0.933333333333333
9,51,79,14,7,17,20,14,52,0,0,1,0,5,0,-0.715,0.464,-0.729,-0.68,0,0,0,0,0,0,1743895,0.163885058064516,2.10183923,0.710587441935484,0.23787091,0.223898042258065,0.178129284,0.172027132258065,0.1656172818,1.69347893333333,15.763794225,5.507052675,3.56806365,0.903225806451613,0.866666666666667,0.870967741935484,0.933333333333333
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.291,-0.519,-0.747,-0.849,0,0,0,1,0,0,16360,1.71107294954839,0.169766069,0.248790605806452,0.0350406083333333,0.134797772419355,0.124321600266667,0.123483599774194,0.136798501566667,5.89369571511111,0.727568867142857,0.85694542,0.13140228125,0.709677419354839,0.766666666666667,0.709677419354839,0.733333333333333
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.95,-0.671,-0.712,0,0,0,0,0,0,78276,0.18163084116129,1.63496081266667,0.546986351774194,0.277887874,0.273384403870968,0.1838559621,0.203545847419355,0.215283639,1.87685202533333,5.44986937555556,1.6956576905,1.38943937,0.903225806451613,0.7,0.67741935483871,0.8
12,4,2,3,2,1,0,0,0,0,0,0,0,0,0,-0.478,-0.352,-0.567,-0.638,0,0,0,0,0,0,248565,0,0.256669932066667,0.753271386290323,0.0124534607,0.221487736774194,0.206038525,0.161189639806452,0.152861484166667,0,0.96251224525,1.79626253653846,0.0622673035,1,0.733333333333333,0.580645161290323,0.8
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714,-0.297,-0.804,-0.5,0,0,0,0,0,0,87834,0.764627030967742,0.809789156766667,0.422327060967742,0.015476209,0.269557752419355,0.170082743,0.134082440516129,0.1475039261,2.370343796,4.04894578383333,1.87030555571429,0.15476209,0.67741935483871,0.8,0.774193548387097,0.9
14,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0.268,-0.925,-0.41,-0.615,0,0,0,0,0,0,185998,0.310506626129032,0.071411745,0.737011188612903,0.119393505433333,0.111138811032258,0.114735063166667,0.118763064870968,0.110871969166667,1.06952282333333,0.153025167857143,1.34396157923529,0.325618651181818,0.709677419354839,0.533333333333333,0.451612903225806,0.633333333333333
15,3,0,0,0,0,0,0,0,2,0,1,0,0,0,-0.57,2.136,-0.284,-0.375,0,0,0,0,0,0,421234,0.0472745244193548,0.729828314666667,0.310007467193548,1.17375067806667,0.180066396129032,0.164778771333333,0.199755341612903,0.154118997433333,0.36637756425,5.47371236,0.800852623583333,2.51518002442857,0.870967741935484,0.866666666666667,0.612903225806452,0.533333333333333
16,12,6,4,2,6,4,1,0,0,0,0,0,1,0,3.379,-0.718,-0.291,-1.166,0,0,0,1,1,1,496219,1.24882561029032,0,0.289257138903226,0.237098405266667,0.14190478416129,0.1585747765,0.148625251064516,0.1444825156,2.4195996199375,0,1.28099590085714,1.18549202633333,0.483870967741935,1,0.774193548387097,0.8
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.374,-0.901,-0.526,0,0,0,0,0,0,115172,0.798749879967742,3.16254953366667,0.651722551290323,0.381772773133333,0.358673837419355,0.214068040266667,0.123172867,0.121945592333333,4.12687437983333,5.58096976529412,2.52542488625,1.27257591044444,0.806451612903226,0.433333333333333,0.741935483870968,0.7
