id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,pdi0_p1,pdi0_p2,pdi0_p3,pdi0_p4,tdi0_p1,tdi0_p2,tdi0_p3,tdi0_p4,vdi0_p1,vdi0_p2,vdi0_p3,vdi0_p4,cdi0,cdi1,cdi2,cdi3,region,pop14,popurban14,poprural14,clans
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.765,-0.401,0.167,-0.662,0,0,0,0,0,0,44730,0.21421157516129,0.743449842,2.24469359990323,0.00811882366666667,0.529,0.548666667,0.300333333,0.196333333,0.83006985375,1.858624605,3.47927507985,0.121782355,0.741935483870968,0.6,0.354838709677419,0.933333333333333,0,1,0,0,35.29997307,31.74573725,41.14825025,38.80744683,3.49,3.09,3.09,2.25,0.94,0.79,0.74,0.98,1.8,1.27,1.18,1.19,0.6,1,1,1,0.6,0.94,1,0,0.6,1,1,1,2.85,2.52,2.5,1.94,12,37781,7183,30598,Hawiye
2,33,23,31,21,1,1,1,1,0,0,0,0,0,0,-1.115,-0.066,-0.861,-0.598,1,0,0,0,0,0,282548,0.080130366516129,1.56996917166667,0.803600921612903,0.2195114366,0.62,0.51,0.268333333,0.342,0.414006893666667,3.13993834333333,1.77940204071429,0.731704788666667,0.806451612903226,0.5,0.548387096774194,0.7,11,31,7,23,34.79699182,31.79618517,38.63663675,37.2086796,2.6,2.36,2.35,2.35,1.31,1.28,1.23,1.1,1.5,1.36,1.42,1.49,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,2.28,2.09,2.07,2.04,10,238655,61604,152241,Hawiye
3,8,8,7,0,0,0,1,8,0,0,0,0,0,0,-0.947,-0.431,-0.537,-0.446,0,0,0,0,0,0,204208,0.237279508935484,1.77908553636667,1.55306407177419,0.552470373233333,0.633,0.557666667,0.330333333,0.332,0.525404626928571,2.32054635178261,2.67472145694444,1.50673738154545,0.548387096774194,0.233333333333333,0.419354838709677,0.633333333333333,8,8,1,8,36.63278118,33.9062589,40.82182847,38.70996425,1.5,1.94,1.83,2.27,0.97,0.78,0.53,0.57,1.34,1.19,1.25,1.34,0.6,1,1,1,0.6,0.97,1,0,0.6,1,1,1,1.37,1.65,1.5,1.85,9,172485,34783,124702,Daarood
4,3,0,2,0,0,0,1,0,0,0,0,0,0,0,-0.574,-0.207,-0.452,-0.446,0,0,0,0,0,0,210008,0.462672596129032,1.88059391486667,1.69583894006452,0.328197942366667,0.587,0.568666667,0.274333333,0.285666667,3.58571262,3.13432319144445,4.38091726183333,1.09399314122222,0.870967741935484,0.4,0.612903225806452,0.7,0,2,0,0,37.78094563,32.10427772,38.51629592,38.39891571,1.22,1.02,0.61,1.24,1.08,0.87,0.83,1.04,1.4,1.28,1.27,1.35,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,1.18,0.99,0.66,1.19,7,177384,30369,129015,Daarood
5,5,2,5,2,0,0,0,0,0,0,0,0,0,0,-0.658,-0.515,-0.876,-0.47,0,0,0,0,0,0,66510,0.74308601816129,1.76649488383333,0.654630683225807,0.743885294733333,0.748,0.606666667,0.468,0.490333333,1.91963888025,2.52356411976191,1.56104239846154,1.85971323683333,0.612903225806452,0.3,0.580645161290323,0.6,2,5,1,2,32.45234978,33.41996579,36.13746698,33.38780503,0.96,1.66,2.29,2.98,0.58,0.61,0.87,1.1,1.59,1.54,1.58,1.62,0.6,0.96,1,0,0.58,0.58,0,0,0.6,1,1,1,0.87,1.4,1.93,2.51,9,56178,11483,44095,Daarood
6,11,10,6,4,1,1,2,5,1,0,0,0,1,0,-0.57,0.312,0.47,-0.561,0,0,0,0,0,0,373739,0.0724567056129032,1.49132034213333,4.4864715716129,0.313326933933333,0.594,0.714333333,0.485666667,0.290666667,0.320879696285714,2.63174178023529,5.34925456615384,1.17497600225,0.774193548387097,0.433333333333333,0.161290322580645,0.733333333333333,9,6,4,10,35.38571733,30.11470673,36.35907412,36.57073564,1.49,1.89,2.02,2.13,1.05,1.1,1.09,1.07,1.58,1.5,1.56,1.59,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,1.38,1.69,1.79,1.87,5,315679,36576,258433,Reewin
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,1.609,-0.447,0.406,0,0,0,0,0,0,114704,0.24239336516129,0.724785193833333,0.240314801774194,1.32534459203333,0.233,0.168333333,0.185333333,0.208333333,1.502838864,3.62392596916667,0.827750983888889,1.65668074004167,0.838709677419355,0.8,0.709677419354839,0.2,0,0,0,0,34.46119669,40.13401576,46.5386247,47.06305285,2.5,2.55,2,3.1,0.77,0.44,0.37,0.47,2.18,1.95,2.18,2.29,0.6,1,1,1,0.6,0.77,1,0,0.6,1,1,1,2.07,2.02,1.59,2.44,1,96885,4243,92642,Dir
8,2,5,1,3,0,0,1,2,0,0,0,0,0,0,-1.269,-0.047,-0.667,-0.639,1,0,0,0,0,0,251300,0.0557187984516129,1.4598021311,1.18303929032258,0.146480466966667,0.598,0.536,0.308666667,0.406666667,0.215910344,2.7371289958125,2.44494786666667,0.549301751125,0.741935483870968,0.466666666666667,0.516129032258065,0.733333333333333,2,1,2,5,33.9674768,31.93054154,37.06589976,34.42741681,3.05,3,2.85,2.56,1.19,1.16,1.17,1.38,1.87,1.75,1.81,1.82,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,2.59,2.54,2.43,2.26,12,212261,25295,164746,Hawiye
9,51,40,31,24,7,5,9,6,3,0,1,5,0,0,-1.008,0.092,-0.951,-0.468,1,0,0,0,0,0,1953738,0.0649379677419355,1.57242436,0.447767659677419,0.400271413333333,0.609,0.523,0.2885,0.3743333335,1.0065385,9.43454616,1.98297106428571,4.00271413333333,0.935483870967742,0.833333333333333,0.774193548387097,0.9,15,29,17,40,34.38223431,31.863363355,37.851268255,35.818048205,2.825,2.68,2.6,2.455,1.25,1.22,1.2,1.24,1.685,1.555,1.615,1.655,0.6,1,1,1,0.6,1,1,1,0.6,1,1,1,2.435,2.315,2.25,2.15,3,1650228,1280939,0,Hawiye
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,-0.035,-0.669,-0.439,0,0,0,0,0,0,18328,0.879556465,0.452060717033333,0.295939221451613,0.1579279491,0.165,0.15,0.161333333,0.146,2.47875003772727,2.26030358516667,0.5733822415625,0.3158558982,0.645161290322581,0.8,0.483870967741935,0.5,0,0,0,0,34.56576123,38.97004303,46.40388057,41.58650848,1.34,1.26,0.98,1.89,0.75,0.47,0.45,0.54,1.44,1.56,2.11,2.13,0.6,1,1,1,0.6,0.75,1,0,0.6,1,1,1,1.19,1.06,0.85,1.55,4,15481,4360,11121,Daarood
