id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,clan,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,cdi0,cdi1,cdi2,cdi3
1,3,10,1,10,0,0,0,0,0,0,0,0,2,0,-0.367,0.456,-0.431,-0.865,0,0,0,0,0,0,43463,0.00182829483870968,0.608037204451613,1.14323496666667,0.980425580741936,0.282666666666667,0.379666666666667,0.332333333333333,0.243,0.05667714,1.57076277816667,5.71617483333333,2.33793792330769,0.967741935483871,0.612903225806452,0.8,0.580645161290323,0,0,2,1,10,37.3620185888985,33.5510330194947,35.8306901738,38.0373225733495,0.93,1.03,0.99,1.18,1.04,0.8,0.57,0.89,0.6,0.61,0.85,1.09,0.96,0.97,0.89,1.11
2,16,29,10,25,1,1,1,0,0,0,0,0,4,3,-0.286,0.566,-0.748,-0.406,0,0,0,0,0,0,274549,0,0.772957427354839,1.27421780073333,1.35681401709677,0.304666666666667,0.417666666666667,0.356666666666667,0.271666666666667,0,1.59744534986667,3.47513945654545,4.67347050333333,1,0.516129032258065,0.633333333333333,0.709677419354839,0,29,14,5,29,40.4804514579612,37.0098939761299,37.8818318850318,41.3888113014753,0.96,0.7,0.45,0.76,0.52,0.53,0.6,0.94,0.55,0.65,1.13,1.6,0.85,0.66,0.48,0.8
3,17,41,6,16,2,10,5,15,0,0,0,0,4,0,-0.393,2.494,-0.852,-0.272,0,0,0,0,0,0,198427,0.0127822986129032,5.35775046812903,1.6839198356,1.67065516225806,0.359,0.497666666666667,0.483333333333333,0.333666666666667,0.0660418761666667,8.3045132256,2.19641717686957,3.236894376875,0.806451612903226,0.354838709677419,0.233333333333333,0.483870967741935,1,25,7,7,41,39.6637310222155,35.1672671990578,34.5599861886766,40.0178844061183,0.7,0.57,0.53,1.43,0.6,0.65,0.69,1.04,0.63,0.72,1.16,1.51,0.68,0.59,0.57,1.34
4,1,6,0,0,1,6,0,0,0,0,0,0,0,0,-0.445,2.749,-0.584,-0.127,0,0,0,0,0,0,204063,0,5.00457932864516,1.8234647869,2.30726401603226,0.325,0.479666666666667,0.483,0.283666666666667,0,11.0815685134286,3.21787903570588,7.94724272188889,1,0.548387096774194,0.433333333333333,0.709677419354839,1,0,0,1,6,40.3407637037797,34.2466034261151,32.1682516388181,40.2461011207157,0.75,0.63,0.53,1.14,1.17,1.16,1.18,1.26,1.23,1.49,1.6,1.64,0.85,0.76,0.69,1.17
5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.506,0.904,-0.881,-0.269,0,0,0,0,0,0,64627,0.213508437290323,3.40578714567742,1.728254111,1.320686469,0.51,0.618666666666667,0.588666666666667,0.464666666666667,0.472768682571429,4.06074621215384,3.04986019588235,2.40831061994118,0.548387096774194,0.161290322580645,0.433333333333333,0.451612903225806,1,0,1,0,0,35.1963957384208,32.5426247402085,33.200313197817,36.0816026101586,0.78,0.6,0.42,0.58,0.59,0.64,0.96,1.19,0.97,1.31,1.38,1.36,0.73,0.61,0.55,0.74
6,14,3,4,3,1,0,7,0,1,0,0,0,1,0,-0.43,1.21,-0.42,-0.549,0,0,0,0,0,0,363157,0,0.677186699129032,1.30557259,2.30419759890323,0.323333333333333,0.466666666666667,0.562,0.401333333333333,0,1.3120492295625,2.30395162941177,5.49462504353846,1,0.483870967741935,0.433333333333333,0.580645161290323,2,2,4,2,3,37.9236197069072,34.2628814936767,32.7056449151325,36.0168719284369,0.94,0.76,0.69,1.34,1.07,0.88,0.67,1.02,0.93,1.14,1.41,1.54,0.97,0.79,0.69,1.26
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.606,-0.338,-0.42,0.09,0,0,0,0,0,0,111457,0.0879537594516129,0.152143520903226,0.1387295769,1.23924544567742,0.147,0.164666666666667,0.183,0.161666666666667,0.454427757166667,0.673778449714286,0.8323774614,4.802076102,0.806451612903226,0.774193548387097,0.833333333333333,0.741935483870968,3,0,0,0,0,35.7126459796494,36.3094375357715,38.9084363052969,42.1370287302186,0.86,1.08,1.29,1.71,0.94,1.36,1.68,1.7,1.32,1.6,1.59,1.47,0.88,1.15,1.39,1.71
8,2,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.331,0.49,-0.676,-0.617,0,0,0,0,0,0,244185,0,0.619461058129032,1.26427436746667,1.20996466967742,0.303,0.420333333333333,0.357666666666667,0.273333333333333,0,1.60027440016667,5.41831871771429,3.750890476,1,0.612903225806452,0.766666666666667,0.67741935483871,0,0,1,0,0,37.120671590554,34.7758636797562,35.9150655054222,38.298628957383,1.02,1.01,0.71,0.78,0.59,0.59,0.6,0.96,0.53,0.58,0.95,1.25,0.92,0.91,0.68,0.82
9,52,59,23,30,16,16,12,13,0,0,1,0,0,0,-0.288,0.176,-0.8,-0.368,0,0,0,0,0,0,1898422,0,0.437605687096774,1.09351954333333,0.851584651612903,0.303833333333334,0.419,0.357166666666667,0.2725,0,2.26096271666667,10.9351954333333,5.27982484,1,0.806451612903226,0.9,0.838709677419355,0,43,23,29,59,38.8005615242576,35.8928788279431,36.898448695227,39.8437201294292,0.99,0.855,0.58,0.77,0.555,0.56,0.6,0.95,0.54,0.615,1.04,1.425,0.885,0.785,0.58,0.81
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.583,-0.295,-0.026,-0.308,0,0,0,1,1,1,17809,0.0675001280645161,0.433137156,0.3488264451,0.540031933032258,0.134,0.141,0.138,0.129666666666667,1.046251985,1.49191687066667,1.0464793353,1.28776845569231,0.935483870967742,0.709677419354839,0.666666666666667,0.580645161290323,1,0,0,0,0,33.5869397746807,35.0482578255955,39.1684046575954,42.7391943545794,1.34,1.18,1.52,2.33,0.89,0.65,0.64,0.91,0.45,0.45,0.44,0.43,1.23,1.05,1.3,1.97
