id,tot_con_occ,tot_con_fat,batt_occ,batt_fat,civi_occ,civi_fat,expl_occ,expl_fat,prot_occ,prot_fat,riot_occ,riot_fat,stra_occ,stra_fat,spi0,spi1,spi2,spi3,dry,mod_dry,ext_dry,wet,mod_wet,ext_wet,pop,chirps0,chirps1,chirps2,chirps3,ndvi0,ndvi1,ndvi2,ndvi3,avgrain0,avgrain1,avgrain2,avgrain3,norain0,norain1,norain2,norain3,alsha_fat,alsha_occ,fatcon_occ,fatcon_fat,temp0,temp1,temp2,temp3,pdi0,pdi1,pdi2,pdi3,tdi0,tdi1,tdi2,tdi3,vdi0,vdi1,vdi2,vdi3,cdi0,cdi1,cdi2,cdi3,region,pop14,popurban14,poprural14,clans
1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,-1.29,0.216,-0.292,-0.367,1,0,0,0,0,0,43463,0.878638281,0.583545948225807,0,0.00182829483870968,0.233666666666667,0.206333333333333,0.214333333333333,0.282666666666667,2.39628622090909,3.01498739916667,0,0.05667714,0.633333333333333,0.806451612903226,1,0.967741935483871,3,3,2,3,39.9281276368035,40.4397033429519,39.1870013547099,37.3620185888985,1.09,1.13,0.92,0.93,0.55,0.58,0.83,1.04,0.55,0.57,0.59,0.6,0.96,0.99,0.89,0.96,12,37781,7183,30598,Hawiye
2,9,11,6,6,3,5,0,0,0,0,0,0,0,0,-1.087,0.307,-0.479,-0.286,1,0,0,0,0,0,274549,1.015185074,0.210469268064516,0,0,0.243,0.222666666666667,0.232,0.304666666666667,4.35079317428571,2.17484910333333,0,0,0.766666666666667,0.903225806451613,1,1,9,6,4,11,43.455011028026,42.6768855853401,40.8057793579169,40.4804514579612,0.92,1.16,0.95,0.96,0.49,0.51,0.51,0.52,0.51,0.53,0.55,0.55,0.81,1,0.84,0.85,10,238655,61604,152241,Hawiye
3,3,3,0,0,0,0,3,3,0,0,0,0,0,0,-0.9,-0.724,0.18,-0.393,0,0,0,0,0,0,198427,2.7045093104,0.250429348129032,0.169361309928571,0.0127822986129032,0.301333333333333,0.277666666666667,0.274,0.359,5.070954957,0.646942482666667,0.316141111866667,0.0660418761666667,0.466666666666667,0.612903225806452,0.464285714285714,0.806451612903226,3,1,1,3,40.3485732211064,41.9180250706723,40.2538278526864,39.6637310222155,0.85,0.92,0.88,0.7,0.49,0.52,0.55,0.6,0.52,0.56,0.59,0.63,0.76,0.82,0.8,0.68,9,172485,34783,124702,Daarood
4,4,0,1,0,0,0,1,0,1,0,0,0,1,0,-1.026,-0.614,0.116,-0.445,1,0,0,0,0,0,204063,2.57539014493333,0.40417055883871,0.0654821033571429,0,0.328,0.254666666666667,0.252333333333333,0.325,7.02379130436364,3.132321831,0.22918736175,0,0.633333333333333,0.870967741935484,0.714285714285714,1,0,1,0,0,38.7292644596053,43.4017984819453,41.2946466617542,40.3407637037797,1.22,1.09,0.87,0.75,0.57,0.59,0.92,1.17,0.68,0.72,1.02,1.23,1.06,0.96,0.89,0.85,7,177384,30369,129015,Daarood
5,1,15,0,0,0,0,1,15,0,0,0,0,0,0,-1.061,-0.902,0.121,0.506,1,0,0,0,0,0,64627,2.16094489033333,0.156279587806452,0.0613245413571429,0.213508437290323,0.414666666666667,0.404,0.411,0.51,3.08706412904762,0.538296358,0.156098832545455,0.472768682571429,0.3,0.709677419354839,0.607142857142857,0.548387096774194,15,1,1,15,35.7564704661385,36.9715378664235,36.2909986130759,35.1963957384208,0.77,0.86,0.94,0.78,0.51,0.52,0.55,0.59,0.57,0.62,0.64,0.97,0.71,0.78,0.84,0.73,9,56178,11483,44095,Daarood
6,10,15,5,5,1,0,4,10,0,0,0,0,0,0,-1.332,-0.789,-0.407,-0.43,1,0,0,0,0,0,363157,1.84762077413333,0.157763482032258,0,0,0.308333333333333,0.261666666666667,0.263333333333333,0.323333333333333,4.263740248,1.22266698575,0,0,0.566666666666667,0.870967741935484,1,1,4,5,4,15,40.00696967061,42.4653330813304,40.757152222658,37.9236197069072,0.45,0.54,0.86,0.94,0.55,0.58,0.84,1.07,0.59,0.67,0.67,0.93,0.48,0.55,0.85,0.97,5,315679,36576,258433,Reewin
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.221,-0.965,-0.477,-0.606,1,0,0,0,0,0,111457,0.481676971866667,0.0012313365483871,0,0.0879537594516129,0.126,0.128,0.137333333333333,0.147,1.11156224276923,0.038171433,0,0.454427757166667,0.566666666666667,0.967741935483871,1,0.806451612903226,0,0,0,0,43.7600416021609,39.7624579147775,37.0211830629256,35.7126459796494,0.5,1,1.08,0.86,1.06,1.11,0.91,0.94,0.63,0.69,1.04,1.32,0.64,1.03,1.04,0.88,1,96885,4243,92642,Dir
8,9,2,2,0,4,2,3,0,0,0,0,0,0,0,-1.194,-0.684,-0.338,-0.331,1,0,0,0,0,0,244185,0.746535904266667,0.167368144387097,0,0,0.237333333333333,0.229,0.244666666666667,0.303,2.48845301422222,1.72947082533333,0,0,0.7,0.903225806451613,1,1,0,3,1,2,40.1105094344216,39.7112665056138,38.6718324537197,37.120671590554,0.88,1.25,1.03,1.02,0.94,0.79,0.58,0.59,0.49,0.51,0.52,0.53,0.9,1.14,0.92,0.92,12,212261,25295,164746,Hawiye
9,57,38,19,6,11,20,21,9,3,0,1,3,2,0,-1.07,-0.358,-0.499,-0.288,1,0,0,0,0,0,1898422,0.579526816666667,0.0153177380645161,0,0,0.240166666666667,0.225833333333333,0.238333333333334,0.303833333333334,2.89763408333333,0.47484988,0,0,0.8,0.967741935483871,1,1,9,18,20,38,41.7827602312238,41.1940760454769,39.7388059058183,38.8005615242576,0.9,1.205,0.99,0.99,0.715,0.65,0.545,0.555,0.5,0.52,0.535,0.54,0.855,1.07,0.88,0.885,3,1650228,1280939,0,Hawiye
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.723,-0.437,-0.14,5.583,1,1,0,0,0,0,17809,0.128433427,0,0.000260772035714286,0.0675001280645161,0.126333333333333,0.125666666666667,0.129333333333333,0.134,0.350272982727273,0,0.007301617,1.046251985,0.633333333333333,1,0.964285714285714,0.935483870967742,0,0,0,0,43.5477015202924,41.0870297697141,37.1895733543044,33.5869397746807,0.33,1.47,1.77,1.34,0.59,0.83,1.04,0.89,0.47,0.46,0.47,0.45,0.39,1.31,1.59,1.23,4,15481,4360,11121,Daarood
